N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	38	45
2	то есть	46	25
3	и не	42	15
4	в этом	15	14
5	но в	4	14
6	не только	9	14
7	во всех	11	13
8	и его	16	13
9	в его	43	13
10	как бы	22	12
11	что в	7	12
12	то же	5	11
13	в своем	5	11
14	в то	4	11
15	в романе	4	11
16	в нем	15	10
17	и с	17	10
18	как и	7	10
19	в том	8	10
20	но и	9	10
21	прежде всего	13	10
22	же время	3	9
23	в ней	4	8
24	таким образом	10	8
25	с миром	4	8
26	в самой	2	8
27	как мы	7	8
28	мира и	1	8
29	жизни и	1	8
30	вовсе не	2	8
31	и др	8	8
32	так же	1	8
33	также и	3	7
34	с его	2	7
35	том что	3	7
36	не в	7	7
37	что и	2	7
38	на мир	2	7
39	и все	3	7
40	все это	3	7
41	здесь не	4	6
42	в этой	1	6
43	он не	3	6
44	всех этих	1	6
45	в них	5	6
46	мысли и	1	6
47	того чтобы	2	6
48	связи с	2	6
49	так и	5	6
50	что он	2	6
51	для того	2	6
52	например в	3	5
53	самом деле	6	5
54	на самом	4	5
55	это и	1	5
56	с ее	1	5
57	и на	3	5
58	хотя и	3	5
59	и как	8	5
60	и к	3	5
61	в себя	2	5
62	и у	2	5
63	все эти	5	5
64	на этом	2	5
65	форм и	2	5
66	его в	9	5
67	с ним	5	5
68	этом отношении	2	5
69	одной из	3	5
70	со всеми	3	5
71	человека с	1	5
72	в связи	2	5
73	не может	27	5
74	но это	3	5
75	от всех	4	5
76	есть и	1	5
77	мы уже	1	4
78	его не	2	4
79	и о	5	4
80	но не	12	4
81	в общем	1	4
82	кроме того	3	4
83	в самом	7	4
84	по своему	1	4
85	зрения на	1	4
86	это было	1	4
87	точки зрения	8	4
88	известной степени	4	4
89	в их	10	4
90	до известной	1	4
91	в основе	5	4
92	очень часто	1	4
93	и это	3	4
94	можно было	4	4
95	ничего не	6	4
96	и здесь	2	4
97	о том	4	4
98	и во	2	4
99	связаны с	2	4
100	только в	13	4
101	и даже	3	4
102	здесь в	2	4
103	сказать что	4	4
104	а не	5	4
105	его как	3	4
106	как это	2	4
107	и от	3	4
108	бы в	1	4
109	все они	5	4
110	а также	1	4
111	а в	6	4
112	по поводу	2	4
113	единство и	2	3
114	почти все	1	3
115	но она	2	3
116	и он	2	3
117	форм в	1	3
118	и возможности	1	3
119	менее всего	3	3
120	как в	4	3
121	дело идет	2	3
122	как он	1	3
123	вообще не	7	3
124	и вот	1	3
125	здесь нет	2	3
126	ни в	11	3
127	здесь все	2	3
128	до сих	1	3
129	нисколько не	1	3
130	в своей	7	3
131	в которых	1	3
132	не менее	4	3
133	но они	4	3
134	дело в	2	3
135	не имеет	9	3
136	здесь же	2	3
137	тела и	1	3
138	от их	1	3
139	всего этого	1	3
140	то время	1	3
141	в другом	2	3
142	нем не	1	3
143	этот момент	2	3
144	нуждается в	2	3
145	это не	5	3
146	именно в	1	3
147	того что	2	3
148	и прежде	5	3
149	характерно для	2	3
150	для всех	1	3
151	есть в	1	3
152	в поэзии	9	3
153	для него	1	3
154	в одном	1	3
155	таковы основные	1	3
156	но он	1	3
157	не было	2	3
158	о чем	1	3
159	там где	6	3
160	связь с	3	3
161	вместе с	1	3
162	но этот	1	3
163	по существу	2	3
164	сих пор	1	3
165	и для	11	3
166	с помощью	7	3
167	на этот	1	3
168	и другие	2	3
169	можно говорить	2	2
170	и есть	2	2
171	с точки	6	2
172	из его	1	2
173	др в	2	2
174	и за	1	2
175	говорить о	3	2
176	всего сказанного	1	2
177	в целом	3	2
178	подчеркнуть что	1	2
179	в чем	2	2
180	в данном	4	2
181	вступают в	1	2
182	отличие от	5	2
183	нет и	3	2
184	из важнейших	3	2
185	относится к	4	2
186	в истории	2	2
187	независимо от	13	2
188	все же	6	2
189	и наконец	6	2
190	может послужить	1	2
191	не будем	3	2
192	что это	2	2
193	им в	1	2
194	и если	1	2
195	при этом	5	2
196	оно было	2	2
197	но именно	1	2
198	перестает быть	4	2
199	он должен	2	2
200	в начале	2	2
201	чувствует себя	1	2
202	так например	1	2
203	серьезность и	1	2
204	том же	2	2
205	лишь в	2	2
206	было бы	8	2
207	для них	1	2
208	рядом с	5	2
209	она и	1	2
210	с тем	1	2
211	несмотря на	3	2
212	и без	1	2
213	известной мере	1	2
214	в положительном	1	2
215	но эта	1	2
216	вплоть до	1	2
217	что эта	2	2
218	если в	1	2
219	на него	3	2
220	не нуждается	2	2
221	слова но	3	2
222	уже и	1	2
223	которая не	1	2
224	за его	3	2
225	конечно и	4	2
226	не могут	2	2
227	что все	2	2
228	к тому	1	2
229	в каждом	2	2
230	должен быть	2	2
231	чем не	2	2
232	данном случае	4	2
233	и что	2	2
234	на том	1	2
235	том как	2	2
236	свободной и	1	2
237	и вообще	2	2
238	же самое	2	2
239	можно сказать	2	2
240	в значительной	2	2
241	нас в	1	2
242	к нему	10	2
243	между тем	7	2
244	борьба с	1	2
245	сказанного нами	1	2
246	и борьбы	1	2
247	происходит в	1	2
248	важное значение	1	2
249	ли он	1	2
250	здесь с	1	2
251	в большинстве	5	2
252	значение и	1	2
253	большинстве случаев	5	2
254	языка но	2	2
255	в известной	3	2
256	мы можем	6	2
257	идет в	1	2
258	может быть	26	2
259	характер носит	1	2
260	гораздо сложнее	1	2
261	и только	4	2
262	в особенности	2	2
263	не подлежит	1	2
264	в отличие	5	2
265	мы еще	1	2
266	себя и	3	2
267	нужно сказать	1	2
268	чем на	1	2
269	на эту	1	2
270	человеческой культуры	6	2
271	произведение в	6	2
272	со словом	5	2
273	в пределах	6	2
274	конечно не	5	2
275	слова и	3	2
276	благодаря этому	1	2
277	становится возможным	1	2
278	которой можно	1	2
279	чтобы его	2	2
280	хотя бы	4	2
281	всеми его	1	2
282	на фоне	3	2
283	то что	8	2
284	жизни в	1	2
285	это в	1	2
286	к этому	2	2
287	то на	1	1
288	и завершается	2	1
289	не остается	2	1
290	становится в	1	1
291	мир где	1	1
292	выражения в	1	1
293	он может	2	1
294	моменты содержания	2	1
295	то в	1	1
296	но главное	1	1
297	она все	1	1
298	не имеют	2	1
299	все те	1	1
300	его связь	1	1
301	а как	3	1
302	есть не	2	1
303	для выражения	1	1
304	нуждаются в	1	1
305	которую мы	3	1
306	что уже	1	1
307	нам в	1	1
308	который был	1	1
309	не совсем	1	1
310	целого в	1	1
311	но чем	1	1
312	столь же	2	1
313	время в	1	1
314	художественном творчестве	10	1
315	тем как	5	1
316	различия между	1	1
317	и всего	1	1
318	коем случае	2	1
319	но как	2	1
320	одном и	1	1
321	не все	2	1
322	конечном счете	4	1
323	по отношению	21	1
324	существенным образом	1	1
325	несколько более	1	1
326	не просто	1	1
327	в едином	2	1
328	значение имеет	3	1
329	за пределы	12	1
330	конечно совершенно	1	1
331	это самое	1	1
332	характер и	1	1
333	что кроме	1	1
334	и положений	1	1
335	все остальные	1	1
336	и где	1	1
337	что дело	1	1
338	понять и	1	1
339	целый ряд	1	1
340	что по	1	1
341	и внутреннюю	1	1
342	имеет в	1	1
343	эту проблему	1	1
344	почти весь	1	1
345	бы и	1	1
346	формы в	1	1
347	бы не	2	1
348	его а	1	1
349	следующей главе	1	1
350	нами в	2	1
351	в себе	4	1
352	другом случае	1	1
353	на то	2	1
354	в наших	1	1
355	творца и	3	1
356	которой не	1	1
357	формы но	1	1
358	момента в	2	1
359	его тела	2	1
360	в понимании	1	1
361	никакому сомнению	1	1
362	не как	1	1
363	дело именно	1	1
364	особенно ясно	1	1
365	характер в	1	1
366	остальные моменты	1	1
367	для понимания	2	1
368	не могли	2	1
369	разновидностях и	1	1
370	уже за	1	1
371	в нее	1	1
372	именно это	1	1
373	человека в	2	1
374	как оно	1	1
375	значительной степени	1	1
376	в одну	1	1
377	имеют в	1	1
378	значение в	1	1
379	целое как	1	1
380	в мире	3	1
381	момент и	2	1
382	было в	1	1
383	и мы	1	1
384	форму и	2	1
385	о которых	2	1
386	ни одной	1	1
387	какое же	1	1
388	далеко не	5	1
389	в главе	1	1
390	что не	4	1
391	этом явлении	1	1
392	место и	2	1
393	первый шаг	1	1
394	нигде не	1	1
395	все моменты	2	1
396	и формы	1	1
397	строгом смысле	2	1
398	мир в	2	1
399	они в	1	1
400	потому и	1	1
401	как таковой	2	1
402	обратимся к	1	1
403	между ними	4	1
404	чувствует свою	1	1
405	включающее в	1	1
406	и образами	1	1
407	в котором	2	1
408	самое длинное	1	1
409	мы сказали	1	1
410	и соответствующее	1	1
411	в поэме	1	1
412	этих моментов	1	1
413	которые в	1	1
414	не его	2	1
415	тем не	3	1
416	и более	2	1
417	не должно	1	1
418	мере и	1	1
419	для нее	8	1
420	и вся	2	1
421	тому что	1	1
422	раз и	2	1
423	его целом	5	1
424	а иногда	2	1
425	самой колыбели	1	1
426	что с	1	1
427	мышления и	1	1
428	одна из	2	1
429	в процессе	1	1
430	мы все	1	1
431	но здесь	3	1
432	особый характер	1	1
433	следовательно и	1	1
434	никогда не	5	1
435	и всегда	1	1
436	слово и	2	1
437	правда в	1	1
438	в коем	2	1
439	аспекте и	1	1
440	этих двух	1	1
441	очень мало	1	1
442	все стороны	2	1
443	к определенному	1	1
444	к концу	1	1
445	целое в	1	1
446	правда это	1	1
447	связь и	2	1
448	от внутреннего	1	1
449	образа и	1	1
450	мире и	1	1
451	чрезвычайно характерно	1	1
452	его он	1	1
453	со своим	1	1
454	не нужен	1	1
455	в области	11	1
456	и социального	1	1
457	у нас	2	1
458	существенную связь	1	1
459	все то	3	1
460	произведению в	1	1
461	служат и	1	1
462	позволил бы	1	1
463	с трудом	1	1
464	здесь совершенно	3	1
465	как только	3	1
466	все последующие	1	1
467	той или	2	1
468	для его	1	1
469	целом в	2	1
470	в наши	1	1
471	суждение об	1	1
472	социальные и	1	1
473	слова с	2	1
474	и потому	4	1
475	и со	1	1
476	и должна	3	1
477	и художественное	2	1
478	собою и	1	1
479	свою очередь	1	1
480	город и	1	1
481	это только	1	1
482	без всякого	1	1
483	она глубоко	1	1
484	формы и	5	1
485	в произведении	4	1
486	приводит к	3	1
487	в дальнейшем	3	1
488	а единство	1	1
489	что у	1	1
490	еще не	7	1
491	подход к	1	1
492	не были	1	1
493	поэтому в	2	1
494	если бы	3	1
495	остановимся на	1	1
496	смысле и	1	1
497	образом в	1	1
498	движения и	2	1
499	часто и	1	1
500	нашей работы	1	1
501	другими словами	2	1
502	его тело	1	1
503	основе своей	3	1
504	ее и	1	1
505	здесь почти	1	1
506	увидеть его	1	1
507	в конечном	4	1
508	на протяжении	1	1
509	здесь более	1	1
510	от них	2	1
511	и события	2	1
512	вся эта	1	1
513	не чувствует	1	1
514	определяется чисто	1	1
515	во всей	1	1
516	в форме	4	1
517	глубоко различны	1	1
518	и содержания	3	1
519	трудом она	1	1
520	и осмыслено	1	1
521	единство не	2	1
522	быть и	1	1
523	но с	3	1
524	с себя	1	1
525	конечно никакому	1	1
526	в двух	2	1
527	формами есть	1	1
528	с ними	4	1
529	и является	1	1
530	между этими	1	1
531	и ее	2	1
532	преодолеваются в	1	1
533	именно на	1	1
534	себя в	2	1
535	это ни	1	1
536	есть чисто	6	1
537	момент не	3	1
538	которому он	1	1
539	не можем	2	1
540	о свободной	1	1
541	неразрывно связана	1	1
542	не обходится	2	1
543	второстепенное значение	1	1
544	чисто отрицательно	1	1
545	не дает	2	1
546	в праве	1	1
547	в душе	1	1
548	из них	1	1
549	его и	1	1
550	когда для	1	1
551	обходится и	1	1
552	с этими	1	1
553	к ним	1	1
554	не о	1	1
555	друг друга	1	1
556	случае не	2	1
557	тем что	2	1
558	носит чисто	2	1
559	в других	4	1
560	эти явления	1	1
561	и полагается	1	1
562	иное как	1	1
563	без всякой	2	1
564	или иной	2	1
565	глубокое своеобразие	1	1
566	к которому	4	1
567	и телесной	1	1
568	и быть	1	1
569	что иное	1	1
570	души и	2	1
571	всеми другими	1	1
572	более того	4	1
573	связано с	1	1
574	и пр	2	1
575	самом же	1	1
576	моментов и	1	1
577	не знает	3	1
578	до конца	1	1
579	человеческой жизни	1	1
580	мы говорим	1	1
581	власти и	1	1
582	органично и	1	1
583	этом основании	1	1
584	имеет второстепенное	1	1
585	как ни	1	1
586	именно поэтому	2	1
587	но оно	1	1
588	так называемой	1	1
589	в частности	2	1
590	время она	1	1
591	участник его	1	1
592	до этого	1	1
593	подлежит конечно	1	1
594	его содержание	1	1
595	в строгом	2	1
596	к своему	2	1
597	каковы же	1	1
598	главе посвященной	1	1
599	тенденцию к	2	1
600	в той	1	1
601	момент как	4	1
602	и всей	1	1
603	со всею	1	1
604	да и	3	1
605	она вся	1	1
606	характера и	2	1
607	времени эта	1	1
608	этого слова	1	1
609	самое существенное	1	1
610	о мире	1	1
611	же значение	1	1
612	которой и	1	1
613	в более	4	1
614	на самой	1	1
615	это уже	1	1
616	в следующей	1	1
617	свою связь	1	1
618	не существует	1	1
619	и другими	3	1
620	которая в	1	1
621	себя самого	4	1
622	но эти	1	1
623	от него	3	1
624	еще более	1	1
625	вопросом о	1	1
626	вообще в	1	1
627	а из	1	1
628	сказать несколько	1	1
629	стороны в	1	1
630	но зато	2	1
631	они даже	1	1
632	же деле	1	1
633	здесь есть	1	1
634	довольно ярко	1	1
635	и начинается	1	1
636	слово в	2	1
637	в свою	2	1
638	и эта	2	1
639	и при	2	1
640	мы здесь	4	1
641	жизни а	1	1
642	метафоры и	1	1
643	не что	1	1
644	отношению к	19	1
645	что под	1	1
646	из этого	1	1
647	в свое	1	1
648	в виде	2	1
649	такое значение	1	1
650	творчестве не	2	1
651	в таком	3	1
652	они не	3	1
