N	3gram	Vygotskiy__4	Tvorches
1	в то же	1	13
2	то же время	1	12
3	в том что	12	6
4	о том что	10	5
5	в конечном счете	1	4
6	дело в том	1	3
7	что все это	1	3
8	с самого начала	5	3
9	это как бы	1	3
10	та же самая	1	2
11	на самом деле	5	2
12	и та же	2	2
13	и т п	3	2
14	точно так же	3	2
15	не только в	1	2
16	можно сказать что	1	2
17	и в то	1	2
18	в этом романе	1	2
19	и в свою	1	1
20	что иное как	1	1
21	все тот же	2	1
22	нет ни слова	1	1
23	потому что не	1	1
24	прежде всего на	1	1
25	мы никогда не	3	1
26	и как раз	1	1
27	равно как и	1	1
28	что в основу	1	1
29	ясно как день	1	1
30	то же самое	6	1
31	нам кажется что	1	1
32	по отношению к	1	1
33	то это означало	1	1
34	до сих пор	3	1
35	и до этого	1	1
36	в себе всю	1	1
37	всю жизнь и	1	1
38	говорить о том	3	1
39	сами по себе	3	1
40	что он не	4	1
41	от хронологической последовательности	1	1
42	у него не	1	1
43	а может быть	1	1
44	только то что	1	1
45	то что в	3	1
46	гамлета вспомним как	1	1
47	бы то ни	1	1
48	за то что	3	1
49	во всей ее	2	1
50	вместе с тем	2	1
51	не то что	3	1
52	в котором все	2	1
53	все это в	1	1
54	и что в	3	1
55	то ни было	1	1
56	с одной стороны	3	1
57	в конце концов	3	1
58	рассказа и в	1	1
59	как и на	1	1
60	мы уже говорили	1	1
61	целый ряд других	1	1
62	одна и та	2	1
63	то что может	1	1
64	я не могу	1	1
65	мы все время	2	1
66	в первом акте	1	1
67	это означало бы	3	1
68	в самом конце	3	1
69	у него в	1	1
70	не был бы	1	1
71	он принадлежит к	1	1
72	имел в виду	1	1
73	что может быть	2	1
74	означало бы что	1	1
75	заключается в том	3	1
76	лежащая в основе	1	1
77	в свою очередь	1	1
78	и в самом	2	1
79	со своего пути	1	1
80	и всякий раз	1	1
81	с другой стороны	2	1
82	не что иное	1	1
83	к тому что	5	1
84	только что он	1	1
85	в согласии с	1	1
86	и в ее	1	1
87	как день что	1	1
88	на первый взгляд	1	1
89	к тому же	2	1
90	в глубине души	1	1
91	и т д	2	1
92	автор как бы	1	1
