N	3gram	Voloshinov_1	SlovoVZh
1	по отношению к	2	11
2	не может быть	13	7
3	можно сказать что	3	5
4	как если бы	2	4
5	в том что	3	4
6	и не может	9	3
7	тем не менее	2	3
8	отражает в себе	1	3
9	бы то ни	8	3
10	может быть и	3	3
11	этой точки зрения	1	3
12	до сих пор	8	3
13	то ни было	8	3
14	в какой степени	2	2
15	на самом деле	1	2
16	с другой стороны	5	2
17	же самое справедливо	2	2
18	то же самое	3	2
19	с точки зрения	20	2
20	до известной степени	1	2
21	на материале слова	4	2
22	находит свое выражение	1	2
23	только в процессе	2	2
24	в отношении к	4	2
25	самое справедливо и	2	2
26	в настоящее время	6	2
27	выходят за пределы	1	2
28	с одной стороны	1	2
29	бытия данной группы	1	1
30	области социального общения	1	1
31	но все же	3	1
32	каких бы то	3	1
33	один и тот	3	1
34	а между тем	1	1
35	все разобранные нами	1	1
36	само нуждается в	1	1
37	или хотя бы	2	1
38	и относительно всех	1	1
39	в нашем случае	1	1
40	двух направлениях к	1	1
41	идеологического творчества вырастают	1	1
42	все же не	1	1
43	в индивидуальной психике	1	1
44	какой степени не	1	1
45	все более и	1	1
46	какой бы то	1	1
47	в этом направлении	1	1
48	не должна быть	1	1
49	одним и тем	1	1
50	остановимся несколько подробнее	1	1
51	не приблизимся к	1	1
52	может реализовать себя	1	1
53	более или менее	1	1
54	в науке о	3	1
55	во всяком случае	2	1
56	науки об идеологии	1	1
57	одна и та	1	1
58	мы не найдем	2	1
59	в самом деле	9	1
60	словом и его	1	1
61	в этом смысле	2	1
62	самом же деле	2	1
63	свое выражение в	2	1
64	данной социальной группы	1	1
65	как это делает	1	1
66	же как и	2	1
67	и для него	1	1
68	хотя бы только	1	1
69	сих пор не	1	1
70	оно ни было	2	1
71	по своей тенденции	1	1
72	его значение и	1	1
73	но уже в	1	1
74	равно как и	1	1
75	сами по себе	1	1
76	прежде всего определяется	1	1
77	от каких бы	2	1
78	в свою очередь	2	1
79	таким образом к	1	1
80	сказать что и	1	1
81	но и в	1	1
82	и та же	1	1
83	следовательно только в	1	1
84	на самом же	2	1
85	ничего общего с	2	1
86	в этом отношении	3	1
87	по аналогии с	1	1
88	с самого начала	4	1
89	обстоит дело и	1	1
90	процессе социального взаимодействия	1	1
91	ни в какой	1	1
92	более и более	1	1
93	и прежде всего	2	1
94	можно было бы	2	1
95	то же время	3	1
96	подобно тому как	1	1
97	как мы уже	1	1
98	не может стать	1	1
99	и здесь мы	3	1
100	справедливо и относительно	2	1
101	точки зрения не	2	1
102	только на основе	1	1
103	не поймет их	1	1
104	в основе своей	1	1
105	субъективного сознания говорящего	3	1
106	со всех сторон	2	1
107	может быть только	1	1
108	находят свое выражение	1	1
109	в то же	3	1
110	таким образом не	1	1
111	отнюдь не является	3	1
112	допустим что мы	1	1
113	в процессе социального	4	1
114	слова и его	2	1
115	может быть понято	2	1
116	тесной зависимости от	1	1
117	в значительной степени	1	1
118	сама по себе	2	1
119	и в нем	1	1
120	во внутренней речи	1	1
121	так же как	2	1
122	в двух направлениях	1	1
123	внутренней речи а	1	1
124	и тем же	1	1
125	сих пор мы	1	1
126	но в то	2	1
127	и его социальная	1	1
128	в высшей степени	3	1
129	и тот же	3	1
130	можно найти только	1	1
