N	2gram	Potebnia_M_2	Istorich
1	что он	4	24
2	и т	6	19
3	не только	15	18
4	т д	3	18
5	может быть	23	17
6	и в	24	15
7	никогда не	4	15
8	так как	10	14
9	но и	9	14
10	так же	2	13
11	знаем что	1	12
12	что в	16	12
13	то что	20	12
14	а в	8	12
15	в этом	8	11
16	об этом	1	11
17	в этих	3	11
18	мы знаем	2	11
19	и не	19	11
20	то же	12	10
21	что они	5	10
22	его в	3	10
23	еще не	4	9
24	все же	5	9
25	в другом	2	9
26	с тем	4	9
27	и здесь	2	9
28	потому что	49	9
29	должны были	1	8
30	он не	1	8
31	связи с	6	8
32	один из	2	8
33	мы можем	12	8
34	мы видим	2	8
35	в нем	9	7
36	таким образом	11	7
37	том что	8	7
38	не в	13	7
39	ничего не	1	7
40	в животных	4	7
41	вместе с	11	7
42	сих пор	4	7
43	то это	3	6
44	но в	4	6
45	что это	3	6
46	и что	4	6
47	в его	2	6
48	что и	11	6
49	мы уже	1	6
50	так что	10	6
51	до сих	4	6
52	как бы	9	6
53	в том	18	6
54	только в	11	6
55	точно так	9	6
56	и есть	2	5
57	как в	10	5
58	с этим	7	5
59	и наконец	1	5
60	имеем в	1	5
61	что она	3	5
62	но все	2	5
63	было бы	13	5
64	этого не	2	5
65	можно найти	1	5
66	в котором	4	5
67	на него	3	5
68	что при	1	5
69	так и	5	5
70	к нему	1	5
71	в одном	6	5
72	прежде всего	7	5
73	к которому	2	5
74	а не	18	5
75	в связи	2	5
76	не может	12	5
77	этом случае	1	5
78	к тому	1	5
79	со всех	1	4
80	всех сторон	1	4
81	в ней	3	4
82	и на	8	4
83	только после	2	4
84	в одной	1	4
85	в себе	10	4
86	все эти	2	4
87	и они	2	4
88	при этом	13	4
89	и с	1	4
90	вопрос о	2	4
91	не будем	1	4
92	но он	2	4
93	того как	7	4
94	для нас	31	4
95	очень часто	1	4
96	в другой	1	4
97	что здесь	1	4
98	с одной	4	4
99	пока не	1	4
100	его и	1	4
101	у него	2	4
102	тем что	7	4
103	и др	1	4
104	связь с	1	4
105	а потом	1	4
106	но это	3	4
107	как она	1	4
108	мы должны	2	4
109	они не	4	4
110	мы не	11	3
111	не совсем	3	3
112	видели что	1	3
113	он в	1	3
114	из этих	4	3
115	как он	4	3
116	на то	5	3
117	всех этих	2	3
118	подобно тому	4	3
119	в их	1	3
120	выше мы	1	3
121	с одним	1	3
122	и его	2	3
123	и это	2	3
124	эти представления	1	3
125	в себя	2	3
126	так в	4	3
127	мог бы	3	3
128	по мере	5	3
129	о том	5	3
130	после того	2	3
131	а именно	1	3
132	если это	2	3
133	того что	7	3
134	же можно	1	3
135	же и	1	3
136	по отношению	2	3
137	в состоянии	6	3
138	в других	4	3
139	одной стороны	3	3
140	что мы	11	3
141	не видит	1	3
142	эти слова	1	3
143	как это	2	3
144	тому как	4	3
145	все это	2	3
146	между прочим	4	3
147	но если	2	3
148	также что	2	2
149	например в	3	2
150	самом деле	2	2
151	на самом	2	2
152	к таким	2	2
153	животных но	1	2
154	имеем и	1	2
155	и для	3	2
156	принадлежит к	1	2
157	животное в	1	2
158	хотя бы	2	2
159	они были	1	2
160	для наших	1	2
161	и то	3	2
162	в которых	1	2
163	во всех	7	2
164	то мы	2	2
165	но не	12	2
166	не все	2	2
167	его на	2	2
168	дает нам	1	2
169	некоторое время	2	2
170	перед нами	1	2
171	никаких следов	1	2
172	ясно и	1	2
173	к чему	1	2
174	в которой	5	2
175	одном случае	1	2
176	тому же	1	2
177	главным образом	4	2
178	так сказать	4	2
179	он должен	1	2
180	состоит в	2	2
181	и если	4	2
182	из него	1	2
183	и по	2	2
184	человека в	3	2
185	могла бы	3	2
186	и может	3	2
187	из них	5	2
188	той же	3	2
189	его не	3	2
190	с другими	5	2
191	это не	3	2
192	и дает	1	2
193	есть и	1	2
194	в жизни	2	2
195	ни в	1	2
196	как и	7	2
197	мы видели	1	2
198	заставляют нас	1	2
199	такой же	4	2
200	в эту	3	2
201	во время	4	2
202	не столько	2	2
203	и эти	1	2
204	и более	1	2
205	их в	2	2
206	в таких	1	2
207	случае мы	1	2
208	некоторых случаях	2	2
209	что происходит	1	2
210	таких случаях	1	2
211	без участия	2	2
212	тем самым	4	2
213	с которой	1	2
214	самого начала	2	2
215	одна из	4	2
216	на котором	1	2
217	другой стороны	2	2
218	своей цели	1	2
219	только с	1	2
220	в нее	4	2
221	к себе	1	2
222	мы в	3	2
223	когда мы	2	2
