N	3gram	Ircho_Kome_3	FransuaR
1	то же время	4	6
2	в то же	4	6
3	до сих пор	9	4
4	мы еще вернемся	1	4
5	в связи с	3	4
6	в том числе	1	3
7	в отличие от	1	3
8	для того чтобы	6	3
9	по отношению к	3	2
10	в этом отношении	2	2
11	том числе и	1	2
12	как раз в	1	2
13	по сравнению с	2	2
14	его отношение к	1	2
15	о том что	4	2
16	можно сказать что	1	2
17	мы встречаем в	1	2
18	в том же	1	2
19	но как раз	1	1
20	в основе своей	1	1
21	не так давно	1	1
22	и приобрел в	1	1
23	имеем в виду	1	1
24	и до сих	1	1
25	подобно тому как	1	1
26	в настоящее время	1	1
27	о том как	3	1
28	слышим мы в	1	1
29	в этом случае	2	1
30	сих пор еще	1	1
31	может быть только	1	1
32	с точки зрения	3	1
33	на первый план	1	1
34	о чем я	1	1
35	и не может	1	1
36	бы то ни	2	1
37	он и не	2	1
38	под открытым небом	1	1
39	за то что	1	1
40	в другом контексте	1	1
41	и нуждается в	1	1
42	готов отказаться от	1	1
43	и далеко не	1	1
44	ему и не	1	1
45	и в частности	1	1
46	в том чтобы	1	1
47	прямое отношение к	1	1
48	в первом случае	1	1
49	то ни было	2	1
50	и не удалось	1	1
51	и в этом	1	1
52	то что он	1	1
53	об этом свидетельствует	1	1
54	во всяком случае	3	1
55	с другой стороны	2	1
56	в свое время	1	1
57	не могла не	1	1
58	сих пор не	1	1
59	хотя он и	1	1
60	в свою очередь	6	1
61	мы остановимся здесь	1	1
62	и не хочет	1	1
63	с самого начала	4	1
64	и в самом	3	1
65	в этих условиях	1	1
66	мы имеем в	1	1
67	который в свою	1	1
68	таким образом и	1	1
69	с полным правом	1	1
70	на одном из	1	1
71	но все же	2	1
72	и здесь не	1	1
73	в том что	9	1
74	что и в	2	1
75	не нуждается в	1	1
76	как мы знаем	1	1
77	пор не было	1	1
