N	3gram	Bakhtin_Fr_7	Narrotol
1	в данном случае	1	8
2	не только в	1	6
3	в том что	3	5
4	к тому же	1	5
5	то же время	9	4
6	и тем самым	1	4
7	в то же	9	4
8	по отношению к	2	3
9	в этом отношении	2	3
10	в первом случае	1	3
11	на другой день	1	3
12	о том что	1	2
13	то же самое	1	2
14	но и в	1	2
15	в связи с	1	2
16	дело в том	2	2
17	во всяком случае	1	2
18	в свою очередь	3	2
19	о бессмертии души	1	1
20	кто видит в	1	1
21	что иное как	1	1
22	а на другой	1	1
23	более или менее	2	1
24	в том числе	4	1
25	с точки зрения	3	1
26	как и все	1	1
27	сам по себе	1	1
28	в той же	1	1
29	мы еще вернемся	1	1
30	в едином но	1	1
31	имеет дело не	1	1
32	как и в	2	1
33	дело не с	1	1
34	мы не знаем	1	1
35	же время они	1	1
36	в значительной степени	2	1
37	говорить не приходится	1	1
38	оно и не	1	1
39	что у него	2	1
40	свое отражение в	1	1
41	содержит в себе	1	1
42	и т.п в	1	1
43	и в самом	1	1
44	том числе и	2	1
45	друг от друга	1	1
46	не подлежит сомнению	1	1
47	на самом деле	1	1
48	мы уже знаем	1	1
49	не знаем а	1	1
50	в отрыве от	2	1
51	не мог стать	1	1
52	как мы видели	4	1
