N	2gram	Ircho_Kome_1	Myslijsy
1	потому что	5	46
2	то есть	1	34
3	в том	11	32
4	и в	22	30
5	может быть	9	28
6	то же	6	23
7	не только	10	21
8	только в	3	21
9	но и	11	19
10	того что	1	18
11	том что	12	18
12	то что	2	18
13	что в	6	17
14	в себе	2	16
15	по себе	1	16
16	и не	8	15
17	не в	6	15
18	в сознании	3	15
19	таким образом	8	14
20	что и	4	13
21	так как	4	13
22	вместе с	2	12
23	а в	6	12
24	так и	5	11
25	этого слова	1	11
26	как в	5	10
27	в этом	3	10
28	в душе	1	10
29	как и	9	10
30	в то	10	10
31	и что	1	10
32	мы не	3	9
33	из этих	1	9
34	в нем	4	9
35	было бы	2	9
36	между тем	5	9
37	в ней	1	8
38	в самом	2	8
39	от того	1	8
40	только что	2	8
41	с одной	3	7
42	но не	2	7
43	с тем	1	7
44	и без	2	7
45	тем что	4	7
46	как мы	4	7
47	так что	1	7
48	вовсе не	2	7
49	с другой	5	7
50	смысле этого	1	7
51	к тому	6	7
52	то это	1	6
53	с этим	1	6
54	с ним	1	6
55	и теперь	2	6
56	указывает на	2	6
57	те же	1	6
58	там же	3	6
59	что он	6	6
60	то и	2	6
61	из них	10	6
62	не может	2	6
63	что только	1	6
64	но это	2	6
65	сам по	1	5
66	и т	9	5
67	еще не	2	5
68	по отношению	3	5
69	независимо от	2	5
70	в своем	1	5
71	и как	3	5
72	не следует	2	5
73	к одному	1	5
74	двух слов	1	5
75	и тем	2	5
76	в них	3	5
77	же время	4	5
78	к ней	2	5
79	как на	1	5
80	в каком	1	5
81	не могут	1	5
82	не менее	3	5
83	слово может	1	5
84	уже в	5	5
85	очевидно что	1	5
86	тому как	1	5
87	отношению к	3	5
88	слова и	1	5
89	сказать что	1	5
90	в действительности	2	5
91	тем же	1	4
92	от своих	1	4
93	в каждой	1	4
94	столь же	2	4
95	не все	1	4
96	относится к	2	4
97	что именно	1	4
98	что это	1	4
99	бы не	1	4
100	он не	3	4
101	не к	2	4
102	и по	6	4
103	мы видели	2	4
104	в котором	4	4
105	того как	3	4
106	и его	8	4
107	до того	1	4
108	по поводу	4	4
109	для того	1	4
110	на это	1	4
111	и это	1	4
112	об отношении	2	4
113	то время	5	4
114	в его	5	4
115	один из	5	4
116	а и	1	4
117	все равно	1	4
118	далеко не	1	4
119	и потому	1	4
120	все это	5	4
121	слово в	1	4
122	другой стороны	5	4
123	все что	2	4
124	говорить о	1	3
125	бы ни	1	3
126	и на	3	3
127	в чем	3	3
128	а только	1	3
129	ответ на	1	3
130	дает нам	1	3
131	мысль в	1	3
132	более или	1	3
133	в целом	3	3
134	что она	1	3
135	при этом	5	3
136	т д	4	3
137	в силу	2	3
138	или вовсе	3	3
139	в каждом	1	3
140	что все	1	3
141	его в	3	3
142	или менее	2	3
143	как бы	1	3
144	представить себе	1	3
145	место в	3	3
146	тем не	2	3
147	тому что	1	3
148	на него	4	3
149	с и	1	3
150	образом в	2	3
151	того чтобы	1	3
152	заметить что	1	3
153	могут быть	3	3
154	слова с	1	3
155	для себя	2	3
156	представления и	1	3
157	него самого	1	3
158	в образе	3	3
159	из двух	1	3
160	или в	2	3
161	со стороны	2	3
162	это было	1	3
163	к нему	2	3
164	вслед за	2	3
165	и следовательно	1	3
166	состоит не	1	3
167	только на	1	3
168	в начале	3	3
169	за ним	1	3
170	никто не	1	3
171	прежде всего	5	3
172	друг друга	1	3
173	мы можем	4	3
174	до сих	2	3
175	именно в	4	3
176	такое же	1	3
177	одной стороны	3	3
178	связь с	1	3
179	так же	3	3
