N	2gram	Propp_Isto_6	Psycholo
1	то что	6	37
2	и в	26	30
3	в том	12	27
4	что в	12	24
5	и что	5	23
6	потому что	13	23
7	том что	10	21
8	того чтобы	1	20
9	таким образом	12	20
10	все время	2	20
11	для того	1	20
12	как бы	4	19
13	на то	2	17
14	что он	9	17
15	не только	10	16
16	если мы	1	16
17	в этом	12	14
18	то есть	1	13
19	так же	2	13
20	с одной	7	12
21	одной стороны	7	12
22	вместе с	8	12
23	может быть	11	11
24	если бы	3	11
25	что мы	2	11
26	как на	3	11
27	о том	7	10
28	и то	3	9
29	никогда не	13	9
30	увидим что	2	9
31	и когда	1	9
32	так как	18	9
33	с другой	10	9
34	для этого	1	9
35	не может	6	9
36	сказать что	3	9
37	мы имеем	14	8
38	что это	2	8
39	при этом	3	8
40	с тем	4	8
41	сейчас же	1	8
42	не в	3	8
43	к тому	2	8
44	и это	8	8
45	тому что	1	8
46	того что	2	8
47	мы видим	5	8
48	а не	2	8
49	могут быть	3	8
50	и т	10	7
51	то же	5	7
52	зависимости от	2	7
53	но не	2	7
54	все же	8	7
55	и как	2	7
56	в нем	8	7
57	точки зрения	1	7
58	в основе	1	7
59	совершенно ясно	4	7
60	этих двух	1	7
61	мы можем	7	7
62	как это	5	7
63	в зависимости	1	6
64	мы уже	6	6
65	что если	1	6
66	в своем	2	6
67	и если	1	6
68	что она	3	6
69	на этом	1	6
70	что все	1	6
71	ясно что	1	6
72	как и	5	6
73	никак не	1	6
74	что с	1	6
75	и его	7	6
76	как будто	3	6
77	когда мы	2	6
78	или в	3	6
79	и здесь	1	6
80	о котором	2	6
81	и тем	4	6
82	уже в	1	6
83	тем что	5	6
84	но и	9	6
85	именно в	1	6
86	и не	10	6
87	и для	1	6
88	что оно	4	6
89	жизни и	2	6
90	и есть	1	5
91	еще не	9	5
92	по этому	1	5
93	о смерти	9	5
94	что они	2	5
95	что именно	1	5
96	когда он	3	5
97	в себе	3	5
98	в целом	1	5
99	в этой	2	5
100	было бы	2	5
101	несмотря на	1	5
102	был бы	1	5
103	сих пор	4	5
104	как мы	4	5
105	но в	7	5
106	сводится к	2	5
107	один из	3	5
108	дело с	1	5
109	только в	5	5
110	именно на	2	5
111	до сих	4	5
112	а с	2	5
113	бы в	1	5
114	другой стороны	8	5
115	в своих	3	5
116	как только	3	4
117	то это	5	4
118	в ней	5	4
119	как говорит	1	4
120	стороны и	2	4
121	и к	1	4
122	сил в	1	4
123	есть не	1	4
124	в них	3	4
125	с такой	1	4
126	в своей	3	4
127	из которых	3	4
128	казалось бы	1	4
129	как она	1	4
130	у нас	5	4
131	мы найдем	2	4
132	на примере	1	4
133	в его	5	4
134	на одном	1	4
135	в него	3	4
136	только что	2	4
137	этот вопрос	1	4
138	от того	3	4
139	прежде всего	4	4
140	как ни	1	4
141	там где	5	4
142	уже давно	2	4
143	в частности	3	4
144	о чем	2	4
145	от него	3	4
146	а в	3	4
147	не есть	2	4
148	мы не	6	3
149	и о	1	3
150	что герой	2	3
151	и на	12	3
152	первый план	2	3
153	в ее	1	3
154	он говорит	1	3
155	мы сейчас	1	3
156	как в	6	3
157	и наконец	3	3
158	из этих	4	3
159	на его	4	3
160	он не	2	3
161	не как	1	3
162	в силу	1	3
163	что ни	1	3
164	так например	3	3
165	одно и	1	3
166	можно было	2	3
167	человека в	2	3
168	в другом	1	3
169	об этом	1	3
170	это не	4	3
171	т д	8	3
172	эти два	2	3
173	ни в	2	3
174	показывает что	3	3
175	мы с	1	3
176	в этих	2	3
177	где мы	1	3
178	вопрос о	3	3
179	но он	2	3
180	и вся	1	3
181	вовсе не	2	3
182	одна из	2	3
183	он только	1	3
184	с другом	1	3
185	не могут	1	3
186	что при	2	3
187	данном случае	3	3
188	так в	6	3
189	что у	2	3
190	так и	5	3
191	это только	1	3
192	и поэтому	1	3
193	образом мы	1	3
194	что и	4	3
195	и только	3	3
196	что здесь	3	3
197	мне кажется	1	3
198	которое мы	1	3
199	так что	3	3
200	с двумя	1	3
201	он заставляет	1	3
202	для него	1	3
203	у него	7	3
204	уже совершенно	1	3
205	что на	1	3
206	со стороны	3	3
207	на этот	1	3
208	когда она	1	3
209	под влиянием	1	3
210	в данном	3	3
211	это есть	1	3
212	друг с	1	3
213	героя в	2	3
214	не существует	1	3
215	для нас	2	3
216	целый ряд	2	3
217	мы должны	2	3
218	обстоит дело	1	3
219	этим он	2	3
220	в свою	1	3
221	и сейчас	2	3
222	и другие	3	3
223	это в	1	3
224	к этому	3	3
225	в таком	1	3
226	ли мы	1	2
227	ту же	2	2
228	же как	3	2
229	того же	2	2
230	что когда	2	2
231	к другому	1	2
232	и до	2	2
233	что эти	2	2
234	должна быть	3	2
235	отношения к	1	2
236	а как	1	2
237	если я	1	2
238	что между	4	2
239	которую мы	1	2
240	это означает	2	2
241	он как	1	2
242	время как	3	2
243	но она	1	2
244	что иное	2	2
245	и он	4	2
246	он был	2	2
247	иное как	1	2
248	с его	4	2
249	во всех	1	2
250	предположить что	3	2
251	по отношению	2	2
252	отличие от	1	2
253	такой силой	1	2
254	в одной	2	2
255	с этим	2	2
256	перед нами	2	2
257	нам кажется	2	2
258	следующим образом	1	2
259	в противоположность	1	2
260	и хотя	2	2
261	ни один	1	2
262	он в	1	2
263	все эти	8	2
264	как он	6	2
265	противоречие с	1	2
266	оно в	1	2
267	образом и	2	2
268	и вот	3	2
269	что от	1	2
270	но все	2	2
271	как они	1	2
272	а затем	1	2
273	же не	2	2
274	и с	6	2
275	образом если	1	2
276	с героем	1	2
277	он является	1	2
278	о которых	1	2
279	или наоборот	1	2
280	перейдем к	1	2
281	чем в	1	2
282	своего апогея	1	2
283	на первый	3	2
284	и при	1	2
285	в котором	1	2
286	или вернее	1	2
287	в которых	2	2
288	влечет за	2	2
289	и под	3	2
290	что есть	1	2
291	и другое	2	2
292	в то	5	2
293	того как	3	2
294	к этим	1	2
295	достигает своего	1	2
296	в полной	1	2
297	со своим	1	2
298	эти три	3	2
299	и почему	1	2
300	нет ни	2	2
301	есть только	1	2
302	отличается от	2	2
303	должен быть	1	2
304	знаем что	2	2
305	смерти в	2	2
306	говорится что	1	2
307	приводит к	1	2
308	на том	8	2
309	мы только	1	2
310	не с	1	2
311	еще в	3	2
312	когда в	2	2
313	наше внимание	1	2
314	и даже	1	2
315	ничего не	2	2
316	нас и	1	2
317	находится в	1	2
318	и герой	1	2
319	но мы	2	2
320	или на	1	2
321	можно сказать	2	2
322	это может	1	2
323	говорит он	2	2
324	в форме	2	2
325	и можно	1	2
326	стороны он	3	2
327	остается при	1	2
328	быть и	1	2
329	что даже	1	2
330	не свойственно	1	2
331	их не	1	2
332	в качестве	3	2
333	его с	3	2
334	мы знаем	2	2
335	мы находим	2	2
336	в одном	3	2
337	и силой	1	2
338	героя а	1	2
339	нет в	3	2
340	что тот	1	2
341	с той	1	2
342	такое понимание	2	2
343	на которых	1	2
344	и эта	3	2
345	или с	1	2
346	то здесь	1	2
347	мы перейдем	1	2
348	это значит	1	2
349	над ним	1	2
350	на героя	1	2
351	эту мысль	1	2
352	по существу	1	2
353	с этой	2	2
354	этом случае	6	2
355	все это	1	2
356	что касается	2	2
357	не является	1	2
358	которых он	2	2
359	сейчас увидим	1	2
360	находит свое	1	2
361	видим в	1	2
362	же в	1	2
363	давно уже	1	2
364	между ними	1	2
365	не знает	1	2
366	не что	1	2
367	из этого	3	2
368	ему удалось	1	2
369	себе не	1	2
370	но еще	1	2
371	только он	2	1
372	речь идет	1	1
373	как говорят	1	1
374	одним из	1	1
375	например в	7	1
376	переходит к	1	1
377	связана с	3	1
378	полового чувства	1	1
379	знает о	1	1
380	только потому	1	1
381	силы и	1	1
382	идет о	1	1
383	здесь и	2	1
384	говорит так	1	1
385	из его	2	1
386	др в	1	1
387	все те	1	1
388	то самое	2	1
389	при анализе	1	1
390	говоря и	1	1
391	на место	3	1
392	героя но	1	1
393	больше и	3	1
394	частный случай	1	1
395	себе что	1	1
396	самые яркие	1	1
397	большей частью	2	1
398	спенсер и	1	1
399	все так	1	1
400	ему с	1	1
401	на них	1	1
402	основано на	1	1
403	то мы	1	1
404	погибнет от	1	1
405	видели что	3	1
406	могло быть	2	1
407	но как	4	1
408	связано с	4	1
409	очень ясно	2	1
410	которых как	1	1
411	не все	1	1
412	вступают в	1	1
413	отношение к	1	1
414	тут же	1	1
415	не просто	1	1
416	или иное	3	1
417	относится к	2	1
418	которые не	1	1
419	дает нам	2	1
420	и нет	1	1
421	как нам	1	1
422	еще и	1	1
423	и где	1	1
424	уже указывалось	1	1
425	приводят к	3	1
426	хотя и	1	1
427	царства и	4	1
428	более или	1	1
429	этой цели	1	1
430	от этого	3	1
431	за собой	5	1
432	та же	3	1
433	бы с	1	1
434	представляет собой	2	1
435	еще далеко	1	1
436	представления не	1	1
437	учение о	1	1
438	и тот	1	1
439	герой есть	1	1
440	имеем в	4	1
441	противоположность в	1	1
442	этот процесс	1	1
443	широкое и	1	1
444	задний план	1	1
445	главным образом	3	1
446	которая является	1	1
447	есть та	1	1
448	этого вопроса	1	1
449	характер в	1	1
450	на земле	4	1
451	так часто	2	1
452	но вместе	1	1
453	тексте мы	1	1
454	с собой	2	1
455	и наоборот	1	1
456	от нее	2	1
457	в одну	1	1
458	этим самым	2	1
459	дальше мы	1	1
460	и может	1	1
461	на этой	2	1
462	того или	1	1
463	воспринимается как	1	1
464	что например	1	1
465	который так	1	1
466	он есть	1	1
467	имеет совсем	1	1
468	здесь у	1	1
469	в жизни	1	1
470	эти же	1	1
471	раз когда	1	1
472	но уже	1	1
473	подробно описывается	1	1
474	этого слова	1	1
475	его частей	1	1
476	ни одной	2	1
477	у самых	1	1
478	далеко не	3	1
479	пребывает в	1	1
480	нас к	5	1
481	оно имеет	1	1
482	что те	1	1
483	из исследователей	1	1
484	в один	1	1
485	меняется и	1	1
486	или менее	1	1
487	в эту	2	1
488	именно он	1	1
489	мысль и	1	1
490	человеком и	2	1
491	она в	2	1
492	из которой	1	1
493	момент который	1	1
494	установить что	2	1
495	представление о	9	1
