N	3gram	Losev_Dial_1	Myshleni
1	с точки зрения	12	21
2	для того чтобы	1	18
3	в том что	7	13
4	по сравнению с	2	7
5	с самого начала	1	7
6	к тому что	2	6
7	то же самое	1	5
8	с одной стороны	2	5
9	в самом деле	1	4
10	не может быть	3	4
11	о том что	2	4
12	на то что	4	4
13	только потому что	3	3
14	одной стороны и	2	3
15	до сих пор	2	3
16	в этом отношении	2	3
17	то и другое	2	3
18	одно и то	4	3
19	так как она	4	3
20	и то же	4	3
21	тем не менее	1	3
22	содержит в себе	3	3
23	содержат в себе	2	3
24	можно сказать что	3	3
25	не содержат в	1	2
26	потому что он	3	2
27	какой мере не	1	2
28	то что говорится	1	2
29	в какой мере	1	2
30	одной и той	1	2
31	и той же	1	2
32	на самом деле	2	2
33	мы находим в	2	2
34	того и другого	1	2
35	из того что	1	2
36	точно так же	2	2
37	ни в какой	1	2
38	то время как	1	2
39	от всякой другой	1	2
40	в то время	1	2
41	все больше и	1	2
42	в этом и	1	2
43	что оно имеет	1	2
44	точки зрения самого	2	2
45	к выводу что	1	2
46	друг от друга	1	2
47	больше и больше	1	2
48	друг с другом	1	2
49	если бы все	1	2
50	несмотря на то	2	1
51	что иное как	1	1
52	и есть то	1	1
53	в основе всех	1	1
54	сказать что в	1	1
55	и в своей	1	1
56	та же самая	1	1
57	имеет место в	1	1
58	по себе она	1	1
59	есть прежде всего	1	1
60	так что в	1	1
61	в этом смысле	3	1
62	самом же деле	1	1
63	которое как мы	1	1
64	что она есть	1	1
65	со всеми ее	1	1
66	только в том	1	1
67	сам по себе	6	1
68	есть не что	1	1
69	что он не	2	1
70	есть все же	1	1
71	по себе но	2	1
72	как мы увидим	1	1
73	в первую очередь	1	1
74	и почти не	2	1
75	как раз и	1	1
76	можно было бы	4	1
77	точки зрения не	1	1
78	что если бы	1	1
79	что все это	1	1
80	есть то что	1	1
81	и ничего не	1	1
82	стороны и с	1	1
83	они были бы	1	1
84	можно сказать только	1	1
85	если бы мы	1	1
86	то что она	1	1
87	даже если бы	1	1
88	сама по себе	8	1
89	и должно быть	1	1
90	и в этом	3	1
91	было бы дать	1	1
92	во всех этих	1	1
93	никогда не может	2	1
94	того что она	1	1
95	с другой стороны	4	1
96	своей будущей жене	1	1
97	само по себе	5	1
98	в меру этого	1	1
99	не есть в	1	1
100	вопрос можно ли	1	1
101	во всяком случае	2	1
102	никто не станет	1	1
103	своем значении как	1	1
104	привело к тому	1	1
105	на самом же	1	1
106	друг к другу	2	1
107	нельзя сказать что	1	1
108	и то и	2	1
109	может и не	2	1
110	то к чему	1	1
111	заключается только в	1	1
112	это и есть	2	1
113	этом и заключается	1	1
114	несет на себе	2	1
115	как это мы	2	1
116	и другое не	1	1
117	это значит что	9	1
118	это мы должны	1	1
119	той или иной	3	1
120	она не может	1	1
121	не что иное	1	1
122	что говорится о	1	1
123	но все же	1	1
124	но также и	1	1
125	в то же	4	1
126	мы имеем дело	1	1
127	тех и других	1	1
128	в конце концов	3	1
129	сказано что она	1	1
130	как она может	1	1
131	и с другой	2	1
