N	4gram	Bakhtin_Pr_1	Dialekti
1	не потому что она	1	3
2	в то время как	1	3
3	в то же время	7	3
4	но потому что она	1	2
5	в том что он	4	1
6	но это не значит	1	1
7	существу с точки зрения	1	1
8	на самом деле это	1	1
9	в том отношении что	1	1
10	что бы то ни	1	1
11	о том что все	1	1
12	в своей последней основе	1	1
13	не потому что он	1	1
14	и в то же	3	1
15	уже само по себе	1	1
16	не в том что	1	1
17	с другой стороны эта	1	1
18	во что бы то	1	1
19	так же как и	1	1
20	заключается в том что	1	1
21	именно в том что	2	1
22	в одном месте и	1	1
23	бы то ни стало	1	1
24	все новые и новые	1	1
