N	2gram	Vinokur_St_3	FransuaR
1	и в	25	40
2	то есть	2	18
3	и его	3	17
4	прежде всего	10	16
5	в этом	24	15
6	не только	12	13
7	в его	12	13
8	и не	10	13
9	вовсе не	2	12
10	что в	19	12
11	как и	4	11
12	но и	9	11
13	таким образом	10	10
14	как мы	2	10
15	в сущности	2	9
16	он не	5	9
17	в них	5	9
18	может быть	19	9
19	и все	1	9
20	и до	1	8
21	той же	2	8
22	и на	6	8
23	отношение к	4	8
24	все эти	3	8
25	и с	4	8
26	во время	3	8
27	в эпоху	1	8
28	в том	20	8
29	у него	9	8
30	но в	5	8
31	то же	5	7
32	в своем	1	7
33	он и	2	7
34	в виду	2	7
35	до нас	2	7
36	в одном	1	7
37	и др	4	7
38	в духе	2	7
39	этот образ	2	7
40	во всех	2	6
41	в самом	2	6
42	в этих	11	6
43	в то	7	6
44	же время	3	6
45	связи с	3	6
46	связь с	4	6
47	и других	2	6
48	до конца	3	6
49	в той	1	6
50	он говорит	4	6
51	в своей	4	6
52	к этому	3	6
53	в году	5	5
54	в нем	1	5
55	со всеми	1	5
56	так сказать	2	5
57	и для	4	5
58	хвала и	1	5
59	в особенности	4	5
60	те же	1	5
61	связаны с	1	5
62	в литературе	1	5
63	мы видим	4	5
64	для него	3	5
65	то что	12	5
66	не было	4	5
67	а не	5	5
68	в связи	3	5
69	как раз	3	5
70	в своих	8	5
71	смысле слова	1	4
72	также и	1	4
73	жизни и	1	4
74	из всех	1	4
75	в ней	4	4
76	xix века	4	4
77	в истории	1	4
78	было бы	7	4
79	с начала	1	4
80	ни в	5	4
81	том что	15	4
82	в эту	4	4
83	в их	3	4
84	даже в	1	4
85	того чтобы	1	4
86	в области	6	4
87	у нас	4	4
88	мы встречаем	1	4
89	о том	8	4
90	и о	1	4
91	так в	1	4
92	особенно в	1	4
93	мировой литературе	4	4
94	и здесь	3	4
95	а также	4	4
96	и во	2	4
97	один из	2	4
98	из них	1	4
99	так как	3	4
100	до сих	2	4
101	века и	1	4
102	в данном	1	4
103	с года	1	4
104	сих пор	2	4
105	все это	8	4
106	ни для	1	4
107	в мировой	3	4
108	xvii века	2	3
109	самом деле	2	3
110	на самом	1	3
111	поэтому он	1	3
112	он был	3	3
113	с его	3	3
114	в этой	14	3
115	кроме того	3	3
116	и как	1	3
117	и наконец	3	3
118	и к	4	3
119	всего необходимо	1	3
120	в свет	1	3
121	связанные с	1	3
122	всех этих	3	3
123	об этом	5	3
124	на протяжении	4	3
125	мы видели	1	3
126	не понимает	1	3
127	для этого	2	3
128	вплоть до	1	3
129	дело не	2	3
130	одна из	2	3
131	так много	1	3
132	начиная с	2	3
133	но все	2	3
134	здесь не	1	3
135	в ее	1	3
136	можно было	1	3
137	если бы	4	3
138	в другом	3	3
139	в значительной	1	3
140	связь между	1	3
141	между тем	6	3
142	что и	1	3
143	во всей	1	3
144	в свете	1	3
145	еще не	2	3
146	только в	6	3
147	поэтому и	1	3
148	так и	5	3
149	в начале	4	3
150	одно из	2	3
151	не так	3	3
152	мы находим	2	3
153	в конце	6	3
154	тем что	19	3
155	характерны для	1	3
156	в других	1	3
157	для того	2	3
158	связан с	3	3
159	сказать что	4	3
160	там где	1	3
161	для этой	1	3
162	в частности	1	3
163	не может	7	3
164	вместе с	2	3
165	как в	6	3
166	такого рода	5	3
167	как бы	6	3
168	но это	4	3
169	а в	6	3
170	слово в	2	3
171	к этой	2	3
172	они не	1	3
173	как известно	1	2
174	в обычном	1	2
175	одним из	1	2
176	например в	4	2
177	он считает	2	2
178	связана с	4	2
179	наших дней	1	2
180	того же	2	2
181	переход от	1	2
182	тем же	1	2
183	по преимуществу	1	2
184	и этот	1	2
185	мы не	2	2
186	при анализе	1	2
187	на тему	3	2
188	хотя бы	1	2
189	на такой	1	2
190	быть в	1	2
191	не был	2	2
192	но не	2	2
193	до наших	1	2
194	думать что	1	2
195	в течение	4	2
196	что он	19	2
197	все же	4	2
198	и той	1	2
199	его к	2	2
200	в которой	4	2
201	в целом	4	2
202	из этих	6	2
203	раз в	1	2
204	к образу	1	2
205	в дальнейшем	1	2
206	говорят о	1	2
207	и если	3	2
208	на его	4	2
209	как он	1	2
210	и еще	1	2
211	не к	1	2
212	в плане	2	2
213	одной и	1	2
214	на этом	3	2
215	лишь в	4	2
216	особенно для	1	2
217	точки зрения	7	2
218	в котором	5	2
219	его современников	1	2
220	его отношение	2	2
221	своего рода	3	2
222	одном из	1	2
223	но он	3	2
224	том же	1	2
225	и очень	1	2
226	не менее	2	2
227	не раз	1	2
228	как о	2	2
229	считает что	2	2
230	дело в	1	2
231	значение этого	1	2
232	он с	1	2
233	до того	1	2
234	этом отношении	4	2
235	и далее	3	2
236	и такие	2	2
237	той или	1	2
238	и это	5	2
239	его произведения	1	2
240	на основе	2	2
241	и сам	1	2
242	здесь он	1	2
243	времени и	2	2
244	одного из	2	2
245	здесь нет	2	2
246	поэтому в	1	2
247	можно сказать	4	2
248	в разных	1	2
249	но здесь	1	2
250	образом в	1	2
251	с другой	5	2
252	язык и	1	2
253	в языке	8	2
254	это не	7	2
255	к нему	4	2
256	как нечто	1	2
257	и так	1	2
258	который в	1	2
259	но как	2	2
260	и ее	2	2
261	эпохи но	1	2
