N	3gram	Bakhtin_Pr_1	Hudozhes
1	о том что	2	9
2	то же время	7	8
3	по отношению к	11	8
4	в то же	7	8
5	в том что	7	6
6	в самом деле	2	4
7	можно было бы	3	4
8	к тому что	1	4
9	с точки зрения	15	3
10	в этом отношении	5	3
11	но в то	2	3
12	в первой главе	1	3
13	та или иная	1	3
14	к себе самому	1	2
15	того или иного	1	2
16	в столкновение с	1	2
17	до сих пор	2	2
18	во второй главе	1	2
19	то и другое	1	2
20	не согласиться с	1	2
21	для своего времени	1	2
22	в третьей главе	1	2
23	не только в	1	2
24	это прежде всего	1	2
25	в значительной степени	1	2
26	не в том	1	2
27	не может быть	3	2
28	и это не	3	2
29	но именно поэтому	1	1
30	потому что он	2	1
31	может претендовать на	1	1
32	то что я	1	1
33	что она не	2	1
34	но у него	1	1
35	на самом деле	3	1
36	же авторского видения	1	1
37	как нам кажется	2	1
38	а не о	1	1
39	в этом смысле	9	1
40	прежде всего во	1	1
41	том что он	4	1
42	то же самое	1	1
43	таким же каким	1	1
44	же как и	1	1
45	потому что не	1	1
46	может быть только	1	1
47	и в этом	3	1
48	и в то	3	1
49	с самого начала	2	1
50	до известной степени	1	1
51	для него в	1	1
52	сами по себе	3	1
53	в изображении человека	1	1
54	же время не	2	1
55	что все эти	1	1
56	в себе и	1	1
57	от первого лица	2	1
58	в отличие от	2	1
59	себе самому и	1	1
60	по нашему убеждению	2	1
61	всю его жизнь	1	1
62	в письме к	1	1
63	не может претендовать	1	1
64	приходит в столкновение	1	1
65	с этой точки	1	1
66	и весь мир	1	1
67	перед нами не	1	1
68	и что в	1	1
69	и по отношению	1	1
70	духе а в	1	1
71	не потому что	2	1
72	в первом случае	1	1
73	первой главе этой	1	1
74	в высшей степени	1	1
75	в конце концов	4	1
76	можно говорить об	1	1
77	так и в	1	1
78	по нашему мнению	3	1
79	было бы дать	1	1
80	потому что именно	1	1
81	в четвертой главе	1	1
82	мы уже говорили	1	1
83	же каким был	1	1
84	столкновение с внешней	1	1
85	как впрочем и	1	1
86	еще далеко недостаточно	1	1
87	в том и	1	1
88	во всяком случае	3	1
89	они уже не	3	1
90	как бы в	2	1
91	за пределами художественного	1	1
92	смысле как мы	1	1
93	а в том	1	1
94	в данном случае	2	1
95	у него уже	1	1
96	как будто бы	1	1
97	внешних и внутренних	1	1
98	по себе а	1	1
99	этой точки зрения	1	1
100	легко заметить что	1	1
101	не только не	1	1
102	но все же	1	1
103	того что он	1	1
104	все же не	1	1
105	друг с другом	3	1
106	в настоящем и	1	1
107	друг друга и	1	1
108	она не может	1	1
109	на первый взгляд	1	1
