N	4gram	Bakhtin_Fr_7	formyVre
1	в то же время	9	4
2	мы имеем в виду	2	2
3	в средние века и	1	2
4	в том числе и	2	2
5	мы еще вернемся в	1	2
6	который умер от смеха	1	2
7	умер от смеха при	1	2
8	по другим внутренностям доходит	1	1
9	завтраком фрикасе из души	1	1
10	в романе о розе	1	1
11	мы уже говорили что	1	1
12	у рабле как мы	1	1
13	этому вопросу мы еще	1	1
14	что они подтираются гусятами	1	1
15	вопросу мы еще вернемся	1	1
16	вид у него был	1	1
17	знает плакать ему или	1	1
18	вперед по горизонтали времени	1	1
19	за завтраком фрикасе из	1	1
20	в аду и в	1	1
21	виде осла пожиравшего фиги	1	1
22	и в елисейских полях	1	1
23	другим внутренностям доходит до	1	1
24	съел за завтраком фрикасе	1	1
25	такой же характер носит	1	1
26	человека в эпоху возрождения	1	1
27	принадлежит к самому существу	1	1
28	смеха при виде осла	1	1
29	от смеха при виде	1	1
30	при виде осла глотавшего	1	1
31	но в то же	3	1
32	и в этом отношении	1	1
33	и культурного развития человечества	1	1
34	том что они подтираются	1	1
35	в бочке с мальвазией	1	1
36	в том что они	1	1
37	кн ii гл iii	1	1
38	не знает плакать ему	1	1
39	при виде осла пожиравшего	1	1
40	и замкнутых в себе	1	1
41	у рабле не только	1	1
42	влияние на рабле в	1	1
43	плакать ему или смеяться	1	1
44	аду и в елисейских	1	1
45	смерти в романе рабле	1	1
46	к этому вопросу мы	1	1
47	как мы уже говорили	1	1
