N	2gram	Medvedev_F_2	Vladivir
1	и в	38	40
2	то что	6	28
3	не только	9	25
4	и не	20	25
5	том что	2	18
6	в том	11	18
7	но и	13	18
8	что в	7	17
9	в этом	27	16
10	в его	10	14
11	так что	1	14
12	не может	14	14
13	в виде	1	13
14	точки зрения	8	13
15	вовсе не	11	13
16	только в	6	13
17	в конце	2	12
18	даже и	4	12
19	а именно	2	12
20	сказать что	2	12
21	едва ли	2	11
22	никогда не	2	11
23	потому что	2	11
24	таким образом	20	11
25	о том	1	11
26	не просто	2	10
27	ни в	2	10
28	тем не	1	10
29	и его	21	10
30	то это	3	10
31	не есть	3	10
32	прежде всего	15	10
33	как раз	6	10
34	и то	2	9
35	уже не	7	9
36	что это	3	9
37	в себе	1	9
38	и с	9	9
39	в своей	7	9
40	не менее	1	9
41	есть только	2	9
42	что же	5	9
43	как мы	7	8
44	в своем	1	8
45	в этой	6	8
46	он не	6	8
47	раз и	4	8
48	для него	7	8
49	может быть	23	8
50	а не	6	8
51	так же	1	8
52	а только	2	7
53	хотя и	3	7
54	и как	3	7
55	с тем	11	7
56	как и	9	7
57	несмотря на	1	7
58	в то	5	7
59	мы бы	1	7
60	что и	8	7
61	того что	3	7
62	так как	4	7
63	вместе с	6	7
64	к тому	4	7
65	а в	6	7
66	в своих	1	7
67	и на	3	6
68	кроме того	2	6
69	то в	2	6
70	не будет	2	6
71	с точки	7	6
72	по себе	7	6
73	иной раз	1	6
74	в смысле	1	6
75	во всем	1	6
76	и это	2	6
77	и от	2	6
78	так и	8	6
79	и здесь	3	6
80	и даже	4	6
81	если не	1	6
82	да и	1	6
83	но это	2	6
84	хотя бы	6	6
85	в ней	6	5
86	совсем не	2	5
87	отнюдь не	8	5
88	в истории	6	5
89	более или	1	5
90	все эти	6	5
91	можно было	1	5
92	же касается	1	5
93	должно быть	2	5
94	или менее	1	5
95	но если	1	5
96	дело в	1	5
97	тем что	8	5
98	для нас	1	5
99	ничего не	4	5
100	только и	3	5
101	у нас	1	5
102	ничего общего	1	5
103	для себя	1	5
104	учении о	1	5
105	с другой	3	5
106	конце концов	2	5
107	что он	5	5
108	только на	3	5
109	не было	6	5
110	в данном	1	5
111	в самом	16	4
112	то же	6	4
113	что если	1	4
114	и о	2	4
115	вопрос о	1	4
116	но даже	1	4
117	учение об	1	4
118	но не	2	4
119	то он	1	4
120	все же	8	4
121	но в	4	4
122	на то	1	4
123	было бы	6	4
124	чем в	1	4
125	такой же	3	4
126	в котором	2	4
127	даже в	2	4
128	тому что	2	4
129	не имеет	2	4
130	учения о	1	4
131	в каком	1	4
132	только при	1	4
133	в дальнейшем	4	4
134	она была	1	4
135	если мы	5	4
136	при помощи	2	4
137	здесь в	1	4
138	говорит о	1	4
139	до конца	2	4
140	однако и	3	4
141	и все	3	4
142	как это	2	4
143	такого рода	1	4
144	поскольку он	2	4
145	по существу	7	4
146	в результате	6	4
147	возникает вопрос	1	4
148	мы должны	1	4
149	же как	3	3
150	на самом	3	3
151	и признаков	1	3
152	мы имеем	1	3
153	и тут	1	3
154	которое в	1	3
155	здесь не	4	3
156	бы то	1	3
157	в чем	2	3
158	отличие от	2	3
159	за пределы	1	3
160	о необходимости	1	3
161	независимо от	4	3
162	перед нами	2	3
163	не удалось	1	3
164	уже в	2	3
165	из этих	3	3
166	с их	1	3
167	в нем	13	3
168	при этом	9	3
169	в россии	1	3
170	является не	2	3
171	но все	3	3
172	то ни	2	3
173	том случае	2	3
174	в качестве	2	3
175	это было	3	3
176	это не	2	3
177	этом смысле	2	3
178	далеко не	1	3
179	не столько	4	3
180	в отличие	2	3
181	не в	15	3
182	и против	1	3
183	того чтобы	3	3
184	бы сказали	1	3
185	и притом	1	3
186	сводится к	5	3
187	отличается от	1	3
188	оно не	4	3
189	него как	1	3
190	в виду	2	3
191	то как	1	3
192	если бы	5	3
193	говорит здесь	1	3
194	находится в	2	3
195	настоящее время	1	3
196	к нему	3	3
197	но нельзя	1	3
198	что бы	1	3
199	говорит в	5	3
200	и тем	2	3
201	по этому	2	3
202	с одной	1	3
203	мы знаем	3	3
204	был бы	1	3
205	не так	2	3
206	всяком случае	5	3
207	и только	5	3
208	даже не	2	3
209	именно в	5	3
210	и нельзя	1	3
211	вещь и	1	3
212	а наоборот	3	3
213	в связи	10	3
214	мы видели	4	3
215	одной стороны	1	3
216	как бы	4	3
217	но для	1	3
218	и для	5	3
219	в настоящее	1	3
220	собственно говоря	1	3
221	или не	1	3
222	же в	1	3
223	только о	1	3
224	ее в	2	3
225	и эта	1	3
226	как на	1	3
227	в таком	2	3
228	во всяком	5	3
229	в этот	1	2
230	сам по	3	2
231	по преимуществу	5	2
232	должна быть	5	2
233	и этот	1	2
234	есть не	1	2
235	и само	1	2
236	мы не	3	2
237	на эти	1	2
238	в сущности	4	2
239	не вполне	1	2
240	при таких	1	2
241	это время	2	2
242	он был	2	2
243	первый план	2	2
244	что его	1	2
245	но тогда	1	2
246	данном случае	1	2
247	чем это	1	2
248	а тем	1	2
249	но как	2	2
250	в сторону	4	2
251	и речи	5	2
252	во что	1	2
253	всю эту	1	2
254	общего с	1	2
255	с этим	5	2
256	и наконец	4	2
257	и к	4	2
258	от этого	3	2
259	только то	1	2
260	в которой	2	2
261	в целом	3	2
262	так или	1	2
263	в нашем	1	2
264	знаем в	1	2
265	но на	1	2
266	дальше и	1	2
267	творца и	1	2
268	и еще	1	2
269	же это	2	2
270	не к	2	2
271	не как	4	2
272	и по	2	2
273	всех своих	1	2
274	случае если	1	2
275	же не	1	2
276	в другом	1	2
277	должен был	2	2
278	период его	1	2
279	были в	1	2
280	таком случае	1	2
281	этого факта	2	2
282	на первый	2	2
283	в этих	2	2
284	ли можно	1	2
285	в их	6	2
286	знаем что	1	2
287	и более	2	2
288	то едва	1	2
289	вещи не	1	2
290	тем самым	2	2
291	о значении	1	2
292	что эта	2	2
293	она не	2	2
294	на него	1	2
295	но что	1	2
296	иметь в	1	2
297	же время	5	2
298	ровно ничего	1	2
299	был и	2	2
300	связи с	13	2
301	здесь же	1	2
302	что на	2	2
303	точке зрения	2	2
304	новое учение	1	2
305	не могут	7	2
306	можно думать	1	2
307	и вполне	1	2
308	той или	1	2
309	не существует	1	2
310	в в	2	2
311	ни стало	2	2
312	сказалась в	1	2
313	правильно но	1	2
314	роль в	3	2
315	во многом	1	2
316	можно только	1	2
317	является в	2	2
318	тем чем	1	2
319	и вся	1	2
320	что каждый	1	2
321	его в	3	2
322	на отдельные	1	2
323	и всю	1	2
324	где у	1	2
325	бы в	5	2
326	ранний период	1	2
327	в теории	4	2
328	познания в	1	2
329	в каких	2	2
330	быть и	3	2
331	одной из	1	2
332	что даже	1	2
333	в какой	3	2
334	не имеющих	1	2
335	и так	1	2
336	он уже	1	2
337	мы будем	1	2
338	не можем	1	2
339	то и	3	2
340	из них	4	2
341	себе в	1	2
342	здесь и	4	2
343	не о	4	2
344	бытия и	1	2
345	только с	1	2
346	для того	3	2
347	без всякой	3	2
348	со стороны	2	2
349	или иначе	1	2
350	который был	1	2
351	в предисловии	2	2
352	не на	1	2
353	как не	1	2
354	но оно	1	2
355	критический анализ	1	2
356	является у	1	2
357	к своему	1	2
358	а если	1	2
359	на почве	9	2
360	этой полноты	1	2
361	для понимания	6	2
362	как например	2	2
363	является для	2	2
364	всей этой	1	2
365	в книге	1	2
366	не является	3	2
367	которых он	1	2
368	и ни	1	2
369	этом отношении	7	2
370	все они	1	2
371	характерна для	1	2
372	а о	3	2
373	другой стороны	4	2
374	совершенно не	4	2
375	того же	1	2
376	к его	2	2
377	жизни а	1	2
378	из этого	2	2
379	с его	11	2
380	же и	2	2
381	ни на	2	2
382	к этому	4	2
383	как известно	1	1
384	можно говорить	2	1
385	например в	3	1
386	до него	1	1
387	самостоятельность и	1	1
388	начинается с	1	1
389	деле ведь	1	1
390	только потому	1	1
391	единстве и	1	1
392	наоборот только	2	1
393	науки о	2	1
394	это и	5	1
395	и есть	1	1
396	что слово	1	1
397	в чисто	1	1
398	из его	1	1
399	от всяких	1	1
400	все те	1	1
401	и больше	1	1
402	говорим и	2	1
403	которыми он	1	1
404	смысла тут	1	1
405	и была	1	1
406	ясности и	2	1
407	теперь мы	1	1
408	как особого	1	1
409	та же	2	1
410	такие произведения	1	1
411	этой статье	2	1
412	что многие	1	1
413	разрешения этой	1	1
414	но она	1	1
415	что иное	1	1
416	и практическими	2	1
417	представление о	2	1
418	которое не	1	1
419	и самой	1	1
420	конечно и	1	1
421	себе что	1	1
422	быть никаких	1	1
423	является такой	1	1
424	иное как	1	1
425	в последних	2	1
426	во всех	5	1
427	сознания а	1	1
428	как таковая	2	1
429	подходить к	1	1
430	точка зрения	1	1
431	значение не	1	1
432	философских и	1	1
433	силы и	1	1
434	если в	3	1
435	в общем	5	1
436	очевидно что	2	1
437	уже как	1	1
438	ориентироваться в	1	1
439	оно является	1	1
440	что они	4	1
441	сама по	1	1
442	один и	1	1
443	к сожалению	2	1
444	дать только	1	1
445	нашего сознания	1	1
446	как в	4	1
447	первая тенденция	1	1
448	в противном	1	1
449	и где	1	1
450	просто как	1	1
451	от изучения	2	1
452	сознания в	1	1
453	нового не	1	1
454	случае уже	1	1
455	его живые	1	1
456	чтобы то	1	1
457	это определение	1	1
458	как таковое	4	1
459	автора и	1	1
460	тяготеет к	1	1
461	целями и	1	1
462	полноты не	1	1
463	смыслом который	1	1
464	но отсюда	2	1
465	он в	2	1
466	бы не	1	1
467	которые в	1	1
468	думать что	1	1
469	им в	1	1
470	теоретическими и	1	1
471	сказали не	1	1
472	как он	1	1
473	так сказать	3	1
474	больше всего	1	1
475	в статье	4	1
476	сказать в	1	1
477	не говорим	1	1
478	к одному	1	1
479	в корне	7	1
480	например о	1	1
481	их в	2	1
482	не теряя	1	1
483	в плане	2	1
484	его от	4	1
485	постольку поскольку	2	1
