N	2gram	Tiupa_Narr_1	Marksizm
1	чужой речи	1	53
2	может быть	25	28
3	и пр	1	25
4	и в	19	19
5	как бы	4	19
6	и не	20	19
7	в процессе	1	18
8	не может	10	18
9	точки зрения	10	17
10	то же	4	16
11	и его	5	16
12	как мы	3	15
13	в этом	17	15
14	языка и	2	15
15	в сущности	3	14
16	так сказать	1	14
17	таким образом	1	14
18	лишь в	1	14
19	не только	32	13
20	косвенной речи	1	13
21	с точки	2	13
22	связи с	4	13
23	речи и	1	13
24	речевого общения	1	12
25	в нем	4	11
26	высказывания и	3	11
27	если бы	1	11
28	вовсе не	1	11
29	не в	14	10
30	так и	9	10
31	и т.п	8	10
32	но и	23	10
33	в пределах	2	10
34	том что	14	10
35	самом деле	2	9
36	при этом	9	9
37	как и	7	9
38	для него	2	9
39	в основе	5	9
40	а не	12	9
41	прямой речи	2	9
42	с его	6	8
43	по отношению	7	8
44	в то	3	8
45	же время	4	8
46	только в	4	8
47	слова в	1	8
48	отнюдь не	5	8
49	не является	8	8
50	отношению к	6	8
51	на самом	1	7
52	внутренней речи	1	7
53	его в	2	7
54	высказывания как	1	7
55	и более	1	7
56	высказывания в	6	7
57	одна из	3	7
58	никогда не	3	7
59	в том	18	7
60	прежде всего	4	7
61	в связи	2	7
62	и для	2	7
63	но в	6	7
64	в таком	2	7
65	мы уже	1	6
66	во всех	1	6
67	и как	5	6
68	в самом	1	6
69	ни в	3	6
70	в смысле	1	6
71	к тому	7	6
72	же самое	1	6
73	быть и	1	6
74	между тем	3	6
75	мы можем	1	6
76	более того	1	6
77	и все	2	6
78	хотя бы	4	6
79	ни было	3	6
80	в свою	3	6
81	того же	1	5
82	к другому	2	5
83	и на	3	5
84	все же	7	5
85	то ни	3	5
86	в данном	5	5
87	в их	1	5
88	свою очередь	3	5
89	и здесь	1	5
90	к нему	5	5
91	в его	9	5
92	в форме	5	5
93	или иной	5	5
94	в той	6	5
95	этого слова	2	5
96	и того	1	5
97	тем более	2	5
98	совершенно не	2	5
99	так же	2	5
100	все те	4	4
101	должна быть	2	4
102	а как	1	4
103	в жизненной	1	4
104	и ее	2	4
105	обратное влияние	1	4
106	бы то	3	4
107	в себе	8	4
108	ценностного кругозора	1	4
109	это не	2	4
110	было бы	4	4
111	и тем	4	4
112	в слове	1	4
113	мы видели	1	4
114	одного и	1	4
115	ничего не	2	4
116	и т.д	7	4
117	той или	4	4
118	для себя	1	4
119	того что	1	4
120	с ними	1	4
121	что он	6	4
122	речевой акт	2	4
123	как раз	2	4
124	связь с	1	4
125	то что	11	4
126	сказать что	4	4
127	таком случае	2	3
128	и то	1	3
129	в котором	1	3
130	и до	2	3
131	одного слова	1	3
132	в ней	3	3
133	еще не	7	3
134	столь же	3	3
135	в ее	3	3
136	иногда и	1	3
137	отличие от	5	3
138	перед нами	4	3
139	все эти	2	3
140	в этой	5	3
141	он не	3	3
142	не как	2	3
143	какой бы	1	3
144	здесь мы	1	3
145	не будет	3	3
146	в другом	1	3
147	с другими	1	3
148	от одного	2	3
149	по себе	5	3
150	в отличие	5	3
151	мысли и	1	3
152	а иногда	2	3
153	не имеет	2	3
154	для всего	1	3
155	у нас	1	3
156	интонации и	1	3
157	могут быть	3	3
158	бы он	1	3
159	не есть	3	3
160	оно может	2	3
161	о том	6	3
162	что и	1	3
163	слов и	1	3
164	в двух	2	3
165	одной из	4	3
166	в какой	2	3
167	с одной	7	3
168	в качестве	21	3
169	его и	1	3
170	его из	1	3
171	характерно что	1	3
172	до сих	1	3
173	с другой	8	3
174	всякое высказывание	1	3
175	речи а	1	3
176	не было	2	3
177	одной стороны	7	3
178	оценки и	1	3
179	подхода к	1	3
180	как целого	1	3
181	да и	4	3
182	и формы	1	3
183	и от	1	3
184	сих пор	1	3
185	не существует	3	3
186	что оно	1	3
187	в различных	1	3
188	а в	11	3
189	отношения к	2	2
190	одним из	2	2
191	всех без	1	2
192	имеют место	2	2
193	и он	3	2
194	и самого	3	2
195	целое и	1	2
196	иное как	2	2
197	оно уже	1	2
198	но как	2	2
199	ответ на	1	2
200	что они	3	2
201	определяется не	1	2
202	в собственном	2	2
203	независимо от	2	2
204	это одно	1	2
205	в своем	2	2
206	более или	2	2
207	от этого	1	2
208	что это	3	2
209	бы не	2	2
210	в тех	1	2
211	данном контексте	1	2
212	тому же	5	2
213	высказывания не	1	2
214	без исключения	2	2
215	значительной степени	2	2
216	этом последнем	1	2
217	подход к	2	2
218	различие между	2	2
219	и с	4	2
220	то есть	19	2
221	это было	1	2
222	на протяжении	6	2
223	делает его	1	2
224	далеко не	5	2
225	и потому	2	2
226	он и	1	2
227	мы не	1	2
228	и тогда	1	2
229	или менее	2	2
230	является для	1	2
231	место в	1	2
232	является в	1	2
233	точку зрения	4	2
234	по крайней	1	2
235	как от	1	2
236	только здесь	1	2
237	как о	1	2
238	которых и	2	2
239	и является	1	2
240	ли это	1	2
241	настоящего времени	1	2
242	взаимодействия с	1	2
243	высказываний как	2	2
244	глава третья	1	2
245	если же	1	2
246	но по	1	2
247	приводит к	2	2
248	не с	3	2
249	здесь как	1	2
250	все то	2	2
251	ориентировано на	1	2
252	и даже	3	2
253	сводится к	3	2
254	в значительной	2	2
255	высказывания которые	1	2
256	крайней мере	1	2
257	все время	1	2
258	или может	1	2
259	себя с	1	2
260	но не	5	2
261	мы увидим	1	2
262	иной степени	1	2
263	или же	1	2
264	это же	1	2
265	себя в	5	2
266	и у	1	2
267	уже в	3	2
268	свидетельствует о	1	2
269	не так	1	2
270	у него	4	2
271	тем что	3	2
272	в особенности	4	2
273	именно как	1	2
274	именно в	6	2
275	здесь в	1	2
276	и прежде	1	2
277	бытия в	3	2
278	а с	3	2
279	что не	4	2
280	они не	2	2
281	стремится к	1	2
282	не на	2	2
283	однако и	1	2
284	о чем	2	2
285	в речи	1	2
286	границы между	1	2
287	к его	1	2
288	высказывания без	1	2
289	распадается на	1	2
290	того или	2	2
291	в начале	1	2
292	является как	1	2
293	в следующей	1	2
294	историческое становление	1	2
295	или в	2	2
296	от него	1	2
297	значением в	1	2
298	в системе	1	2
299	между ними	2	2
