N	2gram	Vinokur_Vv_1	Problemy
1	и в	27	34
2	и не	13	29
3	как бы	5	27
4	что он	4	23
5	в его	10	22
6	в нем	13	19
7	может быть	24	19
8	не может	13	19
9	и все	1	19
10	как и	5	18
11	себе самому	1	18
12	в этом	34	16
13	но в	10	16
14	и его	5	16
15	все это	6	16
16	и с	2	15
17	прежде всего	8	15
18	то же	8	14
19	к нему	2	14
20	самом деле	6	13
21	для него	1	13
22	и к	1	12
23	в то	5	12
24	же время	5	12
25	потому что	14	12
26	но и	5	12
27	т е	38	12
28	на самом	1	11
29	в сущности	3	11
30	вовсе не	6	11
31	то что	17	11
32	не только	21	10
33	слова и	1	10
34	не в	8	9
35	в отношении	2	9
36	а не	3	9
37	и т	43	8
38	с самого	1	8
39	самого начала	1	8
40	никогда не	3	8
41	с ним	1	8
42	в другом	3	8
43	в самом	12	8
44	так же	3	8
45	что же	3	8
46	рассказа в	1	8
47	и для	4	8
48	точки зрения	7	8
49	как будто	3	7
50	как мы	9	7
51	слова в	1	7
52	и даже	5	7
53	что не	5	7
54	этого слова	2	7
55	все же	8	7
56	отношении к	2	7
57	что в	11	7
58	мы уже	1	6
59	и на	3	6
60	отношение к	3	6
61	что у	1	6
62	от себя	3	6
63	у меня	1	6
64	для себя	1	6
65	так и	1	6
66	в себе	4	6
67	только в	13	6
68	т п	5	6
69	с ними	1	6
70	отношению к	4	6
71	он сам	3	5
72	в чем	4	5
73	по отношению	4	5
74	и у	1	5
75	что это	3	5
76	в целом	5	5
77	и вот	3	5
78	но все	3	5
79	лишь в	1	5
80	на протяжении	2	5
81	с тем	6	5
82	он и	2	5
83	не мог	2	5
84	в конце	3	5
85	таким образом	19	5
86	к тому	4	5
87	и сам	2	5
88	и что	4	5
89	что и	3	5
90	это не	8	5
91	все время	1	5
92	того что	12	5
93	и так	1	5
94	так что	5	5
95	из них	3	5
96	всяком случае	3	5
97	в одном	4	5
98	себе и	2	5
99	и от	1	5
100	мы должны	1	5
101	хотя бы	5	5
102	самому и	1	5
103	а в	5	5
104	во всяком	3	5
105	из его	2	4
106	еще не	4	4
107	бы то	1	4
108	но не	7	4
109	но как	2	4
110	как в	1	4
111	бы и	2	4
112	все эти	3	4
113	на его	1	4
114	при этом	3	4
115	на этом	3	4
116	он старается	1	4
117	то ни	1	4
118	что все	1	4
119	его в	6	4
120	с другими	1	4
121	этом смысле	11	4
122	рядом с	2	4
123	все равно	1	4
124	с точки	2	4
125	его отношение	1	4
126	но это	1	4
127	ничего не	2	4
128	как раз	4	4
129	и это	6	4
130	если бы	2	4
131	на вопрос	6	4
132	и прежде	1	4
133	только на	3	4
134	в виде	4	4
135	в начале	3	4
136	в общем	12	4
137	так как	13	4
138	у него	1	4
139	даже и	3	4
140	с другой	8	4
141	тем что	6	4
142	вместе с	6	4
143	слова о	1	4
144	да и	4	4
145	как к	1	4
146	ни было	1	4
147	а между	1	3
148	в такой	1	3
149	и то	5	3
150	за собой	3	3
151	достоевского в	1	3
152	ведь и	1	3
153	сливается с	3	3
154	бы уже	1	3
155	б и	1	3
156	так чтобы	3	3
157	говорить о	3	3
158	в виду	4	3
159	в ней	3	3
160	что его	1	3
161	совсем не	3	3
162	нет и	1	3
163	в одной	1	3
164	хотя и	3	3
165	и как	9	3
166	стиль его	1	3
167	уже в	5	3
168	как он	6	3
169	не как	3	3
170	в каждом	4	3
171	это было	1	3
172	его и	1	3
173	этого не	2	3
174	мы видели	2	3
175	должно быть	2	3
176	в своей	4	3
177	в котором	4	3
178	и другого	1	3
179	не менее	8	3
180	но он	1	3
181	по крайней	4	3
182	по себе	9	3
