N	2gram	Vinokur_Ku_1	Analitik
1	тогда как	2	19
2	в этом	14	18
3	не только	10	16
4	и в	24	16
5	в частности	4	16
6	так и	7	15
7	как и	2	14
8	своего рода	1	12
9	но и	6	12
10	и не	12	12
11	том что	21	12
12	в том	30	12
13	иначе говоря	2	11
14	в качестве	7	11
15	при этом	6	10
16	могут быть	1	10
17	а не	8	10
18	как бы	7	10
19	в этой	3	9
20	лишь в	2	9
21	ничего не	2	9
22	в пределах	4	9
23	и даже	3	9
24	всего лишь	1	8
25	в целом	4	8
26	состоит в	3	8
27	в данном	4	8
28	не случайно	6	8
29	отнюдь не	1	8
30	сочетании с	1	7
31	к тому	5	7
32	в сочетании	1	7
33	а также	1	7
34	о том	9	7
35	в себе	3	7
36	то что	9	7
37	в самом	10	6
38	и на	4	6
39	но в	2	6
40	говорить о	1	6
41	может быть	13	6
42	с другой	7	6
43	как это	3	6
44	на себя	3	5
45	как система	1	5
46	в сторону	2	5
47	с одной	1	5
48	говорит о	1	5
49	в контексте	2	5
50	того же	4	4
51	по преимуществу	2	4
52	в сущности	3	4
53	столь же	1	4
54	как правило	1	4
55	но не	5	4
56	по отношению	8	4
57	как в	4	4
58	в своем	3	4
59	хотя и	3	4
60	в себя	1	4
61	тому же	1	4
62	на этом	1	4
63	то же	8	4
64	не с	3	4
65	и тем	2	4
66	тем самым	4	4
67	для него	1	4
68	точки зрения	14	4
69	в ходе	1	4
70	не в	11	4
71	в конце	1	4
72	только не	1	4
73	и является	4	4
74	не менее	7	4
75	во второй	1	4
76	можно сказать	3	4
77	времени в	1	4
78	во всех	1	4
79	только в	11	4
80	и его	5	4
81	уже не	8	4
82	в сознании	1	4
83	не так	1	4
84	как раз	8	4
85	одной стороны	1	4
86	не может	7	4
87	этом случае	2	4
88	о его	1	4
89	все это	6	4
90	отношению к	9	4
91	я и	1	3
92	и то	3	3
93	едва ли	1	3
94	в их	3	3
95	в конечном	1	3
96	мы имеем	6	3
97	не был	1	3
98	что касается	2	3
99	в нашем	1	3
100	на его	3	3
101	и если	3	3
102	и сам	1	3
103	несмотря на	3	3
104	не мог	2	3
105	не столько	2	3
106	тем не	4	3
107	по крайней	5	3
108	на себе	6	3
109	как о	2	3
110	никогда не	2	3
111	казалось бы	3	3
112	сводится к	3	3
113	тем что	8	3
114	как будто	1	3
115	этом отношении	5	3
116	что на	1	3
117	той или	1	3
118	как мы	1	3
119	в организации	1	3
120	можно было	6	3
121	в результате	5	3
122	если бы	9	3
123	в словах	1	3
124	одного из	1	3
125	того или	4	3
126	что и	4	3
127	крайней мере	5	3
128	и все	2	3
129	с ними	4	3
130	так что	4	3
131	есть в	4	3
132	я в	1	3
133	борьбы с	1	3
134	из них	4	3
135	только на	1	3
136	со стороны	4	3
137	или иной	3	3
138	именно в	6	3
139	было бы	15	3
140	в речи	3	3
141	в рамках	4	3
142	или иного	3	3
143	этого слова	3	3
144	сюжета и	1	3
145	или в	2	3
146	и одновременно	1	3
147	бы в	7	3
148	прежде всего	9	3
149	а в	5	3
150	не знает	1	3
151	в действительности	1	3
152	речь идет	2	2
153	из его	1	2
154	ведь и	1	2
155	той же	3	2
156	из своих	1	2
157	и он	3	2
158	еще не	5	2
159	на основе	1	2
160	в общем	3	2
161	отличие от	1	2
162	как говорит	1	2
163	однако как	1	2
164	с их	3	2
165	на то	4	2
166	в случае	1	2
167	вообще не	1	2
168	не следует	1	2
169	он не	2	2
170	что она	3	2
171	таким образом	12	2
172	что все	2	2
173	же не	1	2
174	них не	1	2
175	на этой	1	2
176	это было	2	2
177	на протяжении	1	2
178	этом смысле	3	2
179	по себе	2	2
180	соответствии с	3	2
181	в этих	4	2
182	в своей	2	2
183	в котором	3	2
184	с точки	9	2
185	в отличие	1	2
186	речи в	4	2
187	в устах	1	2
188	даже в	3	2
189	в таких	4	2
190	что с	2	2
191	в то	2	2
192	дело не	2	2
193	некоторого рода	1	2
194	не имеет	2	2
195	же время	2	2
196	так например	2	2
197	или иных	1	2
198	ли не	3	2
199	роль в	4	2
200	языка и	8	2
201	в борьбе	1	2
202	это только	3	2
203	с ним	5	2
204	что в	17	2
205	за пределами	1	2
206	никак не	2	2
207	его в	1	2
208	и во	1	2
209	собственно говоря	1	2
210	между тем	5	2
211	в его	12	2
212	не знаю	2	2
213	того что	9	2
214	один из	4	2
215	все той	1	2
216	себя в	1	2
217	не есть	4	2
218	свидетельствует о	2	2
219	а то	2	2
220	связывается с	1	2
221	одно из	2	2
222	и их	1	2
223	или даже	1	2
224	в одном	3	2
225	вовсе не	10	2
226	уже и	3	2
227	здесь в	1	2
228	в соответствии	3	2
229	превращается в	2	2
230	на этот	2	2
231	его как	1	2
232	была бы	3	2
233	о чем	2	2
234	вместе с	7	2
235	так же	4	2
236	к его	1	2
237	и иной	1	2
238	к своему	2	2
239	этих случаях	2	2
240	в ответ	1	2
241	по существу	4	2
242	в состоянии	2	2
243	тех или	1	2
244	и для	2	2
245	объекта и	1	2
246	этого рода	6	2
247	в повествовании	1	2
248	в двух	1	2
249	внимание на	4	2
250	еще более	1	2
251	сказать что	1	2
252	другой стороны	6	2
253	речи и	5	2
254	т е	38	2
255	выходят за	1	2
256	все что	1	2
257	к этому	1	2
258	в таком	3	2
259	в роли	1	2
260	по законам	1	1
261	слова которые	1	1
262	и т	33	1
263	также и	2	1
264	выражения в	1	1
265	самом деле	9	1
266	переход от	4	1
267	идет о	2	1
268	отношений в	1	1
269	в первом	3	1
270	и больше	1	1
271	действительности и	1	1
272	как история	2	1
273	эти стилистически	1	1
274	полагает что	1	1
275	есть не	1	1
276	бы уже	2	1
277	с более	1	1
278	на место	1	1
279	именно к	1	1
280	это всегда	1	1
281	событии а	1	1
282	что иное	1	1
283	я не	2	1
284	из того	1	1
285	но даже	1	1
286	частный случай	1	1
287	когда речь	1	1
288	и сами	2	1
289	иное как	2	1
290	быть в	2	1
291	в чем	1	1
