1	в том что	9	17
2	для того чтобы	5	13
3	с точки зрения	9	10
4	не может быть	6	8
5	совершенно ясно что	1	6
6	на то что	3	6
7	сам по себе	2	4
8	одной и той	3	4
9	том случае если	1	4
10	и той же	3	4
11	тем не менее	2	4
12	в данном случае	1	4
13	в том случае	1	4
14	о том что	1	4
15	в отношении к	1	3
16	само по себе	4	3
17	точно так же	2	3
18	в конце концов	1	3
19	с тем что	1	3
20	и не может	1	2
21	и то что	1	2
22	он не может	1	2
23	то же что	3	2
24	того и другого	1	2
25	по сравнению с	2	2
26	искать не в	1	2
27	это значит что	7	2
28	том же самом	1	2
29	мы видим что	2	2
30	не в том	4	2
31	в то же	6	2
32	этой точки зрения	2	2
33	это было бы	1	2
34	то же время	6	2
35	в свою очередь	2	2
36	потому что все	1	2
37	как только мы	2	2
38	с другой стороны	1	2
39	на том же	1	2
40	и т д	15	2
41	ни в каком	4	2
42	только потому что	1	2
43	подобно тому как	4	2
44	в жизни и	1	2
45	и при помощи	1	1
46	и в частности	2	1
47	и тем не	1	1
48	ясно что это	3	1
49	что это только	1	1
50	то что мы	2	1
51	которые мы должны	1	1
52	и даже не	1	1
53	что иное как	8	1
54	быть отнесены и	1	1
55	по себе а	1	1
56	не значит что	1	1
57	после того как	1	1
58	в этом смысле	4	1
59	ясно что в	1	1
60	а не только	1	1
61	и вообще не	1	1
62	в особенности же	1	1
63	по себе не	1	1
64	что он сам	1	1
65	в отличие от	1	1
66	не что иное	8	1
67	в основе своей	1	1
68	связи с этим	1	1
69	это и значит	1	1
70	лежит в основе	3	1
71	друг от друга	1	1
72	в связи с	1	1
73	в чем же	2	1
74	еще целый ряд	1	1
75	же как и	1	1
76	та же самая	1	1
77	если мы не	1	1
78	и та же	1	1
79	поэтическое произведение и	1	1
80	того чтобы дать	1	1
81	в зависимости от	1	1
82	и не будет	1	1
83	то обстоятельство что	1	1
84	одна и та	1	1
85	а не как	1	1
86	в чем заключается	3	1
87	о ней не	1	1
88	не имеет ничего	2	1
89	которые могут быть	1	1
90	от того что	2	1
91	в данный момент	2	1
92	с этой точки	2	1
93	она есть по	1	1
94	и в чем	1	1
95	не имеет никаких	1	1
96	по крайней мере	7	1
97	в этом случае	1	1
98	ни на что	2	1
99	как и на	1	1
100	и что даже	1	1
101	в басне я	1	1
102	и все его	1	1
103	в ней и	1	1
104	есть не что	5	1
105	прямо сказать что	1	1
106	надо искать не	1	1
107	в каком случае	1	1
108	имеет в виду	1	1
109	того или другого	2	1
110	можно сказать что	1	1
111	то или иное	3	1
112	не было бы	1	1
113	значит что и	1	1
114	во внимание что	1	1
115	нужно сказать что	1	1
116	легко заметить что	1	1
117	человек как бы	1	1
118	и не имеет	1	1
119	то что было	1	1
120	и так как	1	1
121	ничего общего с	2	1
122	что оно не	2	1
123	совершенно очевидно что	1	1
124	что она есть	4	1
125	художественное произведение есть	1	1
126	о том как	2	1
127	же что и	3	1
128	не имеет никакого	2	1
129	указать на то	1	1
130	в силу того	1	1
131	новой точки зрения	1	1
132	не только не	1	1
133	может и не	1	1
134	что по крайней	1	1
