N	2gram	Losev_Vesc_1	Problema
1	то что	27	38
2	вовсе не	10	37
3	и не	29	37
4	и в	21	35
5	не есть	49	33
6	не только	36	24
7	сказать что	17	24
8	том что	8	19
9	что такое	12	18
10	у нас	7	18
11	даже и	4	18
12	о том	6	18
13	может быть	16	18
14	в этом	4	17
15	но и	18	16
16	в языке	1	15
17	что мы	14	14
18	только в	14	14
19	не менее	3	13
20	потому что	16	13
21	не может	17	13
22	и что	15	13
23	во всяком	3	13
24	также и	6	12
25	тем не	3	12
26	того что	8	12
27	в том	8	12
28	хотя бы	6	12
29	не просто	19	11
30	не будет	12	11
31	никак не	3	11
32	и даже	6	11
33	так что	5	11
34	прежде всего	9	11
35	что в	9	11
36	и то	10	10
37	говорить о	6	10
38	еще не	8	10
39	всяком случае	2	10
40	ничего не	3	10
41	и с	8	10
42	а не	19	10
43	в данном	5	10
44	да и	3	10
45	едва ли	1	9
46	в этой	3	9
47	для себя	5	9
48	если мы	8	9
49	только на	3	9
50	что же	8	9
51	для нас	2	9
52	тут же	2	8
53	все же	4	8
54	по себе	13	8
55	есть только	7	8
56	ясно что	8	8
57	в виду	2	8
58	было бы	14	8
59	уже не	9	8
60	при помощи	2	8
61	как раз	9	8
62	только о	1	8
63	есть нечто	6	7
64	бы и	5	7
65	все эти	3	7
66	того или	1	7
67	те или	4	7
68	и значения	1	7
69	мы не	6	7
70	тем самым	1	7
71	не является	1	7
72	в конце	2	7
73	так и	3	7
74	в его	2	7
75	конце концов	2	7
76	так как	7	7
77	и т	19	6
78	есть не	14	6
79	мы и	1	6
80	с другой	6	6
81	а только	3	6
82	относится к	5	6
83	но в	5	6
84	так или	4	6
85	на то	4	6
86	т д	19	6
87	что все	2	6
88	по крайней	4	6
89	необходимо сказать	1	6
90	можно ли	7	6
91	а а	1	6
92	мы можем	4	6
93	не о	1	6
94	как будто	1	6
95	крайней мере	4	6
96	когда мы	6	6
97	же самое	1	6
98	другими словами	5	6
99	можно сказать	6	6
100	в виде	1	6
101	ни в	1	6
102	или иначе	4	6
103	а именно	1	6
104	о чем	1	6
105	но это	10	6
106	и для	9	6
107	в то	3	6
108	то же	6	5
109	между собой	1	5
110	отнюдь не	5	5
111	с этим	3	5
112	в самом	9	5
113	в себе	14	5
114	с другими	8	5
115	но уже	3	5
116	как и	8	5
117	и без	3	5
118	представление о	1	5
119	и уж	1	5
120	есть именно	6	5
121	и более	1	5
122	раз и	1	5
123	для меня	2	5
124	к сфере	1	5
125	будто бы	1	5
126	той или	2	5
127	и это	14	5
128	как мы	4	5
129	данном случае	2	5
130	можно было	2	5
131	тоже есть	3	5
132	тот или	1	5
133	с одной	3	5
134	же это	4	5
135	одной стороны	3	5
136	или иной	1	5
137	еще и	8	5
138	своего собственного	1	5
139	что не	5	5
140	другой стороны	2	5
141	в частности	1	5
142	так же	1	5
143	кроме того	4	5
144	или другой	2	5
145	и все	5	5
146	есть то	9	5
147	предполагает что	10	4
148	самом деле	4	4
149	на самом	1	4
150	и есть	26	4
151	что если	1	4
152	и тут	3	4
153	не вполне	2	4
154	и самого	1	4
155	но не	5	4
156	не все	1	4
157	в общем	1	4
158	сама по	3	4
159	в своем	6	4
160	и как	8	4
161	более или	1	4
162	вообще не	2	4
163	что она	15	4
164	но именно	2	4
165	всех этих	1	4
166	их в	3	4
167	таким образом	8	4
168	данную вещь	5	4
169	заключается в	1	4
170	и тем	3	4
171	далеко не	1	4
172	между собою	6	4
173	или менее	1	4
174	в этих	1	4
175	но если	8	4
176	самое время	1	4
177	же такое	3	4
178	в отношении	4	4
179	есть прежде	2	4
180	или другие	4	4
181	до сих	1	4
182	но только	3	4
183	что на	2	4
184	стороны и	2	4
185	все еще	3	4
186	и о	3	4
187	без всякого	4	4
188	если бы	5	4
189	и здесь	4	4
190	и только	3	4
191	значит что	24	4
192	тех пор	1	4
193	значение в	1	4
194	тот же	3	4
195	что он	1	4
196	есть в	1	4
197	не можем	1	4
198	то и	4	4
199	представить себе	1	4
200	случае не	1	4
201	как же	3	4
202	тем что	2	4
203	ни о	1	4
204	и следовательно	7	4
205	если не	3	4
206	мы говорим	5	4
207	как бы	12	4
208	это значит	24	4
209	слова и	5	4
210	сих пор	1	4
211	все это	5	4
212	вообще говоря	1	4
213	в результате	3	4
214	а в	4	4
215	гораздо более	1	4
216	можно говорить	2	3
217	это и	6	3
218	и этот	2	3
219	обойтись без	2	3
220	мы уже	3	3
221	вопрос о	1	3
222	что иное	7	3
223	это отношение	1	3
224	но даже	3	3
225	то это	3	3
226	своему смыслу	1	3
227	большей частью	1	3
228	мы еще	2	3
229	не нужно	2	3
230	а тем	1	3
231	только тогда	3	3
232	нет и	1	3
233	что они	6	3
234	в истории	1	3
235	нельзя было	4	3
236	просто как	1	3
237	хотя и	4	3
238	могли бы	1	3
239	не было	1	3
240	и к	1	3
241	в каком-то	2	3
242	только то	2	3
243	из этих	1	3
244	но ведь	2	3
245	только один	2	3
246	быть только	3	3
247	теории и	1	3
248	при этом	1	3
249	по самому	3	3
250	перестает быть	3	3
251	знак не	1	3
252	вещи или	3	3
253	и по	1	3
254	введение в	1	3
255	здесь мы	1	3
256	то ни	4	3
257	людей между	1	3
258	его в	2	3
259	о которых	1	3
260	есть сам	1	3
261	все равно	2	3
262	с тем	5	3
263	в слове	2	3
264	несмотря на	1	3
265	и тоже	1	3
266	и того	2	3
267	нас не	1	3
268	никто не	1	3
269	тому что	2	3
270	иной раз	1	3
271	чистом виде	1	3
272	или что	3	3
273	о значении	1	3
274	с которой	1	3
275	тогда когда	5	3
276	одна из	5	3
277	в науке	1	3
278	и притом	3	3
279	в основе	3	3
280	только не	2	3
281	только и	2	3
282	языка в	1	3
283	не знаем	2	3
284	как только	4	3
285	оно не	3	3
286	она не	4	3
287	ничего общего	1	3
288	то или	2	3
289	с самим	4	3
290	это только	1	3
291	имеется в	1	3
292	мы в	1	3
293	для этого	4	3
294	иное как	7	3
295	внимание на	1	3
296	но мы	1	3
