N	2gram	Bakhtin_sl_1	Formalny
1	поэтического языка	3	65
2	и в	41	38
3	в этом	12	27
4	может быть	14	23
5	и его	14	21
6	поэтический язык	2	21
7	таким образом	9	20
8	и не	16	20
9	в самом	5	16
10	не в	7	15
11	прежде всего	8	15
12	и т	28	14
13	не может	14	14
14	в нем	30	13
15	связи с	2	13
16	но и	16	13
17	в пределах	14	12
18	языка и	12	12
19	в поэзии	3	12
20	с его	4	11
21	в том	3	11
22	языка как	4	11
23	вовсе не	7	11
24	с другими	5	10
25	в его	13	10
26	с помощью	1	10
27	не только	16	9
28	при этом	6	9
29	и с	4	9
30	как и	4	9
31	языка в	16	9
32	т п	23	9
33	на почве	4	9
34	в процессе	4	9
35	язык как	3	8
36	все же	7	8
37	точки зрения	16	8
38	поэтического произведения	1	8
39	так и	11	8
40	что и	1	8
41	в первом	3	7
42	как мы	8	7
43	лишь в	4	7
44	для него	3	7
45	в своей	7	7
46	с точки	8	7
47	язык и	10	7
48	во втором	1	7
49	в поэтическом	7	7
50	уже не	2	7
51	этом отношении	1	7
52	в других	3	7
53	не могут	3	7
54	по существу	3	7
55	слова и	13	7
56	литературный язык	8	6
57	художественного произведения	1	6
58	и ее	3	6
59	в ней	4	6
60	в истории	3	6
61	все эти	9	6
62	в этой	1	6
63	то же	14	6
64	было бы	3	6
65	он не	3	6
66	в их	4	6
67	могут быть	19	6
68	для понимания	2	6
69	в языке	5	6
70	все время	3	6
71	только в	6	6
72	как такового	3	6
73	не было	3	6
74	вместе с	1	6
75	а не	15	6
76	как раз	2	6
77	в результате	3	6
78	хотя бы	3	6
79	а в	6	6
80	по преимуществу	4	5
81	в первый	1	5
82	во всех	17	5
83	в общем	1	5
84	т д	5	5
85	в слове	7	5
86	в то	14	5
87	в основе	5	5
88	же время	12	5
89	ни о	2	5
90	если бы	1	5
91	сводится к	1	5
92	и только	1	5
93	всяком случае	5	5
94	если мы	2	5
95	языка а	3	5
96	и речи	2	5
97	именно в	3	5
98	с этим	3	5
99	в реальном	1	5
100	более того	3	5
101	и для	4	5
102	бы в	1	5
103	еще более	5	5
104	или иного	2	5
105	во всяком	7	5
106	в сущности	13	4
107	одним словом	2	4
108	в сторону	1	4
109	что они	2	4
110	как в	8	4
111	и наконец	4	4
112	и к	5	4
113	не как	4	4
114	входит в	4	4
115	мы видели	1	4
116	не столько	1	4
117	о языке	1	4
118	ничего не	4	4
119	конструкции и	1	4
120	к тому	3	4
121	здесь не	2	4
122	того или	2	4
123	но в	8	4
124	чем он	2	4
125	языка у	3	4
126	в большинстве	10	4
127	что не	1	4
128	из них	3	4
129	так как	3	4
130	в особенности	8	4
131	именно как	2	4
132	и даже	6	4
133	объект исследования	1	4
134	другой стороны	4	4
135	там где	4	4
136	на фоне	7	4
137	как бы	12	4
138	элементы языка	1	4
139	известной степени	4	4
140	лишь как	3	4
141	совершенно не	2	4
142	оно не	6	4
143	к этому	2	4
144	они не	1	4
145	например в	2	3
146	же как	2	3
147	и до	1	3
148	в зависимости	3	3
149	а как	2	3
150	мы не	2	3
151	между этими	2	3
152	зависимости от	3	3
153	поэтического слова	9	3
154	и на	14	3
155	не входит	1	3
156	как к	2	3
157	хотя и	2	3
158	от этого	2	3
159	в целом	2	3
160	из этих	3	3
161	языка к	1	3
162	роль в	2	3
163	только на	2	3
164	так сказать	5	3
165	время и	2	3
166	но именно	4	3
167	всех этих	4	3
168	значительной степени	1	3
169	и может	3	3
170	литературного языка	20	3
171	его в	3	3
172	это было	1	3
173	в ином	1	3
174	для них	2	3
175	он и	1	3
176	как таковой	1	3
177	к действительному	1	3
178	к предмету	4	3
179	место в	1	3
180	однако и	1	3
181	произведения и	2	3
182	до известной	2	3
183	только и	1	3
184	поэтическое произведение	1	3
185	а лишь	1	3
186	языка который	1	3
187	не является	2	3
188	его с	1	3
189	не есть	2	3
190	специфическим особенностям	1	3
191	того чтобы	1	3
192	изучения и	1	3
193	так в	2	3
194	особенно в	1	3
195	произведения не	2	3
196	все дело	1	3
197	и здесь	3	3
198	одного из	2	3
199	к действительности	1	3
200	в значительной	1	3
201	к нему	5	3
202	того что	3	3
203	в какой	1	3
204	именно на	1	3
205	то и	1	3
206	большинстве случаев	6	3
207	менее всего	1	3
208	и их	1	3
209	слова в	8	3
210	каждый из	1	3
211	для того	2	3
212	на лингвистику	1	3
213	исходили из	1	3
214	с другой	5	3
215	и прежде	1	3
216	и др	14	3
217	системы и	2	3
218	речи и	1	3
219	быть и	4	3
220	все это	5	3
221	на самом	2	3
222	или в	8	3
