N	2gram	Tiupa_Hudo_1	Formalny
1	и не	15	30
2	вовсе не	2	28
3	и в	19	27
4	может быть	14	25
5	не может	7	24
6	так и	11	21
7	и его	12	19
8	в этом	11	18
9	таким образом	3	18
10	а не	9	17
11	точки зрения	10	16
12	то же	10	15
13	в нем	5	15
14	и пр	1	15
15	между ними	4	15
16	как и	2	14
17	с точки	3	14
18	не в	7	12
19	если бы	3	12
20	в самом	5	11
21	в жизни	2	11
22	и от	1	11
23	художественное произведение	1	11
24	не могут	1	10
25	место в	4	10
26	но и	10	10
27	художественной конструкции	1	10
28	в действительности	1	9
29	не только	16	9
30	лишь в	4	9
31	так как	1	9
32	так же	2	9
33	отнюдь не	2	8
34	как бы	9	8
35	при этом	13	8
36	входит в	4	8
37	ни в	5	8
38	как мы	1	8
39	в пределах	3	8
40	только в	5	8
41	как раз	3	8
42	то что	4	8
43	что в	6	8
44	художественного произведения	3	7
45	не менее	3	7
46	же время	5	7
47	потому что	3	7
48	его в	2	7
49	между тем	4	7
50	в его	9	7
51	в том	18	7
52	если мы	2	7
53	все это	2	7
54	в то	6	7
55	в искусстве	7	7
56	здесь и	1	6
57	действительности и	1	6
58	еще не	3	6
59	но в	7	6
60	все эти	2	6
61	в своей	5	6
62	и ее	3	6
63	произведения в	1	6
64	и теперь	1	6
65	произведения как	3	6
66	было бы	1	6
67	в литературе	1	6
68	что он	3	6
69	с другой	7	6
70	более того	1	6
71	вместе с	1	6
72	в данном	4	6
73	и для	2	6
74	бы в	1	6
75	истории литературы	2	6
76	в своих	1	6
77	но не	11	5
78	в истории	1	5
79	в одной	1	5
80	в художественном	4	5
81	в единстве	1	5
82	без исключения	4	5
83	в каждом	1	5
84	ни было	1	5
85	материала в	2	5
86	того чтобы	2	5
87	сводится к	7	5
88	что они	1	5
89	никогда не	2	5
90	связи с	1	5
91	лишь для	1	5
92	между которыми	1	5
93	тем что	1	5
94	и потому	2	5
95	тому как	1	5
96	и формы	1	5
97	высказывания и	2	5
98	не является	4	5
99	в результате	1	5
100	другой стороны	5	5
101	можно говорить	1	4
102	не есть	1	4
103	бы то	1	4
104	как в	2	4
105	и как	3	4
106	в целом	3	4
107	и те	1	4
108	на ее	1	4
109	бы ни	1	4
110	подобно тому	1	4
111	то ни	1	4
112	в ее	5	4
113	в слове	3	4
114	том что	8	4
115	для данного	1	4
116	по себе	2	4
117	и является	1	4
118	могут быть	4	4
119	к тому	4	4
120	роль в	1	4
121	о том	2	4
122	как ее	1	4
123	его смысла	1	4
124	же и	1	4
125	в высказывании	1	4
126	литературного произведения	10	4
127	для того	2	4
128	со стороны	2	4
129	прежде всего	4	4
130	смысла и	1	4
131	в связи	1	4
132	как это	5	4
133	ценностный центр	1	4
134	слова и	2	4
135	между собой	2	4
136	в романе	3	4
137	от всех	1	4
138	из этого	2	4
139	жизни и	1	4
140	они не	1	4
141	художественном произведении	1	3
142	одним из	1	3
143	же как	1	3
144	того же	2	3
145	той же	1	3
146	в виду	5	3
147	и на	2	3
148	столь же	1	3
149	время в	1	3
150	во всех	3	3
151	бы и	1	3
152	что это	1	3
153	в себе	9	3
154	вследствие этого	1	3
155	не следует	4	3
156	те же	1	3
157	высказывание в	1	3
158	искусства в	4	3
159	это не	2	3
160	и тем	2	3
161	ее в	2	3
162	он и	1	3
163	в этих	3	3
164	высказывания как	1	3
165	от его	1	3
166	и более	2	3
167	по отношению	9	3
168	тому что	2	3
169	между людьми	1	3
170	между жизнью	1	3
171	в основе	4	3
172	все без	1	3
173	самом произведении	1	3
174	ничто не	1	3
175	же самое	1	3
176	оно не	1	3
177	реальной действительности	1	3
178	только то	1	3
179	в произведении	3	3
180	и что	3	3
181	можно сказать	5	3
182	их в	3	3
183	в них	2	3
184	дело с	1	3
185	в какой	2	3
186	уже не	4	3
187	в поэзии	1	3
188	нуждается в	1	3
189	в конце	1	3
190	литературное произведение	1	3
191	души и	1	3
192	у нас	1	3
193	не на	3	3
194	на фоне	1	3
195	к его	2	3
196	целого высказывания	1	3
197	в той	3	3
198	того что	4	3
199	отношению к	9	3
200	в условиях	1	3
201	жизни в	2	3
202	сказать что	4	3
203	имеет место	2	3
204	героя в	1	3
205	ту же	1	2
206	отношения к	2	2
207	чтобы не	1	2
208	человека и	1	2
209	в такой	1	2
210	это и	1	2
211	к другому	1	2
212	отношения между	1	2
213	в котором	1	2
214	из своих	1	2
215	в сущности	1	2
216	совпадает с	2	2
217	говорить о	3	2
218	в полной	1	2
219	и со	1	2
220	не знают	1	2
221	литературы является	1	2
222	проявляется в	1	2
223	роман и	2	2
224	с его	6	2
225	в сторону	2	2
226	отличие от	7	2
227	или иное	1	2
228	за пределы	2	2
229	данный момент	2	2
230	в своем	2	2
231	становления и	1	2
232	новых форм	1	2
233	то в	2	2
234	бы не	1	2
235	из этих	3	2
236	в этой	2	2
237	говорят о	1	2
238	жизнью и	1	2
239	что она	2	2
240	не как	2	2
241	внутренней речи	14	2
242	из виду	2	2
243	на земле	1	2
244	на этом	1	2
245	на почве	3	2
246	этом смысле	3	2
247	литературе как	1	2
248	или точнее	1	2
249	художественного творчества	4	2
250	как совокупность	1	2
251	в отличие	7	2
252	друг другу	1	2
253	однако в	4	2
254	даже в	3	2
255	в отношении	3	2
256	до известной	2	2
257	виду что	1	2
258	дело не	2	2
259	принадлежат к	1	2
260	дело в	1	2
261	одна из	2	2
262	и притом	3	2
263	не могло	2	2
264	вытекает из	2	2
265	художественная реальность	1	2
266	слова как	5	2
267	тем не	3	2
268	в химическом	1	2
269	в каком	2	2
270	этот закон	1	2
271	отличается от	2	2
272	и это	2	2
273	с ее	5	2
274	здесь не	2	2
275	то или	1	2
276	так в	4	2
277	в пределе	1	2
278	произведения является	1	2
279	вошел в	1	2
280	в окружающей	1	2
281	можно только	1	2
282	жанра в	1	2
283	для этого	1	2
284	ними и	1	2
285	знака и	1	2
286	в самой	2	2
287	что каждый	2	2
288	даль и	1	2
289	и каждого	1	2
290	что и	2	2
291	соединении с	2	2
292	лишь одним	1	2
293	в художественной	2	2
294	человека как	1	2
295	и мир	1	2
296	говорит в	2	2
297	в формах	2	2
298	художественного восприятия	4	2
299	должен быть	1	2
300	является не	1	2
301	из них	1	2
302	ту или	1	2
303	к более	2	2
304	говорить об	1	2
305	внутреннего мира	2	2
306	одного значения	1	2
307	художественного завершения	1	2
308	и даже	1	2
309	или иной	7	2
310	в области	6	2
311	связаны с	1	2
312	к которому	4	2
313	являются только	1	2
314	действующих лиц	1	2
315	и др	2	2
316	превращается в	2	2
317	а на	5	2
318	одну из	1	2
319	была бы	3	2
320	не об	1	2
321	нет никаких	1	2
322	язык а	1	2
323	химическом соединении	1	2
324	этого слова	2	2
325	то под	1	2
326	высказывания но	1	2
327	но для	1	2
328	в следующей	1	2
329	известной степени	3	2
330	как система	2	2
331	от него	1	2
332	не утрачивает	1	2
333	одной из	2	2
334	слово в	1	2
335	но если	1	2
336	героя и	5	2
337	именно потому	1	2
338	бы быть	1	2
339	в таком	1	2
340	я и	7	1
341	неотделима от	1	1
342	именно эта	1	1
343	таком случае	1	1
344	и через	1	1
345	и то	4	1
346	в жизненном	1	1
347	художественных произведений	1	1
348	дело обстоит	1	1
349	как произведения	1	1
350	между двумя	2	1
351	от своей	1	1
352	в первом	1	1
353	и иронии	1	1
354	со своей	3	1
355	иметь место	1	1
356	собою в	2	1
357	от таких	1	1
358	не происходит	1	1
359	есть не	1	1
360	ему принадлежат	1	1
361	мы имеем	6	1
362	и целостностью	1	1
363	только другим	1	1
364	содержания в	1	1
365	и последующих	1	1
366	во времени	4	1
367	этом не	1	1
368	не была	1	1
369	в каждый	1	1
370	всех без	3	1
371	из того	1	1
372	этого термина	2	1
373	как впрочем	1	1
374	и знака	1	1
375	в каждой	1	1
376	так или	3	1
377	себе а	1	1
378	это возможно	1	1
379	в существовании	1	1
380	события в	1	1
381	служит для	1	1
382	тем как	1	1
383	как у	1	1
384	тот или	2	1
385	коем случае	2	1
386	а только	4	1
387	не входит	2	1
388	оно является	1	1
389	значение для	1	1
390	сама по	2	1
391	поэтому ему	1	1
392	обращения к	1	1
393	в противном	2	1
394	хотя и	3	1
395	сознания в	3	1
396	и внутреннюю	1	1
397	или иную	1	1
398	и конечно	1	1
399	из жизни	1	1
400	в литературном	1	1
401	исчезает и	1	1
402	европейского романа	1	1
403	жизни так	1	1
404	в нашем	2	1
405	у каждого	1	1
406	то я	1	1
407	тоже не	1	1
408	с их	2	1
409	данном контексте	2	1
410	художественной реальности	4	1
411	имеем в	3	1
412	высказывания не	2	1
413	на то	1	1
414	всей его	2	1
415	не могла	1	1
416	искусства говорит	1	1
417	противном случае	2	1
418	к искусству	1	1
419	время и	1	1
420	он не	4	1
421	роли в	4	1
422	литературных произведений	3	1
423	ключ к	1	1
424	в принципе	5	1
425	художественного высказывания	2	1
426	его значением	1	1
427	ни были	1	1
428	остается лишь	1	1
429	и по	2	1
430	или иных	2	1
431	одно и	3	1
432	ни был	2	1
433	мы обнаруживаем	1	1
434	значительной степени	1	1
435	не будет	2	1
436	если нет	1	1
437	значение в	1	1
438	является необходимой	1	1
439	в мире	21	1
440	все их	1	1
441	того или	3	1
442	с другими	4	1
443	не совпадает	1	1
444	быть не	1	1
445	актера на	1	1
446	чаще всего	1	1
447	на сцене	1	1
448	это событие	1	1
449	в единое	3	1
450	событие то	1	1
451	на всякое	1	1
452	нет в	1	1
453	эта система	1	1
454	с этой	1	1
455	взаимодействия людей	2	1
456	только во	1	1
457	должно быть	1	1
458	от понятия	1	1
459	автора и	3	1
460	и того	2	1
461	одного и	2	1
462	на первый	1	1
463	вещи в	1	1
464	и помимо	1	1
465	в их	5	1
466	к предмету	1	1
467	быть положен	1	1
468	с политической	1	1
469	что говорит	1	1
470	к не	1	1
471	всегда остается	1	1
472	к новой	1	1
473	но он	3	1
474	теми же	1	1
475	при условии	2	1
476	мере в	1	1
477	том же	1	1
478	его роли	1	1
479	от внешней	1	1
480	жизни между	1	1
481	форму в	1	1
482	то с	1	1
483	высказывания в	4	1
484	утрачивает своей	1	1
485	литературы как	3	1
486	еще один	2	1
487	с ним	2	1
488	тем самым	4	1
489	произведения это	1	1
490	она могла	1	1
491	знаком и	1	1
492	конструкции если	1	1
493	изобразительные искусства	1	1
494	облекается в	2	1
495	иметь в	1	1
496	но только	1	1
497	та или	1	1
498	форм высказывания	2	1
499	его смысл	1	1
500	же этот	1	1
501	жанры в	1	1
502	формы высказывания	1	1
503	сюжет в	1	1
504	действительно существует	1	1
505	входят в	1	1
506	и делает	1	1
507	в подобном	1	1
508	ему не	1	1
509	эстетический объект	4	1
510	если ее	1	1
511	в момент	2	1
512	как некоторая	1	1
513	если он	1	1
514	наконец в	1	1
515	взятое в	1	1
516	числе и	1	1
517	той или	4	1
518	как элемента	2	1
519	произведения есть	1	1
520	двоякого рода	2	1
521	людей в	1	1
522	эти последние	1	1
523	на основе	2	1
524	общения между	1	1
525	только при	1	1
526	определенным образом	2	1
527	в собственном	1	1
528	значения на	1	1
529	в себя	2	1
530	или для	1	1
531	на произведение	1	1
532	и может	1	1
533	и совершенно	1	1
534	не с	2	1
535	с внутренним	1	1
536	для него	4	1
537	строго говоря	1	1
538	и существенно	2	1
539	в коем	2	1
540	об этом	2	1
541	и здесь	1	1
542	искусства и	1	1
543	это происходит	1	1
544	определенное значение	1	1
545	настоящее время	1	1
546	за пределами	3	1
547	но мы	1	1
548	к действительности	3	1
549	что его	1	1
550	и который	2	1
551	в значительной	1	1
552	существования в	2	1
553	значимостью и	1	1
554	том или	1	1
555	путь к	1	1
