N	3gram	Bakhtin_Fr_6	SlovoVZh
1	по отношению к	1	11
2	не может быть	1	7
3	можно сказать что	1	5
4	дело в том	1	4
5	в том что	2	4
6	и по отношению	1	3
7	отражает в себе	1	3
8	до сих пор	3	3
9	это как бы	1	3
10	с другой стороны	2	2
11	мы все время	1	2
12	одной стороны и	2	2
13	с точки зрения	2	2
14	в зависимости от	1	2
15	до известной степени	1	2
16	в данном случае	2	2
17	в настоящее время	1	2
18	с одной стороны	4	2
19	основные грубые линии	1	1
20	все то в	1	1
21	том что в	1	1
22	но все же	1	1
23	в пространстве и	1	1
24	один и тот	1	1
25	является таким образом	1	1
26	сливается с ним	1	1
27	и потому не	1	1
28	и сливается с	1	1
29	все же не	1	1
30	в высшую степень	1	1
31	и др все	1	1
32	ровно ничего не	1	1
33	все эти моменты	1	1
34	одним и тем	1	1
35	более или менее	1	1
36	друг к другу	1	1
37	мы уже сказали	3	1
38	в самом деле	4	1
39	здесь же мы	1	1
40	самом же деле	1	1
41	с ним в	1	1
42	самом деле в	1	1
43	между тем как	1	1
44	сказать что форма	1	1
45	в нем и	1	1
46	в то время	1	1
47	наиболее яркое выражение	1	1
48	но уже в	2	1
49	образом прежде всего	1	1
50	и должна быть	1	1
51	сам по себе	1	1
52	нужно подчеркнуть что	3	1
53	во всех языках	2	1
54	но и в	2	1
55	на самом же	1	1
56	о том что	5	1
57	только то что	1	1
58	в этом отношении	3	1
59	совершенно ясно что	1	1
60	и прежде всего	2	1
61	то же время	5	1
62	как мы уже	6	1
63	в основе своей	1	1
64	в приведенном нами	1	1
65	вещами и явлениями	1	1
66	в лучшем случае	1	1
67	и в истории	1	1
68	со всех сторон	1	1
69	здесь вовсе не	1	1
70	в то же	5	1
71	говорит о том	1	1
72	таким образом не	1	1
73	можно наблюдать в	1	1
74	в них всегда	1	1
75	стороны и с	1	1
76	в значительной степени	1	1
77	не совпадает с	1	1
78	и он то	1	1
79	и тем же	1	1
80	в литературе и	2	1
81	но в то	1	1
82	это прежде всего	2	1
83	и с другой	1	1
84	и тот же	2	1
