N	2gram	Vygotskiy__1	DiskursI
1	в качестве	2	34
2	не только	13	28
3	в том	30	23
4	а не	13	22
5	то есть	26	20
6	тогда как	1	19
7	том что	16	19
8	представляет собой	2	17
9	может быть	22	17
10	как и	16	16
11	и в	31	16
12	в этом	12	15
13	еще не	1	14
14	но и	2	14
15	при этом	19	13
16	но не	3	11
17	прежде всего	4	11
18	и не	16	11
19	как в	9	10
20	далеко не	2	10
21	с другой	5	10
22	в нем	2	9
23	не может	17	9
24	состоит в	3	9
25	с одной	5	9
26	одной стороны	6	9
27	в частности	3	9
28	отнюдь не	6	8
29	но в	3	8
30	своего рода	1	8
31	о том	7	8
32	так и	3	8
33	а также	1	8
34	не было	3	7
35	в себе	4	7
36	то же	5	7
37	не в	11	7
38	в основе	2	7
39	роль в	3	7
40	со стороны	4	7
41	в его	6	7
42	только в	14	7
43	в своем	3	6
44	пока еще	1	6
45	и как	2	6
46	и на	1	5
47	во всех	1	5
48	отличие от	4	5
49	тому же	3	5
50	в силу	3	5
51	в котором	4	5
52	в их	1	5
53	в отличие	3	5
54	в процессе	5	5
55	в себя	2	5
56	сводится к	1	5
57	в эпоху	1	5
58	можно сказать	1	5
59	а с	1	5
60	как бы	5	5
61	личного авторства	2	5
62	к тому	4	5
63	а в	6	5
64	то что	32	5
65	в своей	3	5
66	и о	4	4
67	в которых	3	4
68	с его	1	4
69	в сторону	1	4
70	отношение к	2	4
71	и к	3	4
72	уже не	2	4
73	в целом	5	4
74	на его	1	4
75	в них	2	4
76	потому что	10	4
77	могут быть	11	4
78	для себя	1	4
79	между тем	4	4
80	во втором	1	4
81	одной из	1	4
82	что он	7	4
83	для него	1	4
84	в особенности	1	4
85	связи с	1	4
86	не является	5	4
87	что в	23	4
88	того же	2	3
89	и потому	2	3
90	в первом	1	3
91	столь же	4	3
92	в одной	3	3
93	с этим	3	3
94	перед нами	1	3
95	в самом	11	3
96	вследствие этого	1	3
97	зрения на	2	3
98	заключается в	7	3
99	это не	1	3
100	ведет к	1	3
101	и того	1	3
102	точки зрения	15	3
103	в своих	4	3
104	однако в	1	3
105	по себе	9	3
106	в то	5	3
107	принадлежат к	2	3
108	литературной традиции	3	3
109	таким образом	20	3
110	ли не	1	3
111	должны быть	3	3
112	они и	1	3
113	как не	1	3
114	свою очередь	1	3
115	но при	1	3
116	в ее	5	3
117	в произведении	3	3
118	времени и	1	3
119	и даже	6	3
120	что и	13	3
121	существенную роль	1	3
122	хотя бы	1	3
123	в данной	1	3
124	из них	2	3
125	к ним	2	3
126	именно в	1	3
127	имеет место	2	3
128	и составляет	2	3
129	себе не	3	3
130	понятие о	1	3
131	к содержанию	1	3
132	по своему	1	3
133	тому как	7	3
134	того что	10	3
135	один из	4	3
136	все же	5	3
137	как уже	1	3
138	целью и	1	3
139	в свою	1	3
140	сказать что	7	3
141	другой стороны	5	3
142	в действительности	1	3
143	это понятие	1	3
144	например в	3	2
145	и есть	5	2
146	определить как	1	2
147	едва ли	1	2
148	мы имеем	4	2
149	в сущности	10	2
150	совпадает с	4	2
151	ему в	1	2
152	в виду	4	2
153	между собой	1	2
154	в различных	1	2
155	служит для	1	2
156	но как	2	2
157	за пределы	1	2
158	стороны и	3	2
159	как к	2	2
160	хотя и	3	2
161	когда он	2	2
162	целый ряд	6	2
163	с понятием	1	2
164	более или	2	2
165	точкой зрения	1	2
166	в тех	1	2
167	в этой	3	2
168	можно определить	1	2
169	всей его	1	2
170	по словам	1	2
171	к искусству	1	2
172	не следует	1	2
173	том чтобы	7	2
174	подобно тому	5	2
175	и по	3	2
176	человека в	1	2
177	исходя из	3	2
178	в каждом	3	2
179	могла бы	1	2
180	и слушателей	1	2
181	различие между	4	2
182	об этом	1	2
183	и тем	2	2
184	соответствии с	1	2
185	не всегда	2	2
186	иначе говоря	5	2
187	одного и	2	2
188	или менее	2	2
189	и без	2	2
190	мысли и	2	2
191	и предполагает	1	2
192	не менее	2	2
193	что с	2	2
194	дело не	1	2
195	в науке	2	2
196	авторства и	1	2
197	имеем дело	1	2
198	своей природе	1	2
199	х годов	5	2
200	и его	7	2
201	отличается от	2	2
202	же самое	2	2
203	числе и	1	2
204	не есть	3	2
205	оно не	1	2
206	как мы	2	2
207	языка и	1	2
208	характер и	1	2
209	в пределах	1	2
210	приводит к	2	2
211	было в	1	2
212	строго говоря	1	2
213	и вообще	1	2
214	о нем	1	2
215	во всяком	8	2
216	и что	8	2
217	одного из	1	2
218	основе своей	1	2
219	самому себе	2	2
220	в значительной	1	2
221	и во	2	2
222	представления о	1	2
223	в литературе	1	2
224	дело с	3	2
225	в какой	5	2
226	в разные	2	2
227	и ее	1	2
228	точка зрения	4	2
229	к работе	2	2
230	есть в	7	2
231	уже в	3	2
232	по выражению	1	2
233	слова в	3	2
234	в одном	2	2
235	сами по	1	2
236	заметить что	1	2
237	никогда не	8	2
238	из двух	1	2
239	здесь в	1	2
240	и др	1	2
241	в рассказе	1	2
242	зависит от	1	2
243	его как	1	2
244	одну из	1	2
245	о чем	2	2
246	что же	2	2
247	для понимания	1	2
248	жизни в	1	2
249	смысл в	1	2
250	в особом	1	2
251	к другим	2	2
252	или в	1	2
253	и все	5	2
254	будто бы	2	2
255	указывает на	4	2
256	одновременно и	1	2
257	что даже	2	2
258	это в	2	2
259	к этому	4	2
260	том числе	1	2
261	речь идет	3	1
262	для построения	1	1
263	таком случае	2	1
264	и то	2	1
265	самом деле	9	1
266	на самом	2	1
267	это и	3	1
