N	2gram	Voloshinov_1	Problema
1	в его	6	43
2	и не	26	42
3	и в	19	38
4	познания и	1	30
5	не может	24	27
6	может быть	26	26
7	как бы	15	22
8	по отношению	3	21
9	отнюдь не	6	19
10	отношению к	2	19
11	и с	2	17
12	и его	19	16
13	в этом	16	15
14	в нем	10	15
15	только в	9	13
16	прежде всего	13	13
17	независимо от	2	13
18	но не	1	12
19	за пределы	5	12
20	художественного творчества	1	12
21	в единстве	2	12
22	во всех	7	11
23	в области	3	11
24	ни в	2	11
25	и для	11	11
26	не входит	1	10
27	отношение к	1	10
28	таким образом	17	10
29	к нему	1	10
30	не только	8	9
31	не имеет	3	9
32	его в	3	9
33	но и	8	9
34	и как	3	8
35	входит в	5	8
36	было бы	4	8
37	точки зрения	34	8
38	место в	3	8
39	в том	6	8
40	и др	2	8
41	то что	8	8
42	еще не	4	7
43	в самом	10	7
44	вообще не	1	7
45	в плане	1	7
46	как и	12	7
47	не в	5	7
48	содержание в	1	7
49	как мы	13	7
50	с другой	5	7
51	как форма	1	7
52	между тем	3	7
53	отметить что	1	7
54	слова в	1	7
55	с помощью	6	7
56	совершенно не	3	7
57	в своей	3	7
58	что в	4	7
59	самом деле	10	6
60	на основе	1	6
61	там где	2	6
62	и наконец	1	6
63	в пределах	6	6
64	с точки	20	6
65	в психике	1	6
66	не есть	3	6
67	можно только	1	6
68	ничего не	6	6
69	содержания и	1	6
70	мы можем	2	6
71	все же	8	6
72	а в	4	6
73	высшей степени	3	5
74	форму как	1	5
75	отличие от	5	5
76	в своем	2	5
77	все эти	7	5
78	к единству	2	5
79	при этом	8	5
80	то же	7	5
81	это не	1	5
82	рядом с	5	5
83	в высшей	3	5
84	далеко не	4	5
85	в отличие	5	5
86	творчества и	1	5
87	так и	11	5
88	его целом	1	5
89	в основе	2	5
90	никогда не	2	5
91	и прежде	2	5
92	конечно не	5	5
93	большинстве случаев	3	5
94	за бортом	1	5
95	дело и	1	5
96	в большинстве	3	5
97	а не	7	5
98	могут быть	2	5
99	быть только	1	5
100	явление языка	2	5
101	должно быть	2	5
102	формы и	3	5
103	имеет место	2	5
104	на самом	3	4
105	должна быть	2	4
106	содержания в	2	4
107	в виду	2	4
108	в ней	4	4
109	как вещь	2	4
110	но конечно	1	4
111	относится к	1	4
112	как в	4	4
113	но в	7	4
114	в нашем	2	4
115	в себе	2	4
116	перестает быть	1	4
117	понять его	1	4
118	в данном	4	4
119	не должна	1	4
120	значение слова	1	4
121	не менее	4	4
122	тем самым	1	4
123	в то	3	4
124	чтобы стать	1	4
125	известной степени	1	4
126	должны быть	3	4
127	здесь не	1	4
128	в ее	7	4
129	можно было	2	4
130	о том	2	4
131	с ними	1	4
132	в других	1	4
133	в форме	1	4
134	и только	2	4
135	что не	2	4
136	в романе	2	4
137	более того	3	4
138	и потому	5	4
139	в более	1	4
140	лишь как	1	4
141	хотя бы	5	4
142	между ними	4	4
143	сказать что	4	4
144	другой стороны	6	4
145	также и	1	3
146	например в	1	3
147	науку об	4	3
148	действительности и	3	3
149	на материале	8	3
150	которую мы	1	3
151	говорить о	1	3
152	на них	1	3
153	бы то	8	3
154	точка зрения	7	3
155	менее всего	2	3
156	нет и	4	3
157	из важнейших	2	3
158	значение имеет	1	3
159	кроме того	6	3
160	и к	3	3
161	и художественного	1	3
162	не будем	4	3
163	в целом	1	3
164	вследствие этого	1	3
165	он не	3	3
166	то ни	8	3
167	а как	3	3
168	с другими	3	3
169	может стать	5	3
170	и тем	1	3
171	в слове	10	3
172	том что	3	3
173	есть его	1	3
174	тем не	2	3
175	на него	1	3
176	же время	3	3
177	или как	1	3
178	языка в	14	3
179	как только	1	3
180	слова но	2	3
181	в применении	1	3
182	и это	3	3
183	хотя и	1	3
184	и от	3	3
185	приводит к	1	3
186	в дальнейшем	3	3
187	дано в	2	3
188	ясно что	5	3
189	если бы	2	3
190	и должно	1	3
191	основе своей	1	3
192	на ее	1	3
193	на почве	6	3
194	этом смысле	2	3
195	одной из	3	3
196	мы увидим	1	3
197	с одной	1	3
198	со всеми	1	3
199	и даже	2	3
200	бытия в	7	3
201	себя и	1	3
202	одной стороны	1	3
203	есть лишь	2	3
204	его как	1	3
205	применении к	1	3
206	и на	4	3
207	слова и	3	3
208	все это	3	3
209	не является	4	3
210	культуры и	2	3
211	она может	3	3
212	наук об	4	3
213	от него	2	3
214	и все	5	3
215	ни было	10	3
216	строго различать	1	3
217	не знает	2	3
218	в таком	2	3
219	лишь там	1	2
220	он может	3	2
221	и есть	3	2
222	в котором	3	2
223	его не	1	2
224	со всех	2	2
225	правильного понимания	1	2
226	себя свою	1	2
227	совпадает с	2	2
228	это отношение	2	2
229	и он	2	2
230	не остается	2	2
231	всех сторон	2	2
232	оно может	4	2
233	первый план	2	2
234	оценок и	1	2
235	столь же	1	2
236	в чем	2	2
237	с его	1	2
238	но как	1	2
239	а только	1	2
240	не все	2	2
241	в едином	1	2
242	в истории	3	2
243	дело идет	4	2
244	как к	2	2
245	эстетической деятельности	1	2
246	что это	1	2
247	иным путем	1	2
248	нами в	1	2
249	и те	7	2
250	не имеют	3	2
251	не следует	1	2
252	оно было	1	2
253	момента в	1	2
254	в корне	3	2
255	человека в	2	2
256	в каждом	7	2
257	здесь мы	4	2
258	опираются на	1	2
259	момент и	2	2
260	лишь в	9	2
261	и других	2	2
262	действительности в	2	2
263	не совпадает	1	2
264	языка для	5	2
265	переходим к	3	2
266	стороны слова	1	2
267	как таковой	1	2
268	на первый	2	2
269	совершенно независимо	2	2
270	и при	3	2
271	или точнее	1	2
272	и более	2	2
273	войти в	3	2
274	и вообще	2	2
275	и вся	1	2
276	она не	2	2
277	одна из	2	2
278	в единство	4	2
279	того чтобы	5	2
280	слово и	1	2
281	действительности но	3	2
282	в самой	1	2
283	связь и	2	2
284	связи с	11	2
285	здесь же	1	2
286	следует что	3	2
287	этом отношении	3	2
288	у нас	2	2
289	освобождается от	1	2
290	не могут	3	2
291	отличается от	1	2
292	же самое	3	2
293	для того	4	2
294	должен быть	1	2
295	что все	2	2
296	отношения и	1	2
297	только при	3	2
298	можно сделать	1	2
299	особенно в	1	2
300	здесь нет	1	2
301	и здесь	6	2
302	в другом	2	2
303	другими словами	2	2
304	и что	1	2
305	логику и	2	2
306	как чисто	1	2
307	положении находится	1	2
308	в значительной	1	2
309	другими областями	1	2
310	от них	1	2
311	и во	2	2
312	этот момент	2	2
313	язык в	4	2
314	в лучшем	1	2
315	и мир	1	2
316	в каких	1	2
317	того что	3	2
318	в двух	2	2
319	нуждается в	3	2
320	что он	2	2
321	в какой	3	2
322	и ее	3	2
323	языка как	17	2
