N	3gram	Propp_Isto_7	Analitik
1	не может быть	3	16
2	в том что	4	9
3	в том чтобы	2	7
4	по отношению к	1	5
5	с точки зрения	1	4
6	и не в	1	4
7	о том что	5	3
8	состоит в том	1	3
9	а не в	1	3
10	бы то ни	1	3
11	и т п	1	3
12	то ни было	1	3
13	с одной стороны	4	3
14	имеем дело с	1	3
15	это означает что	1	2
16	в самом деле	1	2
17	то же самое	1	2
18	но и в	2	2
19	в данном случае	3	2
20	с другой стороны	8	2
21	не в состоянии	1	1
22	это не всегда	1	1
23	оно может быть	1	1
24	более или менее	1	1
25	один и тот	1	1
26	дело не только	1	1
27	о том как	1	1
28	как и сам	1	1
29	только в том	1	1
30	до сих пор	2	1
31	в зависимости от	1	1
32	как мы увидим	1	1
33	и та же	1	1
34	а не с	1	1
35	том что именно	1	1
36	как это происходит	2	1
37	приводит нас к	1	1
38	с этой точки	3	1
39	как если бы	1	1
40	вместе с тем	1	1
41	и дело не	1	1
42	может быть понят	2	1
43	в этой связи	1	1
44	что то что	1	1
45	здесь мы имеем	2	1
46	обращает на себя	1	1
47	не в его	1	1
48	не только в	5	1
49	на первый взгляд	4	1
50	отца к сыну	3	1
51	все же не	1	1
52	к объяснению которое	1	1
53	в целом итак	1	1
54	одна и та	1	1
55	на вопрос о	1	1
56	этой точки зрения	3	1
57	до встречи с	1	1
58	но не может	1	1
59	от отца к	3	1
60	от тестя к	2	1
61	это происходит в	2	1
62	на вопрос почему	1	1
63	мысль о том	1	1
64	мы имеем в	4	1
65	в связи с	1	1
66	тестя к зятю	2	1
67	к тому что	1	1
68	дело не в	3	1
69	в этом все	1	1
70	как и в	2	1
71	ибо он уже	1	1
72	в мировом фольклоре	1	1
73	то он не	1	1
74	и тот же	1	1
