N	3gram	Tiupa_Disk_2	slovoVRo
1	не может быть	3	15
2	в отличие от	12	12
3	в пределах одного	1	7
4	в этом случае	2	6
5	в значительной степени	1	6
6	с одной стороны	4	5
7	той или иной	3	5
8	в большинстве случаев	1	5
9	по отношению к	4	4
10	то же время	5	4
11	в то же	4	4
12	в том что	6	4
13	в той или	1	3
14	и там где	1	3
15	с точки зрения	2	3
16	в этом отношении	4	3
17	так и в	3	3
18	одной стороны и	2	3
19	в чем не	1	2
20	но прежде всего	1	2
21	а также и	1	2
22	на каждом шагу	1	2
23	своего и чужого	2	2
24	включает в себя	1	2
25	не могут быть	1	2
26	во всяком случае	1	2
27	ни в чем	1	2
28	к чужому слову	1	2
29	один из важнейших	1	2
30	не стремится к	1	1
31	и может быть	2	1
32	не менее в	1	1
33	зоне контакта с	1	1
34	время от времени	1	1
35	от современной действительности	1	1
36	в зоне контакта	1	1
37	том что в	1	1
38	же время и	1	1
39	и в пределах	1	1
40	в том числе	1	1
41	можно утверждать что	1	1
42	и в то	1	1
43	до известной степени	1	1
44	в окружающем его	1	1
45	слово в отличие	1	1
46	между тем как	1	1
47	том числе и	1	1
48	и не может	2	1
49	она во всяком	1	1
50	и могут быть	1	1
51	в применении к	1	1
52	в себе как	1	1
53	они же в	1	1
54	но здесь это	1	1
55	однако при этом	2	1
56	при этом и	1	1
57	чужой речи и	1	1
58	с другой стороны	1	1
59	все то что	1	1
60	тем не менее	1	1
61	о том что	3	1
62	того или иного	1	1
63	с той или	1	1
64	прежде всего он	1	1
65	в этом жанре	1	1
66	как и в	5	1
67	с самого начала	1	1
68	в пределах одной	1	1
69	отличие от слова	1	1
70	но в этом	1	1
71	речь идет о	1	1
72	никак не могут	1	1
