N	2gram	Potebnia_M_4	RusskieA
1	и в	23	36
2	не только	10	22
3	том что	12	19
4	что в	17	19
5	в том	23	17
6	но и	11	16
7	так как	14	15
8	во время	2	14
9	в этом	23	12
10	в других	2	11
11	и т	7	10
12	в xix	1	10
13	и на	3	10
14	это не	7	10
15	как и	14	10
16	как мы	2	10
17	вместе с	6	10
18	потому что	33	10
19	т д	3	9
20	об этом	2	9
21	а в	5	9
22	состоит в	2	8
23	и по	3	8
24	с тем	7	8
25	у нас	2	8
26	о том	8	8
27	один из	2	8
28	из них	1	8
29	может быть	26	8
30	как это	1	8
31	так и	6	7
32	между тем	9	7
33	что и	7	7
34	и других	3	7
35	полагает что	1	6
36	мы не	8	6
37	в виде	2	6
38	таким образом	24	6
39	при этом	15	6
40	видно что	4	6
41	не имеет	5	6
42	уже не	3	6
43	в них	3	6
44	и не	18	6
45	все это	5	6
46	для нас	14	6
47	то что	29	6
48	иногда и	1	5
49	как в	7	5
50	все же	1	5
51	во многих	2	5
52	показывает что	1	5
53	при изучении	1	5
54	в которых	3	5
55	того как	6	5
56	как будто	1	5
57	там же	3	5
58	с ними	3	5
59	и у	2	5
60	одно из	1	5
61	в течение	2	5
62	как бы	5	5
63	этом случае	5	5
64	мы имеем	4	4
65	в первый	2	4
66	еще не	3	4
67	во всех	1	4
68	что по	2	4
69	следующим образом	1	4
70	входит в	1	4
71	из этих	2	4
72	в их	1	4
73	что этот	1	4
74	тому что	2	4
75	связи с	3	4
76	что на	2	4
77	к тому	3	4
78	его с	1	4
79	так в	3	4
80	и что	7	4
81	и их	3	4
82	тем что	10	4
83	а с	1	4
84	и др	2	4
85	того что	14	4
86	но это	3	4
87	в связи	1	4
88	как уже	1	4
89	не может	11	4
90	только в	15	4
91	то на	1	3
92	на каждом	1	3
93	своего рода	1	3
94	которые не	2	3
95	в своем	8	3
96	не можем	5	3
97	что это	7	3
98	думать что	4	3
99	и те	1	3
100	на этом	1	3
101	то же	14	3
102	но все	1	3
103	далеко не	1	3
104	в этих	3	3
105	точки зрения	4	3
106	к тем	1	3
107	таким же	5	3
108	с точки	3	3
109	народной поэзии	7	3
110	тем не	4	3
111	но они	1	3
112	их в	3	3
113	не менее	5	3
114	этого момента	1	3
115	в разных	3	3
116	ничего не	1	3
117	к таким	1	3
118	и другой	1	3
119	можно сделать	1	3
120	не с	2	3
121	начиная с	1	3
122	то есть	34	3
123	настоящее время	1	3
124	а также	1	3
125	от них	1	3
126	по этому	1	3
127	в качестве	1	3
128	только на	4	3
129	слова в	3	3
130	в одном	4	3
131	к ним	2	3
132	в области	2	3
133	и из	3	3
134	на этот	2	3
135	так же	4	3
136	других случаях	1	3
137	в это	2	3
138	этого слова	7	3
139	в настоящее	1	3
140	на других	1	3
141	и к	6	3
142	в свою	2	3
143	можно говорить	1	2
144	например в	3	2
145	переход от	3	2
146	но тем	2	2
147	к другому	1	2
148	еще до	3	2
149	к нам	1	2
150	что иное	2	2
151	как не	1	2
152	это время	1	2
153	в ней	2	2
154	иное как	2	2
155	природы и	2	2
156	друг к	1	2
157	на самом	3	2
158	но не	1	2
159	значение и	2	2
160	к слову	3	2
161	тогда как	4	2
162	независимо от	6	2
163	с этим	7	2
164	мы можем	10	2
165	хотя и	5	2
166	и как	2	2
167	его к	2	2
168	но в	8	2
169	та же	1	2
170	все эти	3	2
171	в нашем	2	2
172	и до	3	2
173	для обозначения	1	2
174	что она	2	2
175	в нем	7	2
176	и лучше	1	2
177	не значит	2	2
178	в силу	7	2
179	сделать из	1	2
180	в каждом	3	2
181	главным образом	1	2
182	в старину	2	2
183	и с	4	2
184	к другу	1	2
185	разница между	1	2
186	с целью	1	2
187	говорится о	2	2
188	многие другие	1	2
189	далее в	1	2
190	и более	4	2
191	том же	2	2
192	она не	2	2
193	у него	1	2
194	представления и	3	2
195	судя по	2	2
196	до того	3	2
197	но даже	2	2
198	а мы	3	2
199	и здесь	2	2
200	могут быть	7	2
201	и другим	3	2
202	основаны на	1	2
203	они и	1	2
204	ничего общего	1	2
205	значения и	1	2
206	свою очередь	1	2
207	в более	2	2
208	что у	3	2
209	в образе	2	2
210	что от	2	2
211	с ним	5	2
212	находится в	5	2
213	можно объяснить	1	2
214	на все	1	2
215	и поэтому	1	2
216	на что	1	2
217	после того	2	2
218	в различных	2	2
219	связь между	3	2
220	в его	5	2
221	них в	1	2
222	к ней	2	2
223	к веселью	1	2
224	на другие	1	2
225	этот вопрос	3	2
226	в разные	1	2
227	показывают что	1	2
228	их не	1	2
229	так что	5	2
230	это показывает	1	2
231	в большинстве	2	2
232	но что	2	2
233	выводы можно	1	2
234	не было	12	2
235	не были	2	2
236	чем в	2	2
237	такое же	2	2
238	но есть	4	2
239	по нескольку	1	2
240	а не	12	2
241	его как	1	2
242	большинстве случаев	2	2
243	и многие	2	2
244	в изучении	1	2
245	стоит в	1	2
246	должна была	1	2
247	в частности	1	2
248	и потому	10	2
249	относятся к	2	2
250	судить по	2	2
251	предположить что	4	2
252	там где	3	2
253	останавливаться на	1	2
254	быть и	2	2
255	только для	2	2
256	судить о	2	2
257	между прочим	3	2
258	мы видим	2	2
259	и для	2	2
260	тем и	6	2
261	или в	1	2
262	мы должны	2	2
263	относящиеся к	1	2
264	не что	2	2
265	в своих	2	2
266	который должен	1	1
267	границы между	1	1
268	ту же	3	1
269	не думает	1	1
270	таком случае	2	1
271	в объяснении	1	1
272	правило имеет	1	1
273	а из	1	1
274	самом деле	3	1
275	только потому	4	1
276	зависимости от	1	1
277	в приведенном	1	1
278	в первом	3	1
279	сам и	1	1
280	по которым	1	1
281	что эти	3	1
282	должна быть	1	1
283	и за	1	1
284	часть его	1	1
285	поэзии и	7	1
286	мы уже	3	1
287	это объяснение	2	1
288	в несколько	1	1
289	самые разнообразные	1	1
290	б и	1	1
291	или наоборот	1	1
292	что если	6	1
293	которую мы	1	1
294	не во	1	1
295	вопрос о	2	1
296	к новой	1	1
297	имеет свою	2	1
298	меньшей мере	1	1
299	говорить о	5	1
300	не вполне	2	1
301	три направления	1	1
302	этим словом	3	1
303	ему в	1	1
304	основании что	1	1
305	которое в	3	1
306	же что	2	1
307	так а	1	1
308	власть над	1	1
309	того же	1	1
310	в каждой	1	1
311	есть вместе	2	1
312	на них	1	1
313	не был	1	1
314	в чем	1	1
315	этих случаях	2	1
316	не без	1	1
317	а следовательно	1	1
318	том основании	1	1
319	на основе	1	1
320	же она	1	1
321	не все	1	1
322	по отношению	10	1
323	очевидно что	7	1
324	отличие от	1	1
325	разница в	1	1
326	отличаются от	1	1
327	который например	1	1
328	относится к	1	1
329	в истории	4	1
330	эта связь	2	1
331	же с	2	1
