N	3gram	Losev_Prob_5	FransuaR
1	то же время	1	9
2	в то же	1	9
3	в том числе	2	4
4	то есть в	1	4
5	после того как	3	4
6	в конце концов	6	4
7	с точки зрения	8	3
8	но в то	1	3
9	так и в	1	3
10	в том что	8	3
11	дело в том	2	2
12	по отношению к	2	2
13	о том как	1	2
14	в этом отношении	1	2
15	в большинстве случаев	1	2
16	том числе и	1	2
17	можно было бы	1	2
18	и в его	1	2
19	что у него	1	2
20	в античной традиции	1	1
21	в средневековой литературе	1	1
22	что иное как	3	1
23	потому что он	2	1
24	же время это	1	1
25	в своем романе	1	1
26	виде того как	1	1
27	в новом свете	1	1
28	на самом деле	1	1
29	по всей земле	1	1
30	как и его	1	1
31	но оказывается что	1	1
32	таким образом здесь	1	1
33	мы находим в	2	1
34	сам по себе	1	1
35	о том чтобы	1	1
36	весь этот образ	1	1
37	но и в	2	1
38	дошедших до нас	1	1
39	по аналогии с	1	1
40	до некоторой степени	4	1
41	а в дальнейшем	1	1
42	все же в	1	1
43	при виде того	1	1
44	в ту эпоху	1	1
45	и не в	2	1
46	за что и	2	1
47	в это время	2	1
48	то обстоятельство что	1	1
49	не что иное	3	1
50	содержит в себе	1	1
51	в данном случае	2	1
52	таким образом мы	1	1
53	не только в	1	1
54	что у кого	1	1
55	который в своем	3	1
56	здесь не в	1	1
57	а также и	1	1
58	нас не дошло	1	1
59	и в этом	1	1
60	о том что	9	1
61	в связи с	7	1
62	и оказывается что	1	1
63	уже и в	1	1
64	от радости что	1	1
65	хотя и в	1	1
66	до нас не	1	1
67	то есть только	1	1
68	во всяком случае	2	1
69	и всех других	1	1
70	это и есть	1	1
71	не в силах	1	1
72	с самого начала	1	1
73	к тому же	1	1
74	средневековой литературе мы	1	1
75	мы уже упоминали	1	1
76	на земле в	1	1
77	в этом смысле	3	1
78	по этому поводу	2	1
79	так что в	1	1
80	и в том	1	1
81	здесь говорится о	1	1
82	свидетельствует о том	1	1
