N	2gram	Trubetskoy_1	Komedia
1	и в	23	26
2	и не	8	14
3	и его	1	12
4	к тому	8	12
5	так и	10	12
6	тому же	6	11
7	может быть	16	11
8	в том	30	11
9	в этом	12	10
10	но и	9	10
11	столь же	5	9
12	том что	19	9
13	если бы	8	9
14	вместе с	6	9
15	что в	8	9
16	ясно что	8	8
17	было бы	3	8
18	и на	6	7
19	не только	7	7
20	на себя	1	7
21	что и	7	7
22	из них	5	7
23	еще не	5	6
24	в своем	10	6
25	о том	7	6
26	в нем	3	6
27	таким образом	31	6
28	в то	6	6
29	того чтобы	8	6
30	потому что	9	6
31	наряду с	1	6
32	то что	18	6
33	в которой	5	5
34	с его	1	5
35	что он	7	5
36	так что	5	5
37	в истории	3	5
38	независимо от	2	5
39	с этим	11	5
40	для того	8	5
41	а затем	2	5
42	на основании	1	5
43	с тем	2	5
44	и с	5	5
45	больше чем	1	5
46	один из	1	5
47	в качестве	1	5
48	к этому	5	5
49	по адресу	1	4
50	уже в	1	4
51	в наиболее	1	4
52	хотя и	4	4
53	в самом	8	4
54	что это	5	4
55	в целом	5	4
56	из этих	8	4
57	это было	1	4
58	в них	2	4
59	как и	9	4
60	в этих	3	4
61	тому что	2	4
62	не менее	7	4
63	не по	1	4
64	с и	1	4
65	судя по	1	4
66	это слово	1	4
67	как будто	5	4
68	как мы	2	4
69	в в	4	4
70	что у	2	4
71	можно было	1	4
72	за то	1	4
73	его в	5	4
74	между тем	12	4
75	в его	5	4
76	только в	6	4
77	в начале	2	4
78	так как	7	4
79	у него	5	4
80	что для	4	4
81	прежде всего	3	4
82	в руках	1	4
83	мира в	1	4
84	в частности	2	4
85	все же	13	4
86	и для	6	4
87	и от	5	4
88	точки зрения	13	4
89	например в	1	3
90	тех же	2	3
91	в котором	2	3
92	то же	4	3
93	в их	4	3
94	той же	1	3
95	надо было	1	3
96	вопрос о	3	3
97	похожи на	1	3
98	того же	9	3
99	в ней	3	3
100	что его	4	3
101	во всех	10	3
102	но не	2	3
103	по отношению	9	3
104	как в	1	3
105	что касается	6	3
106	но в	4	3
107	со своей	1	3
108	так или	5	3
109	в этой	6	3
110	друг другу	1	3
111	но все	5	3
112	в каждом	1	3
113	по всему	1	3
114	но если	2	3
115	надо признать	1	3
116	не имеет	1	3
117	того как	1	3
118	в самой	2	3
119	же время	2	3
120	связи с	4	3
121	что на	1	3
122	многие из	5	3
123	и сам	2	3
124	то время	2	3
125	и поэтому	2	3
126	к нему	2	3
127	а у	1	3
128	тех пор	2	3
129	к их	1	3
130	для всех	1	3
131	со временем	2	3
132	мы знаем	10	3
133	искать в	1	3
134	и их	5	3
135	никто не	2	3
136	представить себе	2	3
137	друг друга	2	3
138	мы можем	6	3
139	тем что	1	3
140	возможно что	1	3
141	или иначе	5	3
142	не было	2	3
143	в связи	3	3
144	и особенно	2	3
145	из которых	4	3
146	в тех	3	3
147	отношению к	9	3
148	да и	1	3
149	с этой	3	3
150	все это	11	3
151	в положение	1	3
152	для нас	3	3
153	а в	3	3
154	до тех	2	3
155	в своей	1	3
156	жизни и	2	3
157	том числе	1	3
158	не может	17	3
159	как известно	3	2
160	одним из	4	2
161	а из	1	2
162	в первом	1	2
163	из его	1	2
164	мы не	1	2
165	из самых	1	2
166	время как	1	2
167	говорить о	2	2
168	не вполне	3	2
169	то это	1	2
170	в виду	2	2
171	меньше чем	2	2
172	бы то	2	2
173	и другие	1	2
174	если в	1	2
175	отличие от	3	2
176	отнюдь не	2	2
177	и я	1	2
178	что именно	1	2
179	целый ряд	4	2
180	достаточно ясно	1	2
181	что по	3	2
182	от этого	1	2
183	и хотя	1	2
184	в нашем	3	2
185	по которым	1	2
186	ни одна	1	2
187	роль в	1	2
188	двух других	1	2
189	и если	6	2
190	что она	1	2
191	не следует	1	2
192	всех остальных	2	2
193	после этого	1	2
194	он не	3	2
195	и еще	1	2
196	в принципе	1	2
197	в силу	7	2
198	что ни	1	2
199	на этом	2	2
200	то ни	3	2
201	же не	3	2
202	в глазах	2	2
203	это не	3	2
204	надо считать	1	2
205	и такая	1	2
206	чем в	3	2
207	в развитии	1	2
208	в один	2	2
209	не более	2	2
210	всяком случае	2	2
211	бы к	1	2
212	представление о	3	2
213	признать что	3	2
214	не в	8	2
215	в конце	4	2
216	однако в	1	2
217	вовсе не	2	2
218	даже в	3	2
219	на пути	1	2
220	одна из	2	2
221	что их	3	2
222	с другом	9	2
223	всего в	1	2
224	и это	3	2
225	как не	2	2
226	говоря уже	1	2
227	с самого	1	2
228	так в	1	2
229	и что	8	2
230	в мире	6	2
231	в состав	1	2
232	в пользу	5	2
233	и все	7	2
234	нем не	1	2
235	в другой	1	2
236	с которыми	2	2
237	этой целью	1	2
238	тот же	3	2
239	с ними	2	2
240	и ее	2	2
241	с одной	3	2
242	и у	4	2
243	в как	1	2
244	у того	1	2
245	одно из	3	2
246	отношение к	4	2
247	от того	3	2
248	в других	1	2
249	следует признать	1	2
250	рядом с	1	2
251	нет и	1	2
252	со стороны	1	2
253	и к	5	2
254	до сих	8	2
255	с другой	6	2
256	имя которого	1	2
257	одной стороны	2	2
258	а на	1	2
259	для их	1	2
260	должна была	1	2
261	для этой	1	2
262	так называемых	1	2
263	мы находим	1	2
264	уже о	1	2
265	по своему	5	2
266	в течение	4	2
267	как бы	10	2
268	друг с	9	2
269	затем и	1	2
270	пути к	1	2
271	сих пор	8	2
272	в так	1	2
273	вообще говоря	1	2
274	в на	2	2
275	бы в	3	2
276	еще более	1	2
277	хотя бы	4	2
278	ни было	2	2
279	не говоря	1	2
280	от всех	1	2
281	к его	1	2
282	из этого	6	2
283	в голову	1	2
284	во всяком	2	2
285	наконец из	1	1
286	говоря о	1	1
287	общества а	1	1
