N	2gram	Tiupa_Hudo_1	Komedia
1	и в	14	26
2	в г	1	17
3	едва ли	3	14
4	и не	2	14
5	и его	5	12
6	к тому	7	12
7	так и	13	12
8	может быть	5	11
9	в том	12	11
10	в этом	11	10
11	но и	5	10
12	столь же	4	9
13	том что	16	9
14	молодого человека	1	9
15	если бы	3	9
16	что в	6	9
17	молодой человек	1	9
18	ясно что	2	8
19	было бы	6	8
20	и на	3	7
21	не только	12	7
22	из них	4	7
23	еще не	7	6
24	в своем	4	6
25	о том	12	6
26	в нем	3	6
27	в то	8	6
28	того чтобы	3	6
29	потому что	5	6
30	в двух	1	6
31	то что	8	6
32	в которой	1	5
33	с его	5	5
34	что он	9	5
35	так что	2	5
36	с этим	3	5
37	ни в	5	5
38	с тем	1	5
39	последние десятилетия	1	5
40	и с	4	5
41	один из	4	5
42	действующих лиц	2	5
43	в качестве	9	5
44	по адресу	2	4
45	уже в	1	4
46	хотя и	2	4
47	в самом	4	4
48	в целом	2	4
49	из этих	1	4
50	как и	9	4
51	в этих	5	4
52	место в	1	4
53	тому что	4	4
54	не менее	5	4
55	с и	2	4
56	как будто	4	4
57	как мы	3	4
58	в в	1	4
59	что у	3	4
60	сразу же	1	4
61	можно было	5	4
62	за то	1	4
63	еще в	3	4
64	его в	3	4
65	восходит к	1	4
66	между тем	8	4
67	в его	8	4
68	только в	5	4
69	же в	3	4
70	в начале	2	4
71	так как	1	4
72	у него	9	4
73	что для	1	4
74	прежде всего	11	4
75	в руках	1	4
76	в частности	5	4
77	как это	1	4
78	все же	3	4
79	и для	3	4
80	и от	4	4
81	одной из	2	4
82	точки зрения	5	4
83	речь идет	3	3
84	например в	2	3
85	тех же	1	3
86	то же	9	3
87	в их	2	3
88	той же	2	3
89	вопрос о	2	3
90	похожи на	1	3
91	это время	1	3
92	в ней	4	3
93	что его	1	3
94	во всех	1	3
95	как правило	6	3
96	но не	3	3
97	по отношению	8	3
98	как в	8	3
99	что касается	1	3
100	но в	5	3
101	со своей	1	3
102	так или	2	3
103	в этой	8	3
104	как он	2	3
105	друг другу	1	3
106	но все	1	3
107	человека в	6	3
108	первую очередь	2	3
109	ли можно	1	3
110	не имеет	2	3
111	в самой	1	3
112	же время	8	3
113	к концу	1	3
114	связи с	4	3
115	что на	2	3
116	в поле	1	3
117	в образе	1	3
118	и поэтому	2	3
119	себя в	4	3
120	ответ на	1	3
121	мы знаем	2	3
122	представить себе	1	3
123	друг друга	5	3
124	тем что	3	3
125	в первую	2	3
126	даже не	1	3
127	или иначе	2	3
128	не было	4	3
129	о чем	1	3
130	в связи	3	3
131	из которых	1	3
132	и столь	1	3
133	отношению к	8	3
134	да и	2	3
135	с этой	2	3
136	все это	2	3
137	для нас	1	3
138	интерес к	5	3
139	а в	7	3
140	в своей	10	3
141	жизни и	5	3
142	того времени	1	3
143	не может	7	3
144	как известно	1	2
145	и т	11	2
146	только потому	2	2
147	в первом	1	2
148	из его	1	2
149	и за	1	2
150	мы не	2	2
151	говорить о	3	2
152	х годов	1	2
153	в виду	1	2
154	под названием	1	2
155	в ее	3	2
156	чем это	1	2
157	и другие	1	2
158	если в	2	2
159	отличие от	1	2
160	тут же	1	2
161	человеку и	1	2
162	отнюдь не	3	2
163	и я	1	2
164	идет о	3	2
165	в одной	2	2
166	что именно	1	2
167	в действительности	4	2
168	от этого	1	2
169	и хотя	1	2
170	за собой	1	2
171	да еще	1	2
172	с той	2	2
173	художественного мышления	6	2
174	жизни так	2	2
175	ни одна	1	2
176	роль в	1	2
177	см т	2	2
178	современной ему	1	2
179	что она	4	2
180	не следует	2	2
181	три года	1	2
182	он не	4	2
183	в силу	1	2
184	что ни	1	2
185	на этом	3	2
186	то ни	1	2
187	же не	1	2
188	об этом	5	2
189	в глазах	6	2
190	это не	7	2
191	этом смысле	1	2
192	в это	2	2
193	когда в	1	2
194	не более	1	2
195	в следующем	2	2
196	всяком случае	1	2
197	в отличие	1	2
198	признать что	1	2
199	не в	7	2
