N	3gram	Losev_Vlad_3	Istorich
1	мы видим что	1	8
2	не может быть	6	7
3	тем не менее	9	6
4	более или менее	5	5
5	с другой стороны	2	5
6	до сих пор	1	5
7	с одной стороны	3	4
8	на то что	2	4
9	в том что	10	4
10	дело в том	5	3
11	то же самое	1	3
12	точно так же	4	3
13	то время как	2	3
14	в то время	4	3
15	в связи с	2	3
16	надо сказать что	1	3
17	о том что	8	3
18	мы не будем	1	3
19	можно было бы	1	3
20	начинается с того	1	2
21	бы то ни	3	2
22	то что в	3	2
23	вместе с тем	6	2
24	и тем не	1	2
25	так же как	2	2
26	если бы мы	1	2
27	то ни было	1	2
28	как будто бы	1	2
29	и должно быть	1	2
30	в отличие от	3	2
31	все же не	1	2
32	мы не можем	1	2
33	само по себе	3	2
34	с самого начала	1	2
35	эту точку зрения	1	2
36	вопрос о том	1	2
37	по этому поводу	1	2
38	этому поводу необходимо	1	1
39	идет только о	1	1
40	что в этом	2	1
41	сводится к тому	2	1
42	все дело в	1	1
43	иметь в виду	2	1
44	какой бы то	1	1
45	да и не	1	1
46	это было бы	1	1
47	не говоря уже	1	1
48	не только с	1	1
49	в этом смысле	3	1
50	так что в	1	1
51	о том как	1	1
52	в этом случае	1	1
53	одной стороны и	2	1
54	же как и	1	1
55	и больше ничего	1	1
56	более высокой ступени	1	1
57	но оно не	1	1
58	и то в	1	1
59	на самом же	2	1
60	а так как	1	1
61	только то что	1	1
62	такая точка зрения	1	1
63	непосредственно в самой	1	1
64	как таковая а	1	1
65	таким образом эти	1	1
66	в противном случае	1	1
67	в том случае	3	1
68	возникает вопрос о	1	1
69	еще не есть	1	1
70	что здесь не	1	1
71	почему об этом	1	1
72	не будем здесь	1	1
73	в это время	2	1
74	а не только	2	1
75	еще в году	2	1
76	в иных случаях	1	1
77	перед нами возникает	1	1
78	не только в	1	1
79	в какой бы	1	1
80	об этом же	1	1
81	не содержит в	1	1
82	а есть только	1	1
83	можно дать только	1	1
84	так и с	1	1
85	вне его но	1	1
86	него как и	1	1
87	в этой работе	1	1
88	и она не	1	1
89	самом же деле	2	1
90	мы уже видели	1	1
91	не менее и	1	1
92	если мы будем	1	1
93	том случае когда	1	1
94	и даже в	1	1
95	мы будем признавать	1	1
96	мы знаем что	1	1
97	не только на	1	1
98	что иное как	1	1
99	но и здесь	1	1
100	содержит в себе	4	1
101	если бы не	1	1
102	уже не только	1	1
103	к тому что	2	1
104	в каком отношении	1	1
105	не что иное	1	1
106	для него как	1	1
107	с этим мы	1	1
108	и в этом	5	1
109	внимание на то	1	1
110	для того чтобы	1	1
111	что и в	3	1
112	к тому же	5	1
113	том что и	1	1
114	в этом отношении	2	1
115	можно сколько угодно	2	1
