N	2gram	Voloshinov_1	DiskursI
1	в качестве	1	34
2	не только	4	28
3	в том	6	23
4	а не	5	22
5	то есть	1	20
6	том что	5	19
7	может быть	14	17
8	как и	5	16
9	и в	12	16
10	в этом	4	15
11	еще не	3	14
12	но и	3	14
13	при этом	6	13
14	и т.п	1	12
15	по своей	1	11
16	но не	2	11
17	прежде всего	8	11
18	и не	10	11
19	как в	5	10
20	далеко не	1	10
21	с другой	4	10
22	по отношению	11	9
23	в нем	6	9
24	не может	16	9
25	с одной	2	9
26	одной стороны	2	9
27	в частности	1	9
28	отношению к	11	9
29	отнюдь не	5	8
30	но в	5	8
31	о том	3	8
32	так и	4	8
33	не было	1	7
34	в себе	3	7
35	то же	5	7
36	не в	4	7
37	в основе	1	7
38	в его	2	7
39	только в	6	7
40	высказывания в	1	6
41	в своем	2	6
42	и на	4	5
43	во всех	1	5
44	тому же	2	5
45	в котором	3	5
46	в процессе	6	5
47	в себя	2	5
48	сводится к	1	5
49	по природе	2	5
50	можно сказать	5	5
51	а с	1	5
52	в данном	2	5
53	как бы	13	5
54	к тому	1	5
55	то что	5	5
56	в своей	3	5
57	и о	1	4
58	с его	2	4
59	отношение к	4	4
60	в истории	1	4
61	и к	4	4
62	уже не	4	4
63	в целом	1	4
64	не как	1	4
65	в них	3	4
66	могут быть	2	4
67	же время	1	4
68	между тем	3	4
69	для него	3	4
70	в особенности	2	4
71	что не	4	4
72	связи с	1	4
73	не является	1	4
74	что в	2	4
75	и потому	2	3
76	столь же	1	3
77	в одной	1	3
78	перед нами	1	3
79	в самом	4	3
80	зрения на	1	3
81	это не	2	3
82	и того	1	3
83	точки зрения	14	3
84	по себе	3	3
85	в то	2	3
86	таким образом	12	3
87	должны быть	1	3
88	как не	2	3
89	свою очередь	1	3
90	но при	1	3
91	в ее	1	3
92	в произведении	1	3
93	что и	2	3
94	хотя бы	5	3
95	к ним	2	3
96	именно в	1	3
97	имеет место	2	3
98	это прежде	1	3
99	себе не	1	3
100	к содержанию	6	3
101	тому как	1	3
102	того что	3	3
103	все же	4	3
104	как уже	2	3
105	в свою	1	3
106	сказать что	7	3
107	другой стороны	2	3
108	например в	1	2
109	определить как	1	2
110	едва ли	2	2
111	мы имеем	2	2
112	совпадает с	2	2
113	на себя	1	2
114	в виду	5	2
115	общения в	1	2
116	слово не	1	2
117	между собой	2	2
118	высказывания с	2	2
119	за пределы	4	2
120	себя в	1	2
121	опирается на	1	2
122	стороны и	2	2
123	как к	3	2
124	хотя и	1	2
125	когда он	3	2
126	более или	1	2
127	можно определить	1	2
128	социального взаимодействия	3	2
129	всей его	1	2
130	ей в	1	2
131	подобно тому	1	2
132	и по	3	2
133	на этом	1	2
134	и тем	1	2
135	не всегда	1	2
136	или менее	1	2
137	и без	1	2
138	о литературе	1	2
139	по крайней	1	2
140	и относительно	1	2
141	не подлежащее	1	2
142	и герой	3	2
143	по мере	1	2
144	не менее	3	2
145	в науке	1	2
146	внутренней речи	3	2
147	имеем дело	1	2
148	и его	13	2
149	науке о	1	2
150	в момент	2	2
151	крайней мере	1	2
152	же самое	2	2
153	значительной степени	1	2
154	частной жизни	2	2
155	не есть	2	2
156	оно не	2	2
157	и он	1	2
158	как мы	1	2
159	с ее	1	2
160	данном случае	2	2
161	характер и	1	2
162	в организации	1	2
163	в пределах	3	2
164	но зато	2	2
165	в другом	1	2
166	было в	1	2
167	и вообще	3	2
168	событием и	1	2
169	но отнюдь	2	2
170	во всяком	1	2
171	и что	2	2
172	основе своей	1	2
173	в значительной	1	2
174	на протяжении	1	2
175	и во	1	2
176	в форме	2	2
177	них в	1	2
178	в литературе	4	2
179	дело с	2	2
180	в какой	2	2
181	и ее	3	2
182	точка зрения	3	2
183	есть в	1	2
184	литературы в	1	2
185	уже в	2	2
186	или даже	1	2
187	в одном	1	2
188	сами по	1	2
189	как его	1	2
190	общения и	2	2
191	никогда не	5	2
192	бы это	1	2
193	для художественного	1	2
194	из двух	1	2
195	к которому	1	2
196	и др	5	2
197	героя и	5	2
198	более того	2	2
199	зависит от	2	2
200	его как	2	2
201	о чем	1	2
202	то она	1	2
203	к его	2	2
204	общения не	2	2
205	форма высказывания	2	2
206	тем кто	1	2
207	жизни в	1	2
208	и было	1	2
209	на ранних	1	2
210	события а	1	2
211	высказывания и	2	2
212	в особом	1	2
213	к другим	1	2
214	рассматривать как	1	2
215	за его	2	2
216	известной степени	2	2
217	частности в	1	2
218	особого рода	1	2
219	и все	2	2
220	может и	1	2
221	героя в	1	2
222	они не	1	2
223	к этому	2	2
224	зрения как	1	1
225	случае по	1	1
226	чтобы не	1	1
227	не остается	2	1
228	сам по	1	1
229	и то	2	1
230	самом деле	3	1
231	на самом	4	1
232	это и	1	1
233	не хочет	1	1
234	из его	1	1
235	обойтись без	1	1
236	этом направлении	1	1
237	к предмету	5	1
238	но уже	1	1
239	к общему	1	1
240	на них	1	1
241	не требует	1	1
242	не то	1	1
243	конечном счете	1	1
244	себе и	1	1
245	слову в	1	1
246	что они	1	1
247	были не	1	1
248	не входят	1	1
249	независимо от	2	1
250	характеристики и	1	1
251	в различные	1	1
252	там же	1	1
253	и различные	1	1
254	в противном	1	1
255	и точность	1	1
256	событие оно	1	1
257	и художественного	1	1
258	тем же	1	1
259	следующим образом	1	1
260	ситуации в	1	1
261	что это	1	1
262	в нашем	11	1
263	и те	2	1
264	по преимуществу	1	1
265	говорящего автора	1	1
266	и соответствующей	1	1
267	целого которое	1	1
268	высказывания как	4	1
269	быть только	2	1
270	взаимодействия трех	1	1
271	что она	1	1
272	противном случае	1	1
273	он не	2	1
274	является следствием	1	1
275	с ней	1	1
276	к некоторому	1	1
277	произведении как	1	1
278	он вдруг	1	1
279	к одному	1	1
280	не к	3	1
281	это открывает	1	1
282	нашего времени	1	1
283	мы обратимся	1	1
284	одному и	1	1
285	или иных	1	1
286	одно и	2	1
287	но все	2	1
288	совпадают с	1	1
289	на все	2	1
290	этих форм	1	1
291	при помощи	1	1
292	с другими	2	1
293	искусства в	1	1
294	может стать	2	1
295	этом смысле	1	1
296	в жизни	5	1
297	для них	1	1
298	с этой	2	1
299	в слове	1	1
300	которой он	1	1
301	и вне	1	1
302	мы видели	1	1
303	мы не	3	1
304	слова и	6	1
305	продукт социального	2	1
306	автора и	2	1
307	в этих	2	1
308	о ком	2	1
309	трех говорящего	1	1
310	художественного творчества	3	1
311	в изучении	1	1
312	это делает	1	1
313	с точки	2	1
314	живого общения	2	1
315	свое высказывание	1	1
316	что до	1	1
317	от его	1	1
318	которые в	1	1
319	его к	2	1
320	тем не	3	1
321	и более	3	1
322	том и	1	1
323	не должно	1	1
324	не должна	3	1
325	вместе со	2	1
326	и вся	1	1
327	и тому	1	1
328	до конца	2	1
329	до известной	2	1
330	она могла	1	1
331	передний план	1	1
332	самого начала	1	1
333	дело в	4	1
334	и притом	2	1
335	в русской	1	1
336	на высказывание	1	1
337	которого и	1	1
338	мы все	4	1
339	высказывание может	2	1
340	для всего	1	1
341	не вполне	1	1
342	этих двух	2	1
343	слушателя к	1	1
344	и является	4	1
345	быть ни	1	1
346	на него	2	1
347	здесь же	1	1
348	входят в	1	1
349	как будто	1	1
350	этом отношении	1	1
351	и делает	1	1
352	формы для	1	1
353	в каком	3	1
354	явно не	1	1
355	и оно	1	1
356	интонации и	1	1
357	разрыв между	2	1
358	не могут	1	1
359	на границе	3	1
360	когда мы	1	1
361	и вполне	2	1
362	в определенную	1	1
363	того о	1	1
364	анализа в	1	1
365	одним и	1	1
366	если же	2	1
367	и это	1	1
368	наблюдений над	1	1
369	значения и	2	1
370	чем не	1	1
371	здесь не	3	1
372	высказывание от	1	1
373	вообще по	1	1
374	только то	1	1
375	с самого	1	1
376	как ощущает	1	1
377	что каждый	1	1
378	по аналогии	1	1
379	те же	2	1
380	общения этот	1	1
381	если бы	9	1
382	в словах	1	1
383	из одного	1	1
384	истории литературы	2	1
385	возможна только	2	1
386	к одной	1	1
387	вразрез с	1	1
388	на что	1	1
389	с соответствующими	1	1
390	в конечном	1	1
391	не событиям	1	1
392	к нему	4	1
393	отметить что	1	1
394	в теории	1	1
395	слушателя в	2	1
396	и мы	1	1
397	ком или	1	1
398	что здесь	1	1
399	в формах	2	1
400	которое было	1	1
401	не имеющих	1	1
402	по мнению	1	1
403	социальной ситуации	1	1
404	произведения при	1	1
405	события и	1	1
406	не имеют	1	1
407	поскольку мы	1	1
408	может с	1	1
409	в большинстве	1	1
410	только на	3	1
411	в виде	1	1
412	слова не	1	1
413	стиль высказывания	1	1
414	его и	1	1
415	но для	3	1
416	он имеет	1	1
417	и их	1	1
418	всяком случае	1	1
419	для правильного	1	1
420	свою уверенность	1	1
421	друг друга	1	1
422	говорят героя	1	1
423	мы можем	2	1
424	чем говорят	1	1
425	момент в	1	1
426	своем значении	1	1
427	но эти	1	1
428	выходит за	1	1
429	в области	1	1
430	на примере	2	1
431	до сих	3	1
432	и создает	1	1
433	и прежде	1	1
434	было бы	1	1
435	смысл высказывания	1	1
436	или о	1	1
437	себя и	2	1
438	говорит о	1	1
439	отношения в	1	1
440	не на	1	1
441	выбор слова	2	1
442	при более	1	1
443	этом основании	1	1
444	уверенность в	1	1
445	здесь имеет	1	1
446	на который	1	1
447	несмотря на	1	1
448	на передний	1	1
449	с помощью	6	1
450	в творчестве	3	1
451	вместе с	2	1
452	как это	2	1
453	из трех	1	1
454	только его	1	1
455	словесного творчества	1	1
456	если оно	1	1
457	наряду с	1	1
458	да и	3	1
459	моменты жизни	1	1
460	в современной	1	1
461	предполагает в	1	1
462	для говорящих	1	1
463	однако он	1	1
464	позицию в	1	1
