N	2gram	Bakhtin_Pr_3	Literetu
1	а не	11	20
2	и в	53	19
3	может быть	12	17
4	своего рода	3	13
5	то же	6	12
6	и не	15	11
7	как и	11	10
8	в том	14	10
9	и т.п	31	10
10	но и	7	10
11	в этом	8	9
12	состоит в	1	9
13	в то	5	9
14	в мире	5	9
15	же время	5	9
16	не может	2	9
17	не только	4	8
18	в стихах	1	8
19	и даже	2	8
20	с другой	2	8
21	слова и	3	7
22	том что	5	7
23	так и	6	7
24	и т.д	2	7
25	то что	9	7
26	и на	18	6
27	в себе	5	6
28	при этом	3	6
29	не менее	3	6
30	в году	1	5
31	я не	4	5
32	столь же	1	5
33	но не	5	5
34	он не	3	5
35	одна из	7	5
36	в качестве	1	5
37	для всех	2	5
38	то есть	48	5
39	вместе с	2	5
40	я и	1	4
41	в сфере	1	4
42	но тем	1	4
43	мы не	4	4
44	того же	2	4
45	по отношению	2	4
46	так что	1	4
47	человека в	3	4
48	точки зрения	4	4
49	не в	2	4
50	даже в	1	4
51	в области	3	4
52	в ней	7	4
53	в его	8	4
54	один из	6	4
55	и других	9	4
56	каждый из	1	4
57	тем что	2	4
58	прежде всего	15	4
59	жизни в	3	4
60	другой стороны	1	4
61	жизни и	9	4
62	что в	2	4
63	одним из	3	3
64	и то	1	3
65	в сущности	10	3
66	и он	1	3
67	во всех	12	3
68	в этой	1	3
69	в нем	10	3
70	в глазах	1	3
71	я все	1	3
72	перестает быть	1	3
73	в их	2	3
74	с точки	2	3
75	тем самым	1	3
76	вплоть до	4	3
77	никогда не	2	3
78	ничего не	6	3
79	и его	10	3
80	личности в	1	3
81	в себя	6	3
82	всей своей	2	3
83	и с	6	3
84	но с	1	3
85	а в	2	3
86	так как	7	3
87	себе и	1	3
88	этом отношении	1	3
89	и др	14	3
90	и жизни	2	3
91	по существу	5	3
92	но это	3	3
93	надо мной	1	3
94	в начале	2	3
95	и для	4	3
96	что он	4	3
97	о себе	2	3
98	отношению к	1	3
99	как на	1	3
100	ту же	1	2
101	и до	5	2
102	той же	5	2
103	на первом	1	2
104	с ее	1	2
105	жизни как	4	2
106	в каждой	1	2
107	к своему	1	2
108	в истории	3	2
109	без другого	1	2
110	как уже	1	2
111	и наконец	2	2
112	и к	5	2
113	но в	5	2
114	ведь я	1	2
115	со своей	1	2
116	в целом	1	2
117	жизнь как	1	2
118	как он	2	2
119	о которой	1	2
120	на этом	1	2
121	в каждом	4	2
122	а затем	4	2
123	в жизни	8	2
124	но уже	1	2
125	в них	2	2
126	все равно	4	2
127	соответствии с	2	2
128	с этой	1	2
129	он и	1	2
130	превращаясь в	1	2
131	и еще	1	2
132	как бы	14	2
133	в такой	1	2
134	и без	3	2
135	с идеей	1	2
136	не к	1	2
137	мысли и	1	2
138	что я	2	2
139	что было	1	2
140	тем не	2	2
141	по крайней	1	2
142	из ведущих	5	2
143	в основе	5	2
144	но только	1	2
145	жизни на	2	2
146	в образах	1	2
147	могут быть	4	2
148	восходит к	1	2
149	даже и	2	2
150	все еще	3	2
151	для того	1	2
152	стал я	1	2
153	с образом	1	2
154	не могу	3	2
