N	3gram	Potebnia_M_3	Vvedenie
1	и т д	3	36
2	для того чтобы	3	20
3	в том что	16	12
4	о том что	1	12
5	не может быть	3	8
6	тем не менее	3	8
7	до сих пор	3	6
8	в самом деле	1	6
9	то же время	5	6
10	в то же	5	6
11	и т п	2	5
12	в том чтобы	2	5
13	с другой стороны	4	5
14	с течением времени	1	5
15	по отношению к	5	4
16	в этом отношении	2	4
17	по крайней мере	5	4
18	в данном случае	1	4
19	не только в	4	4
20	так или иначе	1	4
21	может быть названо	1	4
22	само по себе	3	4
23	с одной стороны	3	4
24	в том виде	1	3
25	одной стороны и	1	3
26	в строгом смысле	1	3
27	в собственном смысле	2	3
28	вместе с тем	4	3
29	и в том	2	3
30	заключается в том	1	3
31	и в самом	2	3
32	можно сказать что	2	3
33	сама по себе	2	3
34	как мы видели	1	3
35	в свое время	1	3
36	потому что он	3	2
37	в чем же	1	2
38	и той же	2	2
39	не говоря уже	1	2
40	подобно тому как	2	2
41	то же самое	1	2
42	по самой своей	1	2
43	представить себе что	1	2
44	самой своей природе	1	2
45	и со стороны	1	2
46	той же области	1	2
47	стороны своего содержания	1	2
48	смысле этого слова	7	2
49	не могут быть	2	2
50	не в том	5	2
51	но вместе с	2	2
52	того что уже	2	2
53	в большей части	2	2
54	вовсе не в	1	2
55	как мы уже	1	2
56	по этому поводу	1	2
57	одной и той	2	2
58	а между тем	2	1
59	по себе не	1	1
60	она есть не	1	1
61	истории языка в	1	1
62	только потому что	2	1
63	того что в	1	1
64	не только по	3	1
65	потому что в	1	1
66	более или менее	3	1
67	на самом деле	1	1
68	одной из этих	1	1
69	со стороны формы	2	1
70	и в основании	1	1
71	во многих случаях	1	1
72	что не следует	1	1
73	не имеет права	1	1
74	в том же	2	1
75	может быть назван	1	1
76	в языке и	1	1
77	смысле в каком	2	1
78	говоря уже о	1	1
79	в таком случае	2	1
80	сам по себе	5	1
81	по себе это	1	1
82	в какой она	1	1
83	но и в	4	1
84	каждой из этих	1	1
85	потому что и	2	1
86	только в том	3	1
87	только то что	1	1
88	что не только	1	1
89	заключает в себе	5	1
90	не сам по	1	1
91	и в каждом	1	1
92	совершенно ошибочно думать	1	1
93	и говорить о	1	1
94	сказанного ясно что	1	1
95	каждое из этих	1	1
96	может быть только	3	1
97	и то что	1	1
98	смысле может быть	1	1
99	одно и то	5	1
100	уже потому что	1	1
101	все то что	1	1
102	своего содержания как	1	1
103	в первом случае	2	1
104	не есть еще	2	1
105	как на нечто	1	1
106	заключается не только	1	1
107	и то же	5	1
108	в том как	3	1
109	что в каждой	1	1
110	от этого не	1	1
111	притом не только	1	1
112	в разной мере	1	1
113	только после того	1	1
114	который хотя и	1	1
115	в одно целое	1	1
116	лишь в том	1	1
117	то это может	1	1
118	том смысле в	1	1
119	строгом смысле этого	1	1
120	тем что в	1	1
121	потому что они	1	1
122	уже не к	1	1
123	а в том	5	1
124	может быть не	1	1
125	у него в	1	1
126	до тех пор	1	1
127	в общих чертах	1	1
128	от того что	5	1
129	которая не могла	1	1
130	его отношение к	1	1
131	имея в виду	1	1
132	в свою очередь	3	1
133	что в ней	2	1
134	смотреть как на	3	1
135	собственном смысле этого	1	1
136	уже в том	1	1
137	прежде всего он	1	1
138	не существует и	1	1
139	не менее совершенно	1	1
140	в каждой из	1	1
141	именно потому что	1	1
142	с этой стороны	2	1
143	только тогда когда	7	1
144	после того как	1	1
145	не прямо а	1	1
146	к тому что	2	1
147	вопросом об отношении	1	1
148	только в форме	1	1
149	независимо от своего	1	1
150	легко представить себе	1	1
151	уже из того	1	1
152	из того что	1	1
153	же время служит	1	1
