N	2gram	Losev_Vlad_1	Problemy
1	и в	31	34
2	и не	17	29
3	что он	12	23
4	в его	12	22
5	в нем	4	19
6	может быть	6	19
7	не может	6	19
8	и все	4	19
9	как и	4	18
10	к себе	2	17
11	в этом	14	16
12	но в	12	16
13	и его	7	16
14	все это	5	16
15	он не	10	15
16	и с	14	15
17	что я	2	15
18	прежде всего	1	15
19	то же	6	14
20	с самим	1	14
21	к нему	4	14
22	самом деле	1	13
23	для него	7	13
24	и к	6	12
25	в то	8	12
26	же время	4	12
27	потому что	11	12
28	но и	19	12
29	на самом	1	11
30	вовсе не	5	11
31	то что	18	11
32	не только	24	10
33	не в	5	9
34	в отношении	3	9
35	а не	1	9
36	и т	2	8
37	с самого	1	8
38	никогда не	9	8
39	с ним	5	8
40	в самом	2	8
41	себя и	1	8
42	так же	1	8
43	что же	5	8
44	и для	2	8
45	точки зрения	2	8
46	я не	4	7
47	на него	3	7
48	как мы	9	7
49	и даже	15	7
50	что не	1	7
51	с которым	2	7
52	этого слова	1	7
53	все же	3	7
54	отношении к	1	7
55	что в	14	7
56	мы уже	7	6
57	и на	3	6
58	с его	11	6
59	отношение к	3	6
60	что они	3	6
61	что у	4	6
62	у меня	2	6
63	для себя	2	6
64	так и	6	6
65	в себе	4	6
66	только в	9	6
67	от него	2	6
68	с ними	2	6
69	которым он	1	6
70	на них	1	5
71	он сам	2	5
72	в чем	2	5
73	по отношению	1	5
74	вы думаете	1	5
75	и у	4	5
76	в целом	3	5
77	и вот	3	5
78	но все	1	5
79	лишь в	2	5
80	на протяжении	1	5
81	с тем	2	5
82	он и	6	5
83	не мог	3	5
84	в конце	9	5
85	даже в	2	5
86	таким образом	3	5
87	к тому	3	5
88	и сам	6	5
89	и что	6	5
90	что и	5	5
91	это не	1	5
92	того что	2	5
93	и так	3	5
94	так что	10	5
95	из них	2	5
96	всяком случае	2	5
97	в одном	1	5
98	себе и	1	5
99	когда я	1	5
100	к своему	3	5
101	другого человека	1	5
102	и от	5	5
103	ни одного	1	5
104	мы должны	2	5
105	хотя бы	2	5
106	а в	9	5
107	во всяком	2	5
108	из его	4	4
109	он как	3	4
110	еще не	2	4
111	бы то	1	4
112	но не	3	4
113	но как	5	4
114	как в	3	4
115	он в	3	4
116	все эти	3	4
117	но на	3	4
118	на его	3	4
119	при этом	2	4
120	на этом	2	4
121	то ни	1	4
122	что все	2	4
123	с другими	1	4
124	этом смысле	4	4
125	ни в	2	4
126	но это	3	4
127	он с	1	4
128	ничего не	3	4
129	как раз	7	4
130	и это	2	4
131	если бы	1	4
132	он говорил	1	4
133	на вопрос	1	4
134	и кажется	2	4
135	только на	3	4
136	в виде	3	4
137	в начале	3	4
138	в общем	3	4
139	так как	8	4
140	у него	15	4
141	на меня	1	4
142	даже и	9	4
143	с другой	3	4
144	тем что	2	4
145	человека как	3	4
146	вместе с	3	4
147	да и	4	4
148	как к	2	4
149	из своего	3	4
150	я в	1	4
151	ни было	1	4
152	отношением к	2	4
153	и то	10	3
154	ведь и	1	3
155	в ней	1	3
156	что его	4	3
157	совсем не	4	3
158	для других	1	3
159	нет и	2	3
160	в одной	1	3
161	хотя и	4	3
162	и как	4	3
163	поэтому он	1	3
164	стиль его	1	3
165	уже в	7	3
166	как он	4	3
167	не как	1	3
168	их в	1	3
169	в каждом	1	3
170	знает что	1	3
171	это было	6	3
172	в высшей	1	3
173	а что	1	3
174	далеко не	1	3
175	раз и	3	3
176	в своей	4	3
177	в котором	6	3
178	не менее	2	3
179	но он	5	3
180	что с	2	3
181	том что	14	3
182	которого он	2	3
183	во всем	4	3
184	есть только	1	3
185	перед его	1	3
186	слова с	1	3
187	где он	2	3
188	с ее	1	3
189	еще в	4	3
190	сводится к	1	3
191	и во	1	3
192	я тогда	1	3
193	к концу	2	3
194	в том	11	3
195	человека с	1	3
196	от другого	1	3
197	а с	5	3
198	в стиле	1	3
199	он только	1	3
200	до конца	1	3
201	под влиянием	3	3
202	он уже	4	3
203	по своему	3	3
204	если не	3	3
205	бы в	1	3
206	конце концов	3	3
207	но зато	2	3
208	только что	2	3
209	его к	2	3
210	только с	1	3
211	другой стороны	3	3
212	жизни и	5	3
213	в обычном	1	2
214	это и	2	2
215	не хочет	1	2
216	той же	2	2
217	для его	2	2
218	и тут	2	2
219	мы и	4	2
220	того же	6	2
221	и он	3	2
