N	2gram	Voloshinov_1	Myslijsy
1	потому что	1	52
2	и в	19	39
3	в языке	4	33
4	может быть	26	27
5	в том	6	26
6	только в	9	25
7	не может	24	22
8	что в	4	22
9	не только	8	21
10	так как	2	21
11	а не	7	21
12	в нем	10	20
13	но и	8	20
14	и не	26	18
15	языка и	13	17
16	язык есть	4	17
17	что язык	2	16
18	том что	3	16
19	так что	1	16
20	в этом	16	15
21	не в	5	15
22	если бы	2	14
23	по отношению	3	13
24	в себе	2	13
25	таким образом	17	13
26	так и	11	13
27	отношению к	2	13
28	было бы	4	12
29	мы не	6	10
30	как в	4	10
31	по себе	4	10
32	и что	1	10
33	а потому	1	10
34	то что	8	10
35	что не	2	10
36	не есть	3	10
37	речи и	3	10
38	и понимания	1	9
39	но в	7	9
40	как и	12	9
41	мысли в	2	9
42	тогда когда	1	9
43	могут быть	2	9
44	мысли и	4	9
45	тем что	2	9
46	но не	1	8
47	в слове	10	8
48	точки зрения	34	8
49	язык в	4	8
50	в одном	1	8
51	того что	3	8
52	со стороны	1	8
53	язык как	7	7
54	в ней	4	7
55	в истории	3	7
56	с этим	4	7
57	мысли то	1	7
58	это не	1	7
59	на язык	3	7
60	должны быть	3	7
61	с другой	5	7
62	должно быть	2	7
63	языка с	2	6
64	то же	7	6
65	независимо от	2	6
66	все же	8	6
67	и как	3	6
68	при этом	8	6
69	и по	1	6
70	от нее	2	6
71	между собою	1	6
72	не менее	4	6
73	того как	1	6
74	тем не	2	6
75	в каком	3	6
76	языка в	14	6
77	что и	2	6
78	еще не	4	6
79	по мере	2	6
80	в природе	1	6
81	как бы	15	6
82	в первом	3	5
83	во всех	7	5
84	то в	2	5
85	не имеют	3	5
86	не следует	1	5
87	с тем	1	5
88	возможно только	1	5
89	не имеет	3	5
90	и его	19	5
91	если же	1	5
92	язык и	2	5
93	между тем	3	5
94	во втором	2	5
95	в его	6	5
96	для всех	2	5
97	языка как	17	5
98	вовсе не	5	5
99	друг друга	8	5
100	зависит от	2	5
101	языка не	2	5
102	так же	7	5
103	и потому	5	5
104	быть только	1	5
105	и для	11	5
106	язык не	1	5
107	а в	4	5
108	другой стороны	6	5
109	в таком	2	5
110	вопрос о	4	4
111	бы ни	1	4
112	а только	1	4
113	все остальные	2	4
114	из этих	2	4
115	в каждом	7	4
116	этом смысле	2	4
117	мы видели	1	4
118	и языка	1	4
119	тем самым	1	4
120	бы быть	1	4
121	в то	3	4
122	не по	1	4
123	никогда не	2	4
124	же время	3	4
125	не могут	3	4
126	к тому	2	4
127	свою очередь	2	4
128	и необходимости	1	4
129	бы в	2	4
130	говорит он	2	4
131	то на	1	4
132	и других	2	4
133	для него	9	4
134	само по	1	4
135	в более	1	4
136	не было	3	4
137	и даже	2	4
138	в действительности	2	4
139	прежде всего	13	4
140	там где	2	4
141	что мы	1	4
142	тому как	1	4
143	быть не	1	4
144	слова и	3	4
145	в смысле	6	4
146	при таком	1	4
147	от него	2	4
148	от того	4	4
149	мы видим	1	4
150	в свою	2	4
151	языка то	1	4
152	в своих	2	4
153	а между	1	3
154	того же	6	3
155	должна быть	2	3
156	и то	1	3
157	история языка	2	3
158	столь же	1	3
159	явлений и	2	3
160	сама по	2	3
161	относится к	1	3
162	в своем	2	3
163	хотя и	1	3
164	в самом	10	3
165	что это	1	3
166	что слово	4	3
167	он не	3	3
168	ни были	1	3
169	подобно тому	1	3
170	так например	1	3
171	то ни	8	3
172	что все	2	3
173	той же	2	3
174	и с	2	3
175	а его	1	3
176	и тем	1	3
177	в этой	1	3
178	и при	3	3
179	в своей	3	3
180	и без	1	3
181	с точки	20	3
182	о языке	8	3
183	и той	2	3
184	начнем с	1	3
185	друг другу	1	3
186	тому что	2	3
187	слова мы	1	3
188	она не	2	3
189	для того	4	3
190	самого начала	4	3
191	на него	1	3
192	не могло	2	3
193	или же	1	3
194	находятся в	1	3
195	как она	2	3
196	в сознании	2	3
197	и это	3	3
198	но при	2	3
199	с самого	4	3
200	и вообще	2	3
201	к одной	1	3
202	одной и	2	3
203	и во	2	3
204	во внутренней	1	3
205	в организме	6	3
206	мы увидим	1	3
207	но как	1	3
208	с одной	1	3
209	если мы	11	3
210	языка а	3	3
211	только на	4	3
212	каким образом	1	3
213	или даже	1	3
214	языка но	1	3
215	и их	2	3
216	представить себе	1	3
217	были бы	1	3
218	что для	1	3
219	связи с	11	3
220	все более	1	3
221	в самой	1	3
222	одной стороны	1	3
223	оно и	1	3
224	и от	3	3
225	она может	3	3
226	и все	5	3
227	к этой	2	3
228	мы должны	3	3
229	сказать что	4	3
230	во всяком	5	3
231	этого в	1	2
232	ко всем	1	2
233	в применении	1	2
234	одним из	2	2
235	словом и	2	2
236	связи между	5	2
237	и есть	3	2
238	тем же	1	2
