N	4gram	Voloshinov_1	Psycholo
1	одной и той же	2	4
2	в том что он	1	3
3	одни и те же	5	2
4	в то же время	3	2
5	все более и более	1	2
6	и не может быть	4	1
7	и в первом случае	1	1
8	одна и та же	1	1
9	друг с другом и	1	1
10	что же касается до	1	1
11	бы то ни было	8	1
12	с этой точки зрения	1	1
13	можно сказать что большинство	1	1
14	с одной стороны оно	1	1
15	какого бы то ни	2	1
16	в связи с этим	3	1
17	одного и того же	5	1
18	до тех пор пока	2	1
19	имеют ничего общего с	1	1
20	не имеют ничего общего	1	1
21	так же как и	2	1
22	один и тот же	3	1
