N	2gram	Vinokur_Vv_1	Narrotol
1	не только	21	31
2	но и	5	27
3	и не	13	23
4	при этом	3	19
5	может быть	24	15
6	в качестве	7	14
7	в частности	3	14
8	как и	5	13
9	в тексте	4	13
10	а не	3	13
11	а в	5	13
12	в этом	34	12
13	только в	13	12
14	и в	27	11
15	в данном	11	11
16	тогда как	2	10
17	состоит в	2	10
18	своего рода	3	10
19	и его	5	10
20	такого рода	2	10
21	времени и	4	9
22	то что	17	9
23	то же	8	8
24	представляет собой	12	8
25	иначе говоря	1	8
26	не может	13	8
27	данном случае	5	8
28	в том	31	8
29	уже не	5	8
30	со стороны	12	8
31	и т.п	1	8
32	но в	10	7
33	том что	26	7
34	если бы	2	7
35	на протяжении	2	7
36	у него	1	7
37	в самом	12	6
38	не в	8	6
39	в этой	3	6
40	в себе	4	6
41	тому же	1	6
42	об этом	5	6
43	не мог	2	6
44	к тому	4	6
45	и т.д	4	6
46	одного из	1	6
47	во втором	2	6
48	в его	10	6
49	как бы	5	6
50	один из	6	6
51	как раз	4	6
52	или в	1	6
53	а также	3	6
54	жизни и	2	6
55	и на	3	5
56	той или	1	5
57	рассказа в	1	5
58	так и	1	5
59	точки зрения	7	5
60	в своей	4	5
61	потому что	14	5
62	можно сказать	3	5
63	в соответствии	2	5
64	то в	1	4
65	в первом	5	4
66	еще не	4	4
67	истории в	2	4
68	но не	7	4
69	как в	1	4
70	все же	8	4
71	хотя и	3	4
72	из этих	5	4
73	в нем	13	4
74	в принципе	2	4
75	из них	3	4
76	по себе	9	4
77	и тем	5	4
78	соответствии с	2	4
79	в одном	4	4
80	в то	5	4
81	одна из	2	4
82	не по	1	4
83	того чтобы	21	4
84	никогда не	3	4
85	что на	1	4
86	в ней	3	4
87	что у	1	4
88	о том	15	4
89	внимание на	4	4
90	же время	5	4
91	к нему	2	4
92	в литературе	1	4
93	того что	12	4
94	для него	1	4
95	слова в	1	4
96	или иной	1	4
97	прежде всего	8	4
98	из наиболее	4	4
99	о чем	4	4
100	мира в	1	4
101	этом и	1	4
102	однако и	1	4
103	или не	1	4
104	речь идет	2	3
105	также и	16	3
106	и то	5	3
107	самом деле	6	3
108	мы имеем	3	3
109	мы не	2	3
110	а для	1	3
111	он сам	3	3
112	но как	2	3
113	в противовес	1	3
114	в центре	4	3
115	в своем	3	3
116	и как	9	3
117	в целом	5	3
118	большей части	2	3
119	для того	21	3
120	подобно тому	1	3
121	и с	2	3
122	это не	8	3
123	в жизни	1	3
124	не всегда	1	3
125	еще раз	1	3
126	в ходе	1	3
127	и ее	4	3
128	тем не	8	3
129	однако в	3	3
130	не менее	8	3
131	о них	2	3
132	как будто	3	3
133	этом отношении	3	3
134	у нас	2	3
135	истории не	2	3
136	и о	1	3
137	еще в	1	3
138	различного рода	1	3
139	о ней	1	3
140	лишь в	1	3
141	в конечном	1	3
142	между тем	8	3
143	что он	4	3
144	по отношению	4	3
145	может служить	3	3
146	представляют собой	6	3
147	именно в	8	3
148	при всей	1	3
149	не было	1	3
150	как это	5	3
151	тому как	1	3
152	быть не	1	3
153	в начале	3	3
154	но для	1	3
155	это уже	1	3
156	не существует	2	3
157	и все	1	3
158	жизни а	1	3
159	первом случае	2	3
160	отношению к	4	3
161	что в	11	3
162	в зависимости	1	2
163	всех его	1	2
164	язык как	3	2
165	и для	4	2
166	в сущности	3	2
167	не вполне	4	2
168	жизни как	2	2
169	зависимости от	1	2
170	меньшей степени	1	2
171	между собой	1	2
172	в чем	4	2
173	как если	1	2
174	отличие от	3	2
175	в той	7	2
176	так называемая	2	2
177	та же	1	2
178	в известном	3	2
179	раз в	1	2
180	на две	1	2
181	на то	1	2
182	не могла	1	2
183	так сказать	1	2
184	и вот	3	2
185	заключает в	1	2
186	одно и	1	2
187	говорил о	1	2
188	входит в	2	2
189	это было	1	2
190	для них	1	2
191	также не	1	2
192	все равно	1	2
193	этого не	2	2
194	он и	2	2
195	и тогда	3	2
196	и того	2	2
197	в этих	3	2
198	в отличие	3	2
199	сих пор	5	2
200	каким он	1	2
201	в обоих	2	2
202	не имеет	4	2
203	дело в	3	2
204	и сама	1	2
205	дело не	3	2
206	не могло	1	2
207	казалось бы	2	2
208	ничего не	2	2
