N	3gram	Tiupa_Lite_3	Narrotol
1	в данном случае	4	8
2	не только в	2	6
3	в том что	4	5
4	к тому же	5	5
5	в соответствии с	3	4
6	то же время	7	4
7	и тем самым	2	4
8	той или иной	2	4
9	в то же	7	4
10	не может быть	3	4
11	по отношению к	4	3
12	подобно тому как	2	3
13	в этом отношении	5	3
14	по большей части	2	3
15	для того чтобы	1	3
16	начало и конец	1	3
17	тем не менее	1	3
18	о том что	4	2
19	состоит в том	2	2
20	в самом деле	2	2
21	то же самое	2	2
22	так и не	1	2
23	в отличие от	5	2
24	но и в	2	2
25	присутствия в мире	6	2
26	и т.п и	1	2
27	как раз в	1	2
28	может быть не	1	2
29	в своего рода	2	2
30	а во втором	1	2
31	в связи с	1	2
32	в свою очередь	1	2
33	на то что	2	2
34	от окружающего мира	1	1
35	это уже не	1	1
36	раз в том	1	1
37	что иное как	1	1
38	в е годы	8	1
39	в хх веке	3	1
40	по этой причине	1	1
41	более или менее	1	1
42	к себе с	1	1
43	в том числе	3	1
44	с другой стороны	2	1
45	что создает эффект	1	1
46	с точки зрения	3	1
47	и не только	1	1
48	человеческого присутствия в	2	1
49	героя при этом	1	1
50	бы то ни	2	1
51	он и не	1	1
52	и то что	1	1
53	из того что	2	1
54	именно в этом	1	1
55	может быть вполне	1	1
56	то был не	1	1
57	в этой связи	1	1
58	едва ли не	1	1
59	в самом начале	1	1
60	в ней есть	1	1
61	по сути своей	1	1
62	то ни было	2	1
63	с одной стороны	4	1
64	но при этом	1	1
65	в значительной степени	1	1
66	так сказать изнутри	1	1
67	в этой ситуации	2	1
68	в той или	1	1
69	то есть от	1	1
70	или иной природы	1	1
71	содержит в себе	1	1
72	я в мире	1	1
73	состоит как раз	1	1
74	к такого рода	1	1
75	сказать и о	1	1
76	еще в году	1	1
77	входит в жизнь	1	1
78	и в самом	2	1
79	в конечном счете	1	1
80	в творческом наследии	1	1
81	том числе и	2	1
82	но и не	2	1
83	друг от друга	1	1
84	по себе но	1	1
85	к тому что	1	1
86	на самом деле	1	1
87	но и с	1	1
88	в целом как	1	1
89	обратим внимание на	2	1
