N	2gram	Nazirov_Tv_2	Myshleni
1	в этом	8	29
2	и в	20	26
3	для себя	1	24
4	не только	13	24
5	то что	3	24
6	таким образом	10	23
7	представляет собой	1	19
8	в том	8	18
9	и не	9	18
10	том что	4	17
11	потому что	7	16
12	как и	6	15
13	как мы	1	14
14	так как	3	14
15	так же	5	14
16	в ходе	1	12
17	и его	9	12
18	вместе с	3	12
19	что в	7	12
20	мысли и	1	11
21	в которой	2	11
22	но и	8	11
23	не может	7	11
24	что они	4	10
25	в развитии	1	10
26	в самом	3	9
27	в себе	3	9
28	тому что	1	9
29	мышления и	1	9
30	тем что	3	9
31	же как	3	8
32	то же	7	8
33	той же	1	8
34	что она	4	8
35	что он	6	8
36	только в	2	8
37	сказать что	1	8
38	тем самым	4	8
39	мы не	4	7
40	и к	1	7
41	с самого	1	7
42	представление о	7	7
43	самого начала	1	7
44	к тому	1	7
45	по мере	1	7
46	может быть	8	7
47	прежде всего	8	7
48	в меру	1	7
49	самом деле	2	6
50	во всех	1	6
51	по отношению	3	6
52	все же	5	6
53	что это	1	6
54	все эти	4	6
55	было бы	1	6
56	в ее	2	6
57	от социальной	1	6
58	нас к	1	6
59	в сознании	1	6
60	между собой	1	6
61	и что	2	6
62	заключается в	1	6
63	именно в	6	6
64	а не	6	6
65	как бы	11	6
66	как на	1	6
67	связи между	1	5
68	из всех	1	5
69	оба эти	1	5
70	в целом	6	5
71	в силу	1	5
72	и с	8	5
73	и значение	1	5
74	что этот	2	5
75	у нее	3	5
76	она не	1	5
77	что с	1	5
78	в процессе	2	5
79	во второй	1	5
80	является в	1	5
81	если бы	4	5
82	в виду	1	5
83	на вопрос	1	5
84	как она	1	5
85	с одной	1	5
86	на всем	1	5
87	в начале	3	5
88	и их	1	5
89	как это	1	5
90	отношению к	3	5
91	с этой	3	5
92	и для	1	5
93	в речи	1	5
94	едва ли	2	4
95	еще не	5	4
96	с другой	2	4
97	если в	1	4
98	это и	1	4
99	как в	4	4
100	стороны и	1	4
101	но в	4	4
102	не можем	1	4
103	нами в	1	4
104	на то	1	4
105	в такой	2	4
106	в котором	3	4
107	не в	4	4
108	не менее	2	4
109	никогда не	11	4
110	связи с	1	4
111	в области	1	4
112	в момент	1	4
113	не могут	1	4
114	что оно	1	4
115	не есть	1	4
116	приводит к	2	4
117	что у	4	4
118	о том	5	4
119	всем протяжении	1	4
120	в пользу	3	4
121	в его	10	4
122	и только	2	4
123	в свете	3	4
124	одной из	3	4
125	так что	2	4
126	в конце	6	4
127	друг друга	2	4
128	и от	4	4
129	и наконец	2	4
130	связана с	1	3
131	только потому	1	3
132	в первом	1	3
133	мы уже	1	3
134	в чем	4	3
135	но не	5	3
136	нет и	2	3
137	в этой	5	3
138	в одной	3	3
139	в мысли	1	3
140	имеет в	2	3
141	в этот	2	3
142	из этих	1	3
143	к выводу	1	3
144	он не	3	3
145	в первой	2	3
146	чем у	1	3
147	содержит в	1	3
148	наших глазах	1	3
149	и по	2	3
150	так и	6	3
151	речи или	1	3
152	об этом	4	3
153	с другими	2	3
154	это положение	1	3
155	развития в	1	3
156	мы видели	1	3
157	такой же	2	3
158	для него	3	3
159	в своей	6	3
160	в основном	6	3
161	по себе	1	3
162	в основе	2	3
163	но только	1	3
164	я не	2	3
165	представляется нам	1	3
166	отличается от	1	3
167	его с	1	3
168	с собой	1	3
169	мог бы	1	3
170	с ним	3	3
171	нуждается в	1	3
172	что и	1	3
173	это не	7	3
174	мы видим	4	3
175	и является	1	3
176	менее всего	1	3
177	как раз	1	3
178	до сих	3	3
179	и потому	4	3
180	привело нас	1	3
181	этого слова	1	3
182	и о	1	3
183	сих пор	3	3
184	но это	5	3
185	все это	6	3
186	не является	3	3
187	находит свое	1	3
188	между ними	1	3
189	в то	10	3
190	не означает	2	3
191	как известно	2	2
192	ту же	1	2
193	одним из	3	2
194	на деле	1	2
195	и есть	2	2
196	то в	1	2
197	можно говорить	1	2
198	и до	1	2
199	почти всегда	1	2
200	что если	1	2
201	это отношение	1	2
202	мы и	1	2
203	и он	2	2
204	столь же	1	2
