N	3gram	Voloshinov_1	Russkaja
1	то же время	1	10
2	в то же	1	10
3	с точки зрения	5	9
4	в том что	2	7
5	на самом деле	1	6
6	для того чтобы	1	6
7	более или менее	1	4
8	на то что	1	4
9	не может быть	4	4
10	можно было бы	1	3
11	и не может	1	3
12	в данном случае	2	3
13	в значительной мере	1	2
14	и вместе с	1	2
15	того или иного	2	2
16	к тому что	1	2
17	привести только к	1	1
18	в другом месте	1	1
19	но мы должны	1	1
20	они считают себя	1	1
21	состоит в том	1	1
22	прежде всего в	1	1
23	по отношению к	3	1
24	в самом деле	2	1
25	и в некоторых	1	1
26	то же самое	1	1
27	что они считают	1	1
28	не может иметь	1	1
29	только то что	1	1
30	в этом отношении	1	1
31	может и должно	1	1
32	этой возможностью и	1	1
33	же время в	1	1
34	и более или	1	1
35	но в то	1	1
36	в борьбе с	1	1
37	на том основании	1	1
38	и как бы	1	1
39	и в индии	1	1
40	в связи с	1	1
41	это конечно не	1	1
42	так же как	1	1
43	потому что они	1	1
44	может привести только	1	1
45	само собой разумеется	1	1
46	собой разумеется что	1	1
47	том основании что	1	1
48	тех или иных	1	1
49	с самого начала	2	1
50	для него прежде	1	1
51	несмотря на все	1	1
52	него прежде всего	1	1
53	ведь в самом	1	1
54	тем не менее	1	1
55	и это особенно	1	1
