N	3gram	Voloshinov_1	Literetu
1	в то же	9	7
2	то же время	7	7
3	в этом отношении	2	5
4	о том что	2	4
5	в том что	1	4
6	не говоря уже	1	4
7	не может быть	2	3
8	в хх веке	1	3
9	с точки зрения	5	3
10	и тем самым	3	2
11	по большей части	1	2
12	с другой стороны	1	2
13	особое место в	1	2
14	тем что он	1	2
15	то же самое	4	2
16	в этой ситуации	1	2
17	не только в	3	2
18	той или иной	3	2
19	в самом деле	1	2
20	но и в	3	2
21	из героев достоевского	1	1
22	слово как таковое	1	1
23	говоря уже об	1	1
24	на наш взгляд	1	1
25	вопрос о том	1	1
26	только в живом	1	1
27	в связи с	2	1
28	содержит в себе	1	1
29	при этом не	1	1
30	не только не	1	1
31	в другом месте	1	1
32	а затем и	1	1
33	и при этом	1	1
34	для того чтобы	7	1
35	хотя бы и	1	1
36	но не только	1	1
37	к тому что	2	1
38	не что иное	2	1
39	это как бы	1	1
40	и не только	2	1
41	как бы в	3	1
42	на самом деле	3	1
43	и к тому	1	1
44	и отношения к	1	1
45	до какой степени	1	1
46	в значительной степени	2	1
47	более или менее	1	1
48	в конечном счете	1	1
49	что иное как	2	1
50	и т.п и	2	1
51	но при этом	2	1
52	которое может быть	3	1
53	в себе и	1	1
54	как это будет	1	1
55	вместе с тем	2	1
56	ту или иную	3	1
57	тем не менее	1	1
58	понимать друг друга	2	1
59	в свою очередь	4	1
60	на первый взгляд	1	1
