N	3gram	Nazirov_Tr_1	Istorich
1	о том что	2	5
2	тем не менее	1	4
3	в том что	2	4
4	не может быть	1	3
5	в данном случае	2	3
6	с того что	1	3
7	точно так же	2	2
8	после того как	1	2
9	может быть понят	1	2
10	так и в	3	2
11	у него есть	1	2
12	но все же	2	2
13	как и в	1	2
14	ни за что	1	1
15	что это значит?	1	1
16	в самом деле	1	1
17	в этом случае	1	1
18	во всех видах	1	1
19	что он не	1	1
20	о личных качествах	1	1
21	и т п	1	1
22	своего отца и	1	1
23	один из авторов	1	1
24	у него нет	1	1
25	не исключено что	1	1
26	за что не	1	1
27	в этой связи	1	1
28	все же не	1	1
29	в связи с	1	1
30	то что он	1	1
31	она все же	1	1
32	на вопрос о	1	1
33	но и на	1	1
34	за того кто	1	1
35	своего отца он	1	1
36	мысль о том	1	1
37	он впадает в	1	1
38	с тем и	1	1
39	все в этом	1	1
40	в этом мы	1	1
41	согласие на брак	1	1
42	к тому что	1	1
43	со своими товарищами	1	1
44	на ту сторону	1	1
45	затем он показывает	1	1
