N	2gram	Bakhtin_Pr_5	NovoeSre
1	а не	4	17
2	и в	35	16
3	не может	18	16
4	совсем не	3	12
5	и не	27	11
6	что в	6	9
7	как не	1	8
8	в том	5	8
9	он не	13	8
10	в этом	14	7
11	может быть	14	7
12	как и	18	7
13	высшей степени	3	6
14	с его	7	6
15	не в	10	6
16	ни в	2	6
17	в высшей	3	6
18	никогда не	4	6
19	лишь в	7	6
20	но это	6	6
21	не знает	6	6
22	с ее	3	5
23	в ней	2	5
24	и к	12	5
25	не только	10	5
26	в жизни	2	5
27	все это	14	5
28	в нем	16	5
29	со всех	1	4
30	о том	2	4
31	всех сторон	1	4
32	и мы	1	4
33	в них	4	4
34	то что	10	4
35	это не	3	4
36	прежде всего	12	4
37	должно быть	3	4
38	есть лишь	1	4
39	и потому	1	4
40	по своему	4	4
41	не менее	2	4
42	и для	8	4
43	и все	15	4
44	потому что	8	4
45	с другой	4	3
46	в ее	3	3
47	вопрос о	2	3
48	еще не	7	3
49	во всех	3	3
50	за пределы	3	3
51	лицом к	1	3
52	как в	5	3
53	конечно не	2	3
54	подобно тому	2	3
55	в мире	4	3
56	но и	14	3
57	это было	2	3
58	и пр	1	3
59	стремится к	6	3
60	с тем	3	3
61	я ищу	1	3
62	к лицу	1	3
63	в своей	4	3
64	тому как	2	3
65	она не	1	3
66	что такое	1	3
67	в основе	1	3
68	к тому	6	3
69	сказать что	3	3
70	и это	5	2
71	нем нет	1	2
72	силы и	1	2
73	это и	3	2
74	время как	2	2
75	роль в	1	2
76	в нашу	1	2
77	ведь и	4	2
78	можно было	2	2
79	так и	8	2
80	времени и	2	2
81	к самой	1	2
82	мы не	1	2
83	и с	12	2
84	для этого	2	2
85	еще до	2	2
86	но она	1	2
87	я не	8	2
88	и должно	1	2
89	и что	6	2
90	и на	6	2
91	быть в	2	2
92	должно было	1	2
93	на протяжении	5	2
94	но не	6	2
95	к богу	1	2
96	все время	4	2
97	в центре	1	2
98	с этим	3	2
99	хотя и	2	2
100	но в	19	2
101	все эти	3	2
102	с одной	1	2
103	себя в	2	2
104	есть в	1	2
105	в себе	5	2
106	уже не	3	2
107	не могла	1	2
108	политики и	1	2
109	у него	4	2
110	и заключается	1	2
111	что все	2	2
