N	3gram	Nazirov_Tv_1	Psycholo
1	в том что	6	12
2	о том что	5	10
3	то же самое	1	6
4	к тому что	1	5
5	на самом деле	2	5
6	с самого начала	3	5
7	что он не	1	4
8	мы никогда не	1	3
9	сами по себе	1	3
10	то что в	1	3
11	точно так же	2	3
12	не то что	1	3
13	и что в	1	3
14	в самом конце	1	3
15	в конце концов	1	3
16	это означало бы	1	3
17	заключается в том	1	3
18	говорить о том	1	3
19	и т п	2	3
20	до сих пор	1	3
21	за то что	1	3
22	с одной стороны	1	3
23	все тот же	1	2
24	во всей ее	1	2
25	вместе с тем	1	2
26	в котором все	1	2
27	одна и та	1	2
28	с другой стороны	1	2
29	мы все время	1	2
30	что может быть	1	2
31	и в самом	1	2
32	и та же	2	2
33	к тому же	1	2
34	и т д	1	2
35	что иное как	1	1
36	всю жизнь и	1	1
37	мы уже говорили	1	1
38	прежде всего на	1	1
39	та же самая	2	1
40	по отношению к	1	1
41	и как раз	1	1
42	равно как и	1	1
43	что в основу	1	1
44	потому что не	1	1
45	и до этого	1	1
46	то это означало	1	1
47	бы то ни	1	1
48	от хронологической последовательности	1	1
49	у него не	1	1
50	в первом акте	1	1
51	только то что	1	1
52	со своего пути	1	1
53	то же время	12	1
54	что все это	3	1
55	нет ни слова	1	1
56	все это в	1	1
57	то что может	1	1
58	то ни было	1	1
59	ясно как день	1	1
60	означало бы что	1	1
61	на первый взгляд	1	1
62	рассказа и в	1	1
63	и в то	2	1
64	в себе всю	1	1
65	как и на	1	1
66	в свою очередь	1	1
67	дело в том	3	1
68	я не могу	1	1
69	а может быть	1	1
70	и в свою	1	1
71	у него в	1	1
72	не был бы	1	1
73	не что иное	1	1
74	имел в виду	1	1
75	лежащая в основе	1	1
76	он принадлежит к	1	1
77	как день что	1	1
78	не только в	2	1
79	и всякий раз	1	1
80	в конечном счете	4	1
81	можно сказать что	2	1
82	в этом романе	2	1
83	в то же	13	1
84	это как бы	3	1
85	гамлета вспомним как	1	1
86	только что он	1	1
87	в согласии с	1	1
88	целый ряд других	1	1
89	и в ее	1	1
90	в глубине души	1	1
91	автор как бы	1	1
92	нам кажется что	1	1
