N	4gram	Losev_Dial_4	Problema
1	и тем не менее	1	8
2	и т д и	3	4
3	т д и т	2	3
4	дело в том что	1	3
5	ни в каком случае	1	3
6	д и т д	2	2
7	не имеет ничего общего	2	2
8	не что иное как	8	2
9	в себе не содержит	1	2
10	есть не что иное	5	2
11	или по крайней мере	3	1
12	т д все это	1	1
13	в виду и весь	1	1
14	с тем или другим	1	1
15	свой смысл и свое	1	1
16	перед нами не просто	1	1
17	на самом же деле	1	1
18	она не есть ни	1	1
19	и т д все	2	1
20	ни на что другое	1	1
21	иметь в виду и	1	1
22	ничего не говорит о	2	1
23	имеет ничего общего с	2	1
24	мы должны сказать что	1	1
25	но в то же	2	1
26	всегда так или иначе	1	1
27	и в то же	2	1
28	не говоря уже о	3	1
29	только тогда когда есть	1	1
30	в этом смысле есть	1	1
31	в связи с этим	1	1
