N	2gram	Bakhtin_Fr_3	RusskieA
1	и в	40	29
2	том что	4	22
3	в том	8	22
4	что в	12	22
5	как бы	3	18
6	в других	3	15
7	и другие	2	14
8	так как	4	13
9	может быть	9	13
10	в землю	1	13
11	во время	8	12
12	там же	1	12
13	в этом	15	11
14	как и	11	11
15	одна из	3	11
16	в этот	2	10
17	не только	13	10
18	и с	8	10
19	все это	4	10
20	во многих	1	9
21	о том	4	9
22	на части	1	9
23	а в	3	9
24	с в	2	8
25	его в	1	8
26	показывает что	1	8
27	но и	11	8
28	других местах	3	8
29	ее в	1	8
30	как в	3	7
31	данном случае	2	7
32	мы видели	3	7
33	или в	1	7
34	мы имеем	1	6
35	мы не	2	6
36	еще не	3	6
37	и на	8	6
38	при этом	3	6
39	таким образом	10	6
40	того чтобы	4	6
41	на нее	1	6
42	для того	3	6
43	с тем	1	6
44	вместе с	3	6
45	в данном	4	6
46	этом случае	1	6
47	же в	1	6
48	и т	1	5
49	но не	2	5
50	но в	8	5
51	это не	2	5
52	не может	3	5
53	представление о	2	5
54	потому что	2	5
55	для этого	3	5
56	и что	1	5
57	будто бы	1	5
58	или же	2	5
59	к жизни	2	5
60	то что	5	5
61	к этому	6	5
62	то же	7	4
63	на них	2	4
64	видели что	1	4
65	и бросали	1	4
66	их в	3	4
67	том же	2	4
68	а затем	1	4
69	в них	9	4
70	далеко не	2	4
71	не в	1	4
72	у нас	4	4
73	эти представления	1	4
74	а также	4	4
75	к нему	2	4
76	так что	1	4
77	в виде	1	4
78	из них	4	4
79	именно в	2	4
80	а не	5	4
81	о чем	2	4
82	так же	1	4
83	как это	1	4
84	и все	9	4
85	в таком	1	4
86	в году	5	3
87	и о	4	3
88	в xix	1	3
89	в ее	3	3
90	можно предположить	1	3
91	что это	1	3
92	все эти	8	3
93	в этой	3	3
94	главным образом	1	3
95	подобно тому	1	3
96	и по	1	3
97	на этом	2	3
98	и других	6	3
99	с другими	1	3
100	церковь и	2	3
101	не всегда	1	3
102	на первый	1	3
103	в эту	4	3
104	в этих	6	3
105	в котором	2	3
106	в отличие	3	3
107	но он	2	3
108	в таких	3	3
109	и смех	1	3
110	не имеет	1	3
111	на землю	2	3
112	как мы	10	3
113	во всех	6	3
114	в свете	3	3
115	а именно	1	3
116	того что	1	3
117	что здесь	1	3
118	между тем	3	3
119	в качестве	1	3
120	умирающего и	1	3
121	связь с	6	3
122	отличие от	3	3
123	связаны с	5	3
124	тем что	3	3
125	что для	2	3
126	до конца	6	3
127	для этой	3	3
128	тому как	1	3
129	и от	3	3
130	было бы	4	3
131	вряд ли	1	2
132	одним из	2	2
133	на самом	3	2
134	переход от	2	2
135	в стороне	1	2
136	это и	2	2
137	что иное	1	2
138	не совсем	1	2
139	между собой	1	2
140	иное как	1	2
141	не был	2	2
142	это имеет	1	2
143	с одной	1	2
144	эта связь	1	2
145	с этим	2	2
146	все же	2	2
147	и как	3	2
148	не было	5	2
149	этой цели	1	2
150	в которой	2	2
151	представляет собой	1	2
152	из этих	2	2
153	право на	1	2
154	после чего	1	2
155	если он	1	2
156	к весне	1	2
157	не к	2	2
158	том чтобы	1	2
159	характер в	1	2
160	в образе	1	2
161	здесь мы	2	2
162	связанные с	3	2
163	об этом	3	2
164	плодородие земли	1	2
165	смерть и	1	2
166	для них	1	2
167	должно быть	1	2
168	и еще	2	2
169	так в	4	2
170	в своей	6	2
171	игры в	1	2
172	нас не	1	2
173	в их	4	2
