N	3gram	Medvedev_F_1	StatiiOP
1	в том что	1	16
2	в этом отношении	1	9
3	и т д	8	6
4	до сих пор	6	5
5	вместе с тем	1	5
6	к тому что	1	5
7	и т п	4	3
8	так же как	1	3
9	с другой стороны	1	3
10	во всяком случае	4	3
11	с самого начала	1	3
12	с точки зрения	13	2
13	сами по себе	2	2
14	в отличие от	1	2
15	не только с	1	2
16	бы то ни	3	2
17	в это время	1	2
18	то ни было	1	2
19	не столько в	1	2
20	и в этом	2	2
21	более или менее	6	2
22	но и с	1	2
23	так и в	4	2
24	не только не	2	2
25	но все же	1	2
26	как своего рода	1	2
27	в предисловии к	1	2
28	тем не менее	1	2
29	в этом его	1	1
30	случилось так что	1	1
31	между прочим и	1	1
32	не говоря уже	1	1
33	на самом деле	6	1
34	в настоящее время	10	1
35	в этом смысле	1	1
36	в своей работе	2	1
37	в эту сторону	1	1
38	в той же	1	1
39	говоря уже о	1	1
40	вышедшая в году	1	1
41	если оно не	1	1
42	что при таких	1	1
43	в зависимости от	2	1
44	не могло быть	1	1
45	здесь нет и	1	1
46	т е в	1	1
47	в чем же	1	1
48	в данном случае	1	1
49	в высшей степени	1	1
50	по сравнению с	1	1
51	так или иначе	1	1
52	в связи с	2	1
53	но вместе с	1	1
54	так и на	1	1
55	в конкретном и	1	1
56	а прежде всего	1	1
57	и в том	1	1
58	вместо того чтобы	1	1
59	по отношению к	4	1
60	совершенно независимо от	1	1
61	то же время	8	1
62	в их разрешении	1	1
63	и близкого ему	1	1
64	заключается в том	1	1
65	в том чтобы	2	1
66	в свою очередь	6	1
67	ничего общего с	1	1
68	и речи о	1	1
69	т п в	1	1
70	нужно сказать что	1	1
71	как бы ни	3	1
72	в то же	8	1
73	в том числе	1	1
74	годов т е	1	1
75	в отношении к	1	1
76	настоящее время можно	1	1
77	она до сих	1	1
78	как мы видели	2	1
