N	3gram	Voloshinov_1	SlovoVZh
1	не может быть	2	7
2	можно сказать что	2	5
3	в том что	1	4
4	и не может	1	3
5	тем не менее	1	3
6	сколько бы мы	1	3
7	до сих пор	1	3
8	бы мы ни	3	3
9	это как бы	1	3
10	и то же	3	2
11	из общей для	1	2
12	мы никогда не	5	2
13	на самом деле	3	2
14	с другой стороны	1	2
15	согласие или несогласие	1	2
16	то же самое	4	2
17	с точки зрения	5	2
18	в зависимости от	5	2
19	в ней как	1	2
20	одно и то	3	2
21	никогда не сможем	1	2
22	ни на один	1	2
23	в жизни и	1	2
24	тех или иных	3	1
25	бытия данной группы	1	1
26	таким образом каждое	1	1
27	зависимости от того	2	1
28	той социальной группы	1	1
29	и является задачей	1	1
30	в так называемой	2	1
31	двух частей из	1	1
32	выбор слова и	1	1
33	но все же	2	1
34	связь высказывания с	1	1
35	если бы даже	1	1
36	и тому же	1	1
37	и в этом	1	1
38	социальной группы к	1	1
39	само собой разумеющееся	2	1
40	которого и является	1	1
41	или хотя бы	2	1
42	та же социальная	1	1
43	на это мы	1	1
44	в нашем случае	1	1
45	группы к которой	1	1
46	более или менее	1	1
47	не должно быть	2	1
48	одна и та	1	1
49	так как в	1	1
50	зрения как не	1	1
51	ничего не поймем	1	1
52	это только одна	1	1
53	они как бы	1	1
54	в самом деле	1	1
55	здесь же мы	1	1
56	степени зависит от	1	1
57	без внутренней речи	2	1
58	общей для них	1	1
59	но если бы	1	1
60	свое выражение в	1	1
61	данной социальной группы	1	1
62	по себе не	1	1
63	мы убедились что	2	1
64	плоть и кровь	1	1
65	хотя бы только	1	1
66	и внешней речи	1	1
67	ней как бы	1	1
68	здесь таким образом	1	1
69	мы должны различать	1	1
70	и точек зрения	1	1
71	мы в нем	1	1
72	если же он	1	1
73	но что собственно	1	1
74	равно как и	2	1
75	таким образом мы	1	1
76	то что мы	4	1
77	в свою очередь	4	1
78	но и в	3	1
79	и та же	1	1
80	от того в	1	1
81	о том что	2	1
82	жизненное высказывание как	1	1
83	в этом отношении	2	1
84	только на интонации	1	1
85	не поймем в	1	1
86	с самого начала	4	1
87	и третье лицо	1	1
88	в конечном счете	1	1
89	уже в ней	1	1
90	несмотря на это	1	1
91	ни в какой	1	1
92	можно было бы	1	1
93	внутренней и внешней	3	1
94	то же время	7	1
95	как мы уже	2	1
96	как социального явления	1	1
97	в русской литературе	1	1
98	и здесь мы	1	1
99	в плоть и	1	1
100	миру и к	1	1
101	в жизненной речи	1	1
102	в обществе в	1	1
103	мы имеем в	1	1
104	уж конечно не	1	1
105	только одна сторона	1	1
106	второе и третье	1	1
107	по крайней мере	1	1
108	в то же	9	1
109	и в каком	1	1
110	отнюдь не является	1	1
111	его внутренней речи	2	1
112	в каком направлении	1	1
113	может быть понято	2	1
114	в том и	1	1
115	того чтобы не	1	1
116	в значительной степени	2	1
117	неизбежно утратит свою	1	1
118	чтобы убедиться в	1	1
119	во внутренней речи	3	1
120	но мы можем	1	1
121	не только его	1	1
122	не может получить	1	1
123	еще раз что	1	1
124	как и в	1	1
125	заметим в ней	1	1
126	и тем же	1	1
127	с другими формами	1	1
128	но в то	2	1
129	из двух частей	1	1
130	одному и тому	1	1
131	это прежде всего	1	1
132	и его социальная	1	1
133	мы увидим что	2	1
134	акт сознания не	1	1
135	нельзя было говорить	1	1
