N	2gram	Berdyaev_M_2	Narrotol
1	не только	18	26
2	а не	13	17
3	но и	15	15
4	в том	3	14
5	и не	18	14
6	в этом	20	13
7	и в	46	13
8	том что	4	13
9	такого рода	2	12
10	только в	3	11
11	может быть	21	10
12	своего рода	1	9
13	так и	4	9
14	к тому	5	9
15	а в	2	9
16	в себе	10	8
17	то что	5	8
18	не в	9	8
19	не может	15	8
20	к себе	2	7
21	у него	22	6
22	в своем	8	6
23	и к	7	6
24	но в	10	6
25	всего лишь	1	6
26	в жизни	4	6
27	никогда не	18	6
28	ничего не	2	6
29	а также	1	6
30	в его	5	6
31	вслед за	1	6
32	того что	6	6
33	прежде всего	12	6
34	как бы	8	6
35	жизни в	3	6
36	я не	5	5
37	что он	7	5
38	как в	7	5
39	хотя и	2	5
40	в нем	22	5
41	он не	10	5
42	на протяжении	1	5
43	и тем	1	5
44	точки зрения	2	5
45	в котором	1	5
46	место в	2	5
47	о том	3	5
48	по отношению	2	5
49	с другой	1	5
50	в той	1	5
51	отношению к	2	5
52	то же	5	4
53	в ее	1	4
54	в этой	7	4
55	что это	6	4
56	уже не	4	4
57	в мире	7	4
58	об этом	1	4
59	и уже	1	4
60	в своей	5	4
61	не к	2	4
62	в конце	5	4
63	если бы	3	4
64	как у	2	4
65	в другом	1	4
66	в какой	1	4
67	для него	18	4
68	у нее	1	4
69	как и	13	4
70	мира в	1	4
71	и все	5	4
72	с ним	3	4
73	и у	1	4
74	жизни и	6	4
75	что в	4	4
76	все что	4	4
77	для себя	1	3
78	самом деле	1	3
79	с его	4	3
80	что они	3	3
81	как к	2	3
82	в целом	1	3
83	все эти	1	3
84	и его	5	3
85	самим собой	1	3
86	которой он	1	3
87	тому что	4	3
88	того чтобы	4	3
89	по своей	3	3
90	этом отношении	1	3
91	той или	1	3
92	и сам	1	3
93	мира и	1	3
94	это не	5	3
95	к ней	2	3
96	один из	5	3
97	между тем	2	3
98	или иной	2	3
99	человек в	3	3
100	да и	2	3
101	с этой	1	3
102	и для	7	3
103	а к	1	3
104	сказать что	3	3
105	он может	1	2
106	мере в	1	2
107	к другому	3	2
108	должна быть	1	2
109	мы не	1	2
110	же как	3	2
111	в будущем	1	2
112	в ней	11	2
113	он сам	6	2
114	о любви	1	2
115	в чем	3	2
116	на самом	1	2
117	себе и	2	2
118	в центре	2	2
119	могли бы	1	2
120	за границей	1	2
121	со своей	1	2
122	в самом	5	2
123	в нашем	7	2
124	раз в	1	2
125	роль в	1	2
126	как он	3	2
127	на то	1	2
128	что она	5	2
129	к миру	1	2
130	которая не	1	2
131	не будет	3	2
132	той же	3	2
133	было бы	1	2
134	ведет к	13	2
135	бы на	1	2
136	с точки	1	2
137	и что	2	2
138	жизни с	1	2
139	от его	2	2
140	всякий раз	1	2
141	стало быть	1	2
142	но он	11	2
143	и более	1	2
144	в культуре	1	2
145	человека есть	3	2
146	не имеет	4	2
147	как о	1	2
148	говорить о	1	2
149	достоевского и	2	2
150	своей природе	1	2
151	потому что	12	2
152	со своим	2	2
153	с таким	2	2
154	в сознании	1	2
155	у нас	11	2
156	личности в	2	2
157	и здесь	6	2
158	я сам	1	2
159	оно не	2	2
160	но для	2	2
161	и он	11	2
162	подобно тому	2	2
163	не могу	6	2
164	мысль о	2	2
165	то чтобы	1	2
166	личного бытия	2	2
167	что у	4	2
168	можно было	2	2
169	те же	5	2
170	начала и	1	2
171	во второй	1	2
172	быть может	2	2
173	все те	1	2
174	что и	4	2
175	со всеми	1	2
176	себя в	4	2
177	не все	1	2
178	не случайно	2	2
179	себя но	1	2
180	с другим	3	2
181	а с	1	2
182	превращается в	2	2
183	церкви и	1	2
184	принадлежит не	1	2
185	своего я	1	2
186	более чем	2	2
187	так же	6	2
188	личности как	1	2
189	к своему	2	2
190	по своему	1	2
191	о чем	1	2
192	видит в	1	2
193	тому как	2	2
194	а потом	1	2
195	другого человека	2	2
196	в церкви	2	2
197	той мере	1	2
198	но это	8	2
199	это был	1	2
200	к которому	3	2
201	нас нет	1	2
202	своей собственной	1	2
203	но также	1	2
204	интерес к	2	2
205	бы в	2	2
206	хотя бы	7	2
207	только что	1	2
208	в свою	4	2
209	в своих	3	2
210	по поводу	1	2
211	он лишь	2	2
212	как на	1	2
213	они не	4	2
214	а между	1	1
215	не иначе	1	1
216	как все	1	1
217	отношения к	2	1
218	также и	4	1
219	гибели на	1	1
220	это и	3	1
221	перед лицом	1	1
222	между двумя	1	1
223	жизни героя	1	1
224	прошлое и	1	1
225	он уже	2	1
226	ведь и	1	1
227	самое замечательное	1	1
228	ему принадлежат	2	1
229	если я	2	1
230	ни у	1	1
231	христианской культуры	1	1
232	вопрос о	6	1
233	не была	1	1
234	но она	2	1
235	как то	2	1
236	а для	2	1
237	на себя	1	1
238	на практике	1	1
239	жизни это	4	1
240	счастья и	1	1
241	что теперь	1	1
242	и самого	3	1
243	в xix	1	1
244	а еще	1	1
245	в уста	1	1
246	иное как	3	1
247	отношение было	1	1
248	быть в	1	1
249	со словами	1	1
250	во всех	2	1
251	сознания не	1	1
252	в новом	1	1
253	него с	1	1
254	отношение к	8	1
255	иначе не	1	1
256	человеку и	3	1
257	за пределы	1	1
258	человека его	2	1
259	определяется не	1	1
260	не принимает	1	1
261	и нет	3	1
262	кто не	1	1
263	и как	1	1
264	его к	1	1
265	пределы своего	1	1
266	личности а	1	1
267	то в	2	1
268	для которого	1	1
269	в которой	2	1
270	бы и	5	1
271	отказывается от	1	1
272	все так	1	1
273	бы не	2	1
274	поскольку в	1	1
275	по преимуществу	5	1
276	и будущее	1	1
277	после этого	1	1
278	его внутреннее	1	1
279	это взгляд	1	1
280	в плане	1	1
281	что ни	1	1
282	на этом	2	1
283	людей и	3	1
284	в нее	1	1
285	с собой	2	1
286	она определяется	1	1
287	что является	1	1
288	этом втором	1	1
289	тьмы и	1	1
290	внутреннее состояние	1	1
291	и характер	1	1
292	состояние как	1	1
293	его не	2	1
294	в единую	2	1
295	входит в	1	1
296	другим я	1	1
297	есть не	5	1
298	по природе	1	1
299	который так	1	1
300	с прошлым	1	1
301	этого как	1	1
302	отца и	1	1
303	я все	1	1
304	всю свою	1	1
305	выходя из	1	1
306	любви в	1	1
307	ни в	3	1
308	к которым	1	1
309	личности не	1	1
310	всю жизнь	3	1
311	эту тему	1	1
312	не всегда	2	1
313	в я	1	1
314	в развитии	1	1
315	должно быть	2	1
316	не мог	3	1
317	между ними	1	1
318	есть в	3	1
319	личного начала	2	1
320	человек и	2	1
321	бога это	1	1
322	ничего подобного	3	1
323	человека как	1	1
324	в такой	3	1
325	и без	1	1
326	течение событий	1	1
327	она в	1	1
328	подлинного бытия	2	1
329	не от	2	1
330	в которых	1	1
