N	2gram	Ircho_Kome_3	FransuaR
1	и в	22	49
2	прежде всего	5	19
3	в его	8	18
4	и на	2	17
5	не только	5	17
6	и его	6	17
7	в этом	8	15
8	и не	21	15
9	в них	3	13
10	в эпоху	2	13
11	только в	1	13
12	но и	4	13
13	во время	6	12
14	как и	3	11
15	как бы	3	11
16	в этой	3	10
17	смех и	1	10
18	вовсе не	4	10
19	в нем	3	9
20	все это	5	9
21	в сущности	2	8
22	отношение к	5	8
23	до нас	4	8
24	то же	7	7
25	все же	4	7
26	все эти	1	7
27	таким образом	12	7
28	как мы	2	7
29	один из	3	7
30	не может	3	7
31	жизни и	1	7
32	во всех	2	6
33	в истории	1	6
34	так и	4	6
35	и с	4	6
36	времени и	1	6
37	точки зрения	4	6
38	но он	1	6
39	в то	6	6
40	же время	5	6
41	в себя	1	6
42	то что	4	6
43	так как	11	6
44	сказать что	1	6
45	с точки	3	5
46	с его	3	5
47	из этих	1	5
48	но не	1	5
49	в своем	8	5
50	выражение в	1	5
51	при этом	7	5
52	в своей	5	5
53	никогда не	3	5
54	роль в	2	5
55	тот же	2	5
56	уже в	2	5
57	в начале	3	5
58	может быть	6	5
59	относится к	1	5
60	и потому	1	5
61	в основном	1	5
62	отношения к	2	4
63	и до	1	4
64	и к	3	4
65	но в	5	4
66	в себе	4	4
67	но все	4	4
68	в этих	1	4
69	с ним	5	4
70	в области	2	4
71	она была	2	4
72	с другой	4	4
73	и во	2	4
74	этот момент	1	4
75	в известной	2	4
76	мы находим	1	4
77	а в	7	4
78	тем что	5	4
79	до сих	9	4
80	не было	2	4
81	и о	2	4
82	сих пор	9	4
83	том что	13	4
84	нового времени	2	4
85	в свое	2	4
86	в своих	2	4
87	значение в	1	4
88	как на	1	4
89	человека и	2	3
90	в самом	9	3
91	место в	1	3
92	и со	2	3
93	жизни это	1	3
94	не был	1	3
95	для которого	1	3
96	раз в	2	3
97	да и	1	3
98	свое время	1	3
99	можно было	2	3
100	а затем	2	3
101	и других	1	3
102	было бы	3	3
103	из них	5	3
104	ни в	10	3
105	далеко не	3	3
106	несмотря на	4	3
107	в г	2	3
108	на земле	1	3
109	во всем	1	3
110	в одном	2	3
111	их в	3	3
112	и под	1	3
113	к этим	1	3
114	и это	2	3
115	в ее	3	3
116	в виду	2	3
117	о том	8	3
118	к нему	5	3
119	что он	8	3
120	с одной	3	3
121	не дает	4	3
