N	3gram	Tiupa_Anal_2	Istorich
1	в этих случаях	1	7
2	с другой стороны	2	7
3	в этом случае	4	5
4	в том что	6	5
5	тем не менее	3	5
6	что иное как	1	3
7	в данном случае	5	3
8	в связи с	1	3
9	другой стороны и	1	3
10	не что иное	1	3
11	состоит в том	4	2
12	по отношению к	4	2
13	точно так же	1	2
14	с одной стороны	4	2
15	и то что	2	2
16	о том что	6	2
17	не только не	2	2
18	он ничего не	1	2
19	нам уже известно	1	2
20	как и в	3	2
21	к тому же	4	2
22	мы имеем дело	3	1
23	между прочим и	1	1
24	подобно тому как	3	1
25	в соответствии с	2	1
26	прямо говорит о	1	1
27	с этой точки	1	1
28	с точки зрения	2	1
29	сами по себе	1	1
30	но и в	1	1
31	только то что	1	1
32	в таком случае	2	1
33	можно было бы	2	1
34	этом случае в	1	1
35	и тем что	1	1
36	мужских и женских	2	1
37	в том смысле	1	1
38	только частный случай	1	1
39	не только в	2	1
40	заключается в том	1	1
41	себе ничего не	1	1
42	имеем дело с	1	1
43	так или иначе	1	1
44	по себе ничего	1	1
45	но если бы	1	1
46	этой точки зрения	1	1
47	в тех случаях	1	1
48	есть не что	1	1
49	в свою очередь	1	1
50	а не с	1	1
51	не может быть	1	1
52	не только на	1	1
53	и даже не	1	1
54	можно сказать что	1	1
55	но и не	1	1
56	на то что	2	1
57	тех случаях когда	1	1
58	во второй раз	1	1
59	друг с другом	1	1
60	на этот вопрос	1	1
