N	3gram	Tiupa_Anal_2	Literetu
1	то же время	2	7
2	в то же	2	7
3	присутствия в мире	2	6
4	в этом отношении	3	5
5	в отличие от	2	5
6	к тому же	4	5
7	по отношению к	4	4
8	в данном случае	5	4
9	с одной стороны	4	4
10	о том что	6	4
11	в том что	6	4
12	в соответствии с	2	3
13	с точки зрения	2	3
14	тогда как в	2	3
15	не может быть	1	3
16	особое место в	1	2
17	состоит в том	4	2
18	в самом деле	1	2
19	подобно тому как	3	2
20	то же самое	1	2
21	в этой ситуации	1	2
22	но и в	1	2
23	не удивительно что	3	2
24	в своего рода	1	2
25	не только в	2	2
26	так или иначе	1	2
27	знаменательна в этом	1	2
28	с другой стороны	2	2
29	эстетического субъекта и	1	2
30	и тем самым	2	2
31	и в самом	2	2
32	той или иной	3	2
33	но и не	1	2
34	на то что	2	2
35	обратим внимание на	1	2
36	самом начале своего	1	1
37	что иное как	1	1
38	автора героя и	1	1
39	одних и тех	1	1
40	не знает категории	1	1
41	в этом контексте	2	1
42	объекта и адресата	2	1
43	а затем и	1	1
44	и в словах	1	1
45	как бы не	1	1
46	по этой причине	1	1
47	культуре уединенного сознания	1	1
48	составляет прямую противоположность	1	1
49	организацию коммуникативного события	1	1
50	так и не	4	1
51	имеется в виду	1	1
52	субъектом и объектом	1	1
53	я в мире	1	1
54	хотя бы и	1	1
55	в том уникальном	1	1
56	одной стороны или	1	1
57	в этой связи	1	1
58	в первую очередь	1	1
59	во второй половине	1	1
60	ролевой взгляд на	1	1
61	присутствие я в	1	1
62	несмотря на его	1	1
63	вместе с ними	1	1
64	и то что	2	1
65	субъекта объекта и	2	1
66	и тех же	1	1
67	в этом аспекте	1	1
68	в значительной степени	2	1
69	едва ли не	2	1
70	в самом начале	3	1
71	не что иное	1	1
72	содержит в себе	3	1
73	как бы уже	1	1
74	в нас самих	1	1
75	если говорить о	2	1
76	и представляет собой	1	1
77	возвращает нас к	1	1
78	субъекта уединенного сознания	2	1
79	между субъектом и	1	1
80	не только для	1	1
81	автором и читателем	1	1
82	в связи с	1	1
83	субъекта и эстетического	1	1
84	уже и не	1	1
85	в целом ряде	1	1
86	и не становится	1	1
87	сказать и о	1	1
88	а не только	2	1
89	между тем как	1	1
90	этой точки зрения	1	1
91	факторов художественного впечатления	6	1
92	с действительной жизнью	1	1
93	более или менее	1	1
94	в свою очередь	1	1
95	но и для	1	1
96	не только не	2	1
97	и эстетического адресата	1	1
98	отсылает нас к	1	1
99	в конечном счете	2	1
100	в этом втором	1	1
101	в этой системе	2	1
102	с этой точки	1	1
103	между автором и	1	1
104	только в ситуации	1	1
105	с жизнью и	1	1
106	художественный концепт я-в-мире	1	1
107	человека в мире	1	1
108	но отнюдь не	1	1
109	к тому что	1	1
110	в силу своей	1	1
111	и т.п и	1	1
112	в отношении к	1	1
113	сама по себе	1	1
114	тем не менее	3	1
115	знает категории другого	1	1
116	и себя самого	1	1
117	между я и	1	1
118	в художественном тексте	1	1
119	в целом как	1	1
120	на наш взгляд	1	1
121	в сочетании с	7	1
122	остается в центре	1	1
123	в чем дело	1	1
