N	3gram	Losev_Prob_1	KFilosof
1	не может быть	2	11
2	с точки зрения	3	10
3	в его целом	1	9
4	в данный момент	1	3
5	и в своей	3	3
6	на самом деле	4	3
7	в этом смысле	6	3
8	того или иного	2	3
9	не было бы	1	3
10	и в этом	2	3
11	он может быть	1	2
12	бы то ни	1	2
13	во всей его	1	2
14	то или иное	1	2
15	все это суть	1	2
16	и не быть	1	2
17	во всех этих	2	2
18	ни в каком	3	2
19	раз и навсегда	1	2
20	вовсе не есть	6	2
21	той или иной	4	2
22	в то же	4	2
23	тем не менее	18	2
24	в том что	5	2
25	а не в	1	2
26	и только в	1	2
27	со всем его	1	1
28	в виду и	2	1
29	ни о каких	1	1
30	на то что	8	1
31	а следовательно и	1	1
32	именно в этой	1	1
33	он должен быть	1	1
34	всех этих случаях	1	1
35	действительности а не	2	1
36	и все равно	1	1
37	ровно ничего не	1	1
38	и того же	2	1
39	мы никогда не	3	1
40	и может быть	1	1
41	в настоящее время	3	1
42	оставить в стороне	1	1
43	если он не	1	1
44	в том же	1	1
45	а не к	1	1
46	не было и	1	1
47	и во всех	1	1
48	нужно помнить что	1	1
49	а эта последняя	1	1
50	по своей структуре	1	1
51	о том кто	1	1
52	отнюдь еще не	1	1
53	в основе своей	1	1
54	и это будет	1	1
55	вместе с тем	1	1
56	и тем не	8	1
57	и то что	2	1
58	эта последняя как	1	1
59	и как бы	2	1
60	может быть и	3	1
61	и в то	1	1
62	если мы возьмем	1	1
63	свой смысл и	1	1
64	все это в	1	1
65	его построения и	1	1
66	можно сказать только	2	1
67	не потому что	2	1
68	ни на один	1	1
69	но в то	1	1
70	едва ли кто-нибудь	1	1
71	все эти бесконечные	1	1
72	рождение и смерть	1	1
73	в известном смысле	1	1
74	мы будем говорить	1	1
75	и свой смысл	1	1
76	с тем или	1	1
77	это не значит	1	1
78	бы оно ни	1	1
79	к той же	1	1
80	дело в том	3	1
81	не для того	1	1
82	во всяком случае	3	1
83	для того чтобы	8	1
84	и не субъективно	1	1
85	бы оно было	1	1
86	оно ни было	1	1
87	но для того	1	1
88	и это понятие	1	1
89	что может быть	2	1
90	не является только	1	1
91	это-то и есть	1	1
92	никогда не может	2	1
93	и тем самым	3	1
94	его в его	1	1
95	со всеми своими	2	1
96	а не просто	4	1
97	но отнюдь не	3	1
98	в виде определенной	1	1
99	и есть его	1	1
100	данный момент в	1	1
101	одного и того	2	1
102	в истории философии	2	1
103	в другом случае	1	1
104	когда мы говорим	2	1
105	в то или	1	1
106	в этом последнем	1	1
107	к тому что	1	1
108	не значит что	1	1
109	только в этом	1	1
110	если бы оно	1	1
111	не только обозначает	1	1
112	и в его	1	1
113	не только от	1	1
114	было и в	1	1
115	признать что в	1	1
116	а именно в	1	1
117	и этот акт	1	1
118	только тогда когда	1	1
119	то же самое	9	1
120	стороне и в	1	1
121	на том что	2	1
122	не есть просто	1	1
