1	о том что	5	9
2	и т п	1	8
3	в то же	4	8
4	в том что	5	6
5	к тому что	1	4
6	можно было бы	2	4
7	в самом деле	2	4
8	с точки зрения	3	3
9	несет в себе	1	3
10	тем не менее	18	3
11	в связи с	4	3
12	и т д	10	3
13	в этом отношении	1	3
14	и в самом	2	3
15	как и в	1	3
16	но в то	1	3
17	и это не	1	2
18	до сих пор	3	2
19	не только в	1	2
20	при встрече с	1	2
21	того или иного	2	2
22	о том как	2	2
23	не может быть	2	2
24	что же касается	3	2
25	и о том	3	2
26	на то что	8	2
27	так или иначе	2	2
28	как раз в	1	2
29	в первую очередь	1	2
30	связи с этим	1	2
31	только потому что	2	2
32	то и другое	2	2
33	о нем и	1	1
34	и потому что	1	1
35	чем иным как	1	1
36	на первый взгляд	1	1
37	а также и	2	1
38	в этом смысле	6	1
39	так и в	1	1
40	не только потому	1	1
41	перед нами не	1	1
42	здесь прежде всего	1	1
43	еще ничего не	1	1
44	потому что оно	2	1
45	то же самое	9	1
46	сами по себе	3	1
47	отношения между людьми	1	1
48	с с аверинцев	1	1
49	к такого рода	1	1
50	том как он	1	1
51	и в то	1	1
52	не имеют никакого	1	1
53	еще и потому	1	1
54	не имеет ничего	2	1
55	жизни то в	1	1
56	на самом же	1	1
57	вообще во всех	2	1
58	самом же деле	1	1
59	требует для себя	1	1
60	же как и	1	1
61	ничего общего с	7	1
62	напоминает нам о	1	1
63	по своему содержанию	2	1
64	именно в этом	2	1
65	более или менее	3	1
66	то что мы	6	1
67	теории литературы и	2	1
68	как будто бы	1	1
69	на том что	2	1
70	а между тем	1	1
71	но пока еще	1	1
72	того и другого	1	1
73	не только от	1	1
74	на самом деле	4	1
75	в данном случае	8	1
76	именно в этой	1	1
77	мы встречаемся в	1	1
78	и в этом	2	1
79	за последние десятилетия	1	1
80	что все эти	1	1
81	и что в	2	1
82	в таком случае	6	1
83	во всяком случае	3	1
84	содержит в себе	7	1
85	но еще и	1	1
86	мы не знаем	1	1
87	не потому что	2	1
88	все дело в	1	1
89	в том и	1	1
90	имеют никакого отношения	1	1
91	в конце концов	4	1
92	не чем иным	1	1
93	предстают перед нами	1	1
94	с тем что	2	1
95	в это время	1	1
96	а не о	1	1
97	имеет ничего общего	2	1
98	не только не	3	1
99	до известной степени	1	1
