N	2gram	Vinokur_Ku_3	slovoVRo
1	и в	23	39
2	может быть	14	37
3	и т	54	35
4	и его	1	33
5	т п	41	33
6	не только	17	24
7	и не	10	22
8	но и	3	21
9	не может	6	20
10	в этом	16	16
11	все это	2	16
12	так и	6	15
13	а не	11	14
14	отличие от	2	13
15	как в	4	13
16	в процессе	3	13
17	в пределах	2	13
18	слова в	4	13
19	литературного языка	3	12
20	в отличие	2	12
21	слово в	3	11
22	вовсе не	5	10
23	и с	3	9
24	не в	5	9
25	языка и	2	9
26	словом и	1	8
27	таким образом	9	8
28	прежде всего	9	8
29	слова и	7	8
30	точки зрения	23	8
31	еще не	9	7
32	о слове	5	7
33	в него	1	7
34	при этом	6	7
35	в этих	2	7
36	для него	1	7
37	никогда не	1	7
38	могут быть	6	7
39	как мы	5	7
40	язык и	2	7
41	в его	11	7
42	языка как	4	7
43	слово как	1	7
44	и потому	1	7
45	как бы	5	7
46	в сущности	4	6
47	но не	3	6
48	в своем	4	6
49	все же	5	6
50	и к	3	6
51	но в	2	6
52	все эти	7	6
53	так сказать	2	6
54	в слове	4	6
55	как и	5	6
56	она не	3	6
57	языка в	6	6
58	там где	3	6
59	этом случае	4	6
60	например в	1	5
61	это не	3	5
62	том что	11	5
63	по себе	6	5
64	не могут	5	5
65	но все	2	5
66	той или	5	5
67	с другой	7	5
68	один из	4	5
69	в том	22	5
70	с ними	1	5
71	с одной	4	5
72	конечно не	2	5
73	уже не	8	5
74	и их	1	5
75	одной стороны	4	5
76	или иной	7	5
77	остается в	2	5
78	и для	1	5
79	только в	6	5
80	для нас	4	5
81	от него	1	5
82	отношения к	1	4
83	в зависимости	7	4
84	и на	1	4
85	по отношению	3	4
86	отношение к	3	4
87	словом в	1	4
88	связанные с	1	4
89	всех этих	1	4
90	то же	6	4
91	его в	2	4
92	входит в	1	4
93	с другими	2	4
94	и иных	1	4
95	ни в	3	4
96	в отношении	3	4
97	не менее	12	4
98	поэтическое слово	2	4
99	в то	3	4
100	в основе	1	4
101	же время	1	4
102	во всем	1	4
103	зависимости от	8	4
104	здесь не	2	4
105	для этого	6	4
106	но здесь	1	4
107	этого языка	3	4
108	поэтому и	1	4
109	языка но	3	4
110	так как	9	4
111	и язык	1	4
112	и др	1	4
113	языка не	1	4
114	с помощью	6	4
115	на фоне	7	4
116	xix века	3	4
117	в той	4	4
118	в смысле	1	4
119	язык не	2	4
120	а в	5	4
121	отношении к	1	4
122	отношению к	2	4
123	в таком	4	4
124	литературный язык	4	3
125	ту же	1	3
126	как это	7	3
127	в чисто	1	3
128	п все	2	3
129	должна быть	3	3
130	собственном смысле	2	3
131	той же	3	3
132	язык как	1	3
133	говорить о	6	3
134	в чем	5	3
135	между словом	1	3
136	сама по	2	3
137	в собственном	1	3
138	перед нами	1	3
139	и как	2	3
140	бы и	3	3
141	на этом	2	3
142	сознание и	1	3
143	не с	2	3
144	лишь в	8	3
145	еще раз	2	3
146	с точки	16	3
147	не столько	4	3
148	точку зрения	2	3
149	и остается	1	3
150	его от	1	3
151	связи с	6	3
152	в ней	3	3
153	и дальше	2	3
154	а также	4	3
155	языке как	1	3
156	к нему	1	3
157	между тем	4	3
158	что и	6	3
159	слов и	5	3
160	в свете	2	3
161	быть и	1	3
162	нашей темы	2	3
163	иной степени	1	3
164	не исчерпывает	2	3
165	или даже	1	3
166	с различными	1	3
167	отметить что	3	3
168	рядом с	1	3
169	в особенности	2	3
170	точек зрения	2	3
171	в свою	1	3
172	может иметь	3	3
173	в некоторых	2	3
174	связано с	1	3
175	смысла и	1	3
176	материал в	1	3
177	слове как	1	3
178	как к	2	3
179	и стилистических	1	3
180	в контексте	1	3
181	и от	1	3
182	но это	5	3
183	слово здесь	1	3
184	и часто	1	3
185	как для	1	3
186	что в	13	3
187	хотя бы	9	3
188	сказать что	7	3
189	речи и	1	3
190	одновременно и	1	3
191	во всяком	2	3
192	можно говорить	10	2
193	также и	5	2
194	в сфере	1	2
195	языка с	1	2
196	это и	3	2
197	установка на	3	2
198	с таким	1	2
199	на материале	2	2
200	мы не	3	2
201	именно к	1	2
202	о формах	2	2
203	но она	1	2
204	конечно и	1	2
205	подчеркнуть что	2	2
206	в прямой	1	2
207	это возможно	1	2
208	роман и	1	2
209	но как	3	2
210	точка зрения	4	2
211	что язык	1	2
212	не все	2	2
213	менее всего	1	2
214	за пределы	2	2
215	связи и	2	2
216	с этим	1	2
217	кроме того	2	2
218	хотя и	5	2
219	как уже	1	2
220	более или	2	2
221	себе как	1	2
222	и политической	1	2
223	в нашем	7	2
224	в себе	1	2
225	как он	2	2
226	а вовсе	1	2
227	материал из	1	2
228	т д	8	2
229	он не	3	2
230	в виде	1	2
231	и более	3	2
232	значение в	2	2
233	конечно в	1	2
234	зрения на	3	2
235	как особый	1	2
236	зрения и	1	2
237	уже сказано	1	2
238	в свой	1	2
239	далеко не	5	2
240	независимо от	5	2
241	мы видели	3	2
242	чем в	2	2
243	быть также	1	2
244	п но	3	2
245	смысл и	2	2
246	или менее	2	2
247	и другие	1	2
248	и при	2	2
249	в их	6	2
250	языке но	1	2
251	свой смысл	1	2
252	которые в	4	2
253	но он	1	2
254	однако в	2	2
255	даже в	1	2
256	тогда когда	4	2
257	того как	7	2
258	того чтобы	11	2
259	чем не	1	2
260	в одном	2	2
261	возможно и	1	2
262	слова как	2	2
263	языка это	1	2
264	слове и	1	2
265	п в	3	2
266	а лишь	3	2
267	в области	14	2
268	отличается от	2	2
269	самого же	1	2
270	свою очередь	1	2
271	без всякого	1	2
272	не образ	1	2
273	так в	2	2
274	в дальнейшем	2	2
275	мы наблюдаем	1	2
276	в другом	1	2
277	те же	7	2
278	здесь как	2	2
279	языке в	1	2
280	логикой и	1	2
281	о нем	1	2
282	и здесь	2	2
283	на него	3	2
284	о том	6	2
285	но мы	2	2
286	в различных	2	2
287	может не	1	2
288	слово может	1	2
289	нуждается в	1	2
290	еще более	2	2
291	как например	2	2
292	к различным	1	2
293	что он	6	2
294	мы увидим	1	2
295	почти все	1	2
296	является проблема	1	2
297	всяком случае	1	2
298	именно на	2	2
299	же и	1	2
300	уже в	3	2
301	в поэзии	5	2
302	на протяжении	2	2
303	для того	12	2
304	то что	4	2
305	не было	4	2
306	именно как	1	2
307	до сих	8	2
308	именно в	3	2
309	а именно	3	2
310	но лишь	1	2
311	которых мы	1	2
312	более того	1	2
313	слове можно	1	2
314	как о	3	2
315	и непосредственно	1	2
316	не всегда	1	2
317	и слово	1	2
318	в связи	5	2
319	разговорный язык	1	2
320	входить в	1	2
321	эти слова	2	2
322	вместе с	2	2
323	изображается не	1	2
324	в данном	7	2
325	слов в	1	2
326	материал для	2	2
327	дело идет	1	2
328	сих пор	8	2
329	от нас	2	2
330	она может	2	2
331	новое положение	1	2
332	в результате	3	2
333	лишь о	2	2
334	в языке	7	2
335	все они	2	2
336	как слово	2	2
337	только с	1	2
338	работы и	1	2
339	не знает	2	2
340	и роман	1	2
341	лишь тогда	1	2
