N	3gram	Ircho_Kome_1	Problemy
1	до сих пор	2	8
2	в большинстве случаев	1	8
3	по отношению к	3	5
4	то же время	4	5
5	в то же	4	5
6	в том числе	1	4
7	более или менее	1	3
8	в отличие от	1	3
9	сам по себе	1	3
10	с другой стороны	5	3
11	как и в	2	3
12	хотя и не	1	2
13	на себя внимание	1	2
14	большей или меньшей	1	2
15	для своих целей	1	2
16	но и в	2	2
17	можно было бы	1	2
18	это вовсе не	1	2
19	в том что	9	2
20	всего его творчества	1	2
21	ни в одном	1	2
22	о том что	3	2
23	в одном из	4	2
24	как мы уже	1	2
25	в отношении к	1	2
26	и в конце	1	1
27	но прежде всего	1	1
28	сплошь да рядом	1	1
29	следует отметить что	1	1
30	в книге об	1	1
31	но и она	1	1
32	ни в малейшей	1	1
33	и даже не	1	1
34	том что он	4	1
35	а между тем	1	1
36	в том же	1	1
37	же как и	1	1
38	в той же	1	1
39	ставит нас перед	1	1
40	а может быть	1	1
41	может быть даже	2	1
42	все это время	1	1
43	в значительной степени	1	1
44	так же как	1	1
45	в данном случае	1	1
46	с одной стороны	3	1
47	в конце концов	4	1
48	как один из	1	1
49	но при этом	1	1
50	так или иначе	1	1
51	и в их	1	1
52	к тому же	5	1
53	во всяком случае	2	1
54	о которых мы	1	1
55	внешней и внутренней	2	1
56	и в тех	1	1
57	из того же	1	1
58	с самого начала	1	1
59	того типа который	1	1
60	не только в	1	1
61	при всех возможных	1	1
62	и все остальные	1	1
63	друг от друга	1	1
64	мы не только	1	1
65	после того как	3	1
66	к тому что	1	1
67	одном из своих	1	1
68	этого слова с	1	1
69	в высшей степени	1	1
