N	2gram	Losev_Dial_4	Sovremen
1	не может	11	17
2	может быть	17	12
3	точки зрения	14	12
4	таким образом	5	11
5	мы не	9	9
6	в этом	11	7
7	не можем	1	7
8	и в	15	7
9	к абсурду	1	6
10	мы можем	3	6
11	ничего не	17	6
12	как и	7	6
13	и не	30	6
14	в результате	6	6
15	и наконец	3	5
16	все эти	3	5
17	что же	2	5
18	прежде всего	11	5
19	с точки	9	5
20	в дальнейшем	1	4
21	в зависимости	1	4
22	вопрос о	2	4
23	зависимости от	1	4
24	нет и	2	4
25	мы должны	4	4
26	в том	11	4
27	если мы	5	4
28	из них	2	4
29	же это	5	4
30	так как	14	4
31	мы видели	1	4
32	не только	8	4
33	как бы	14	4
34	вместе с	2	4
35	это не	12	4
36	их в	1	4
37	а в	1	4
38	жизни и	4	4
39	он может	1	3
40	то же	9	3
41	ясно что	11	3
42	всякой науки	1	3
43	но мы	2	3
44	может не	1	3
45	видели что	1	3
46	отнюдь не	4	3
47	все же	2	3
48	еще не	4	3
49	но в	3	3
50	мы получаем	2	3
51	в этой	4	3
52	мог пойти	1	3
53	в себе	8	3
54	уже в	1	3
55	как он	1	3
56	мы получим	1	3
57	в наших	1	3
58	что она	5	3
59	в одном	4	3
60	в конце	1	3
61	в нем	5	3
62	при этом	2	3
63	и мы	7	3
64	было бы	9	3
65	само собою	1	3
66	а не	18	3
67	и потому	3	3
68	целесообразности и	1	3
69	не в	8	3
70	все это	9	3
71	при таком	2	3
72	одна из	1	3
73	и все	11	3
74	у нас	3	3
75	с необходимостью	1	3
76	когда мы	1	3
77	отличается от	1	3
78	в области	3	3
79	как мы	1	2
80	свою очередь	2	2
81	жизни мы	1	2
82	и есть	19	2
83	роль в	1	2
84	все те	1	2
85	той же	5	2
86	на этом	3	2
87	и даже	6	2
88	говорить о	11	2
89	только так	4	2
90	говорим о	1	2
91	и что	9	2
92	может дать	2	2
93	на их	1	2
94	и во	2	2
95	говорить об	2	2
96	в его	4	2
97	и будет	2	2
98	с этим	3	2
99	быть и	3	2
100	только один	1	2
101	в самом	2	2
102	в которой	2	2
103	что это	13	2
104	в нашем	1	2
105	из этих	2	2
106	с одной	1	2
107	ни одна	2	2
