N	3gram	Losev_Dial_4	Vladivir
1	о том что	1	7
2	в том что	9	7
3	дело в том	1	4
4	в этом смысле	4	4
5	то же время	6	4
6	и то что	1	4
7	в течение всей	1	4
8	на то что	3	4
9	в то же	6	4
10	в конце концов	1	3
11	с другой стороны	1	3
12	иной раз даже	1	3
13	не может быть	6	3
14	на первый план	1	2
15	и в то	2	2
16	также и то	1	2
17	и в частности	2	2
18	то обстоятельство что	1	2
19	не только в	1	2
20	можно сказать что	1	2
21	всей его жизни	1	2
22	тем не менее	2	2
23	для того чтобы	5	2
24	и т д	15	2
25	сравнении с другими	1	1
26	что иное как	8	1
27	в чем не	1	1
28	из всего этого	1	1
29	мы имеем дело	1	1
30	уже не может	1	1
31	и той же	3	1
32	должны сказать что	1	1
33	не говоря уже	3	1
34	и нетрудно догадаться	1	1
35	самом же деле	1	1
36	очень и очень	1	1
37	и не может	1	1
38	говоря уже о	3	1
39	на самом же	1	1
40	именно так как	1	1
41	знания и веры	1	1
42	веры и знания	4	1
43	к жизни и	1	1
44	и иной раз	1	1
45	субъект и объект	1	1
46	в это время	1	1
47	уже о том	2	1
48	содержит в себе	1	1
49	если бы мы	1	1
50	но в то	2	1
51	не мешало ему	1	1
52	а именно с	1	1
53	в связи с	1	1
54	это время не	1	1
55	и в этом	3	1
56	так или иначе	1	1
57	что он сам	1	1
58	в этот момент	1	1
59	в каком случае	1	1
60	это не мешало	1	1
61	кроме того в	1	1
62	где же тут	1	1
63	чтобы в нас	1	1
64	хотя бы на	1	1
65	но только в	1	1
66	его от того	1	1
67	другой стороны мы	1	1
68	мы должны сказать	1	1
69	указать на то	1	1
70	одной и той	3	1
71	есть не что	5	1
72	и ни в	1	1
73	ни в каком	4	1
74	ни в чем	1	1
75	вовсе не есть	1	1
76	и вместе с	1	1
77	в свою очередь	2	1
78	это и есть	4	1
79	может быть также	1	1
80	с тем что	1	1
81	в себе черты	1	1
82	не только не	1	1
83	а это и	1	1
84	что все в	1	1
85	и можно сказать	2	1
86	то чего не	1	1
87	же время и	2	1
88	никого и ничего	1	1
89	но это не	1	1
90	не что иное	8	1
91	в особенности же	1	1
92	в сравнении с	2	1
93	о ней не	1	1
94	т д в	1	1
95	в себе не	1	1
96	в жизни и	1	1
