N	2gram	Propp_Isto_6	NovoeSre
1	а не	2	17
2	и в	26	16
3	не может	6	16
4	и не	10	11
5	и есть	1	10
6	что в	12	9
7	в том	12	8
8	жизни и	2	8
9	он не	2	8
10	в этом	12	7
11	может быть	11	7
12	не будет	5	7
13	как и	5	7
14	это есть	1	7
15	с его	4	6
16	не в	3	6
17	ни в	2	6
18	никогда не	13	6
19	но это	4	6
20	не знает	1	6
21	должен быть	1	5
22	с ее	1	5
23	в ней	5	5
24	и к	1	5
25	не только	10	5
26	в жизни	1	5
27	все это	1	5
28	в нем	8	5
29	со всех	1	4
30	большую роль	1	4
31	о том	7	4
32	всех сторон	1	4
33	в них	3	4
34	то что	6	4
35	это не	4	4
36	прежде всего	4	4
37	не было	3	4
38	значит что	2	4
39	не менее	1	4
40	и для	1	4
41	не имеет	2	4
42	потому что	13	4
43	с другой	10	3
44	в ее	1	3
45	должна быть	3	3
46	вопрос о	3	3
47	еще не	9	3
48	во всех	1	3
49	лицом к	1	3
50	в истории	1	3
51	наряду с	3	3
52	как в	6	3
53	не значит	1	3
54	к ним	1	3
55	подобно тому	1	3
56	в мире	1	3
57	но и	9	3
58	не есть	2	3
59	и пр	1	3
60	не означает	2	3
61	с тем	4	3
62	бога и	1	3
63	к лицу	1	3
64	в своей	3	3
65	жизни которые	1	3
66	тому как	1	3
67	она не	3	3
68	не существует	1	3
69	в основе	1	3
70	к тому	2	3
71	в наши	1	3
72	сказать что	3	3
73	и это	8	2
74	же как	3	2
75	связана с	3	2
76	силы и	1	2
77	время как	3	2
78	не имеют	1	2
79	можно было	2	2
80	так и	5	2
81	мы не	6	2
82	мира и	2	2
83	и с	6	2
84	для этого	1	2
85	стремление к	1	2
86	но она	1	2
87	вот почему	3	2
88	и что	5	2
89	и на	12	2
90	стоят на	1	2
91	должно было	1	2
92	но не	2	2
93	в свои	2	2
94	все время	2	2
95	самый процесс	1	2
96	с этим	2	2
97	помнить что	1	2
98	хотя и	1	2
99	но в	7	2
100	духа в	1	2
101	все эти	8	2
102	с одной	7	2
103	есть в	1	2
104	в себе	3	2
105	уже не	7	2
106	не будут	2	2
107	у него	7	2
108	люди не	1	2
109	что она	3	2
110	в одну	1	2
111	что все	1	2
112	и даже	1	2
113	государство и	1	2
114	связаны с	5	2
115	к образованию	1	2
116	зависит от	4	2
117	том что	10	2
118	от религии	1	2
119	вместе с	8	2
120	так же	2	2
121	одной стороны	7	2
122	другой стороны	8	2
123	обращение к	1	2
124	по существу	1	2
125	как будто	3	2
126	и формы	2	2
127	как это	5	2
128	такой же	3	2
129	но для	2	2
130	равно как	1	2
131	в то	5	2
132	одна из	2	2
133	того чтобы	1	2
134	и от	3	2
135	а в	3	2
136	ли это	1	2
137	когда мы	2	2
138	могут быть	3	2
139	также что	1	1
140	оно может	2	1
141	солнце его	1	1
142	и через	3	1
143	небом и	1	1
144	не имел	1	1
145	только потому	1	1
146	не через	1	1
147	чтобы быть	1	1
148	он находится	1	1
149	этого мира	1	1
150	поставлен вопрос	1	1
151	приводит к	1	1
152	и до	2	1
153	на западе	2	1
154	за человеком	1	1
155	был и	1	1
156	и этот	1	1
157	в образе	10	1
158	с собой	2	1
159	мы уже	6	1
160	не с	1	1
161	ней нет	2	1
162	живущий на	1	1
163	он также	1	1
164	вопрос этот	2	1
165	еще в	3	1
166	страны в	1	1
167	мир не	2	1
168	на место	3	1
169	героя но	1	1
170	с ним	8	1
171	нас и	1	1
172	можно сказать	2	1
173	это всегда	1	1
174	в дальний	1	1
175	оно есть	1	1
176	то это	5	1
177	в пристани	1	1
178	под этим	1	1
179	зависимости от	2	1
180	есть вместе	1	1
181	более высокой	1	1
182	на растерзание	1	1
183	на нем	1	1
184	на них	1	1
185	теперь и	1	1
186	чего оно	1	1
187	что его	1	1
188	не могу	1	1
189	это была	1	1
190	нет у	1	1
191	не могут	1	1
192	своего рода	2	1
193	к нему	1	1
194	то он	2	1
195	переходит в	1	1
196	в его	5	1
197	отличие от	1	1
198	и только	3	1
199	для борьбы	2	1
200	но тут	1	1
201	дня а	1	1
202	античности к	1	1
203	в своем	2	1
204	и нет	1	1
205	человека в	2	1
206	время когда	1	1
207	что он	9	1
208	только в	5	1
209	по своей	1	1
210	с душой	1	1
211	от этого	3	1
212	в этот	1	1
213	так на	2	1
214	свои интересы	2	1
215	а во-вторых	1	1
216	то время	3	1
217	формы жизни	1	1
218	он в	1	1
219	из этих	4	1
220	было так	1	1
221	же и	1	1
222	уже в	1	1
223	к единству	1	1
224	единству и	1	1
225	дальше и	1	1
226	вообще не	3	1
227	него и	3	1
228	все другие	1	1
229	она становится	1	1
230	все еще	1	1
231	мир в	1	1
232	для того	1	1
233	земли и	2	1
234	всяком случае	2	1
235	и когда	1	1
236	к одному	1	1
237	жизнью и	1	1
238	друг друга	1	1
239	не случайно	1	1
240	могли не	1	1
241	людей и	2	1
242	тем что	5	1
243	от того	3	1
244	и вместе	1	1
245	но все	2	1
246	жить в	1	1
247	от нее	2	1
248	это значит	1	1
249	играют большую	1	1
250	этом он	1	1
251	чего он	1	1
252	не типа	1	1
253	них не	1	1
254	а по	1	1
255	и из	1	1
256	знает что	1	1
257	было бы	2	1
258	он есть	1	1
259	сам себя	1	1
260	свою противоположность	1	1
261	труда самый	1	1
262	а это	1	1
263	как существо	2	1
264	что не	2	1
265	социальной жизни	1	1
266	с богом	1	1
267	связано с	4	1
268	их не	1	1
269	превращается в	7	1
270	нет в	3	1
271	а на	1	1
272	попал в	3	1
273	и царства	1	1
274	они не	3	1
275	в этой	2	1
276	не всегда	4	1
277	как ни	1	1
278	долгое время	1	1
279	очень сложное	1	1
280	ее на	2	1
281	бог и	1	1
282	когда она	1	1
283	новые формы	1	1
284	что мы	2	1
285	он и	2	1
286	перед собой	1	1
287	в эту	2	1
288	в этих	2	1
289	может иметь	2	1
290	уже давно	2	1
291	имея в	1	1
292	но если	1	1
293	и сейчас	2	1
294	она сама	1	1
295	с идеями	1	1
296	к себе	2	1
297	в котором	1	1
298	одну из	4	1
299	установить что	2	1
300	одна сторона	2	1
301	не столько	1	1
302	нет ни	2	1
303	власть над	7	1
304	дальнейшее развитие	1	1
305	у нас	5	1
306	в зависимости	1	1
307	в силу	1	1
308	не удалось	1	1
309	но он	2	1
310	быть только	2	1
311	эту мысль	1	1
312	в мир	1	1
313	эти черты	1	1
314	мы должны	2	1
315	и более	1	1
316	есть еще	2	1
317	их в	3	1
318	что этот	2	1
319	том смысле	1	1
320	в это	4	1
321	нас к	5	1
322	и вся	1	1
323	и очень	1	1
324	будто бы	1	1
325	сих пор	4	1
326	о берег	1	1
327	так как	18	1
328	к такой	1	1
329	природу и	1	1
330	мира не	1	1
331	жизни народа	1	1
332	должны быть	2	1
333	неба и	1	1
334	в более	6	1
335	между небом	1	1
336	до сих	4	1
337	из их	1	1
338	о природе	1	1
339	а во	1	1
340	бы он	1	1
341	борьбы со	1	1
342	к этой	1	1
343	к ней	1	1
344	и его	7	1
345	а также	4	1
346	есть уже	1	1
347	к античности	1	1
348	уже нет	1	1
349	они будут	1	1
350	давно уже	1	1
351	вступает в	1	1
352	в области	1	1
353	только одна	3	1
354	в свою	1	1
355	иного мира	2	1
356	всего мира	1	1
357	должны помнить	1	1
358	и оно	1	1
359	того же	2	1
360	выход из	1	1
361	есть только	1	1
362	и вполне	1	1
363	есть и	4	1
364	ли он	1	1
365	числе и	1	1
366	во всяком	2	1
367	случае если	1	1
368	я могу	2	1
369	оно не	1	1
370	как на	3	1
371	все что	4	1
372	том числе	1	1
