N	4gram	Propp_Isto_1	Dialekti
1	не что иное как	1	3
2	в то время как	3	3
3	это не значит что	1	2
4	есть не что иное	1	2
5	так как будто бы	1	2
6	не говоря уже о	1	2
7	т д все это	1	1
8	с одной стороны и	1	1
9	в том отношении что	1	1
10	на самом же деле	1	1
11	приводит к тому что	1	1
12	это не может быть	1	1
13	и т д все	3	1
14	и т д есть	1	1
15	по мере того как	2	1
16	друг с другом что	1	1
17	до сих пор мы	2	1
18	не содержит в себе	1	1
19	так же как и	1	1
20	и т д мы	1	1
21	необходимо иметь в виду	1	1
