N	2gram	Voloshinov_1	Dialekti
1	не есть	1	40
2	и не	14	30
3	по себе	1	25
4	и в	38	18
5	точки зрения	10	17
6	ничего не	8	17
7	может быть	13	17
8	и есть	1	16
9	в нем	4	16
10	ни в	1	15
11	так что	1	15
12	потому что	5	14
13	а не	6	14
14	не только	27	13
15	и даже	3	13
16	то что	8	13
17	что в	1	13
18	в этом	10	12
19	было бы	7	12
20	с точки	5	12
21	если бы	4	12
22	и что	1	12
23	не может	12	12
24	что это	4	11
25	в себе	9	11
26	что он	2	11
27	так как	7	11
28	как бы	28	11
29	все это	4	11
30	то же	14	10
31	несмотря на	2	10
32	что такое	4	10
33	прежде всего	21	10
34	сказать что	3	10
35	и то	3	9
36	отнюдь не	10	9
37	так и	6	9
38	это не	3	9
39	том что	3	9
40	никогда не	7	9
41	в том	2	9
42	ясно что	2	8
43	но это	2	8
44	в каком	2	8
45	к нему	2	8
46	совершенно не	3	8
47	также и	2	7
48	и как	9	7
49	то в	1	7
50	той или	3	7
51	не существует	4	7
52	вовсе не	2	7
53	не просто	2	7
54	но и	13	7
55	его не	2	6
56	хотя бы	18	6
57	в чем	1	6
58	не то	1	6
59	но в	5	6
60	с другой	1	6
61	и вот	3	6
62	не в	6	6
63	она не	1	6
64	в то	9	6
65	с ним	2	6
66	никак не	1	6
67	можно сказать	4	6
68	не было	2	6
69	ни на	3	6
70	да и	4	6
71	и ни	2	6
72	говорить о	1	5
73	я не	1	5
74	и он	2	5
75	отношение к	2	5
76	в своем	1	5
77	все же	7	5
78	себе не	1	5
79	в противоположность	1	5
80	на то	1	5
81	и с	5	5
82	что оно	3	5
83	в этих	2	5
84	но если	1	5
85	в отношении	2	5
86	в виду	3	5
87	в дальнейшем	2	5
88	можно было	4	5
89	не с	3	5
90	как же	1	5
91	мы должны	10	5
92	само по	1	5
93	в особенности	1	5
94	и пр	4	5
95	или не	1	5
96	а в	5	5
97	это и	1	4
98	даже просто	1	4
99	как он	1	4
100	одно и	4	4
101	об этом	3	4
102	как таковой	3	4
103	по крайней	1	4
104	что эта	1	4
105	это мы	1	4
106	же время	7	4
107	не о	1	4
108	к тому	4	4
109	как мы	9	4
110	только то	1	4
111	быть может	3	4
112	и вообще	2	4
113	о том	4	4
114	крайней мере	1	4
115	мы видим	3	4
116	но не	2	4
117	не мешает	1	4
118	с какой	1	4
119	в котором	3	4
120	в конце	6	4
121	мы можем	7	4
122	как раз	1	4
123	как это	5	4
124	хотя и	3	4
125	собственно говоря	1	4
126	так же	4	4
127	может и	1	4
128	другой стороны	1	4
129	отношения к	3	3
130	самом деле	4	3
131	только потому	2	3
132	что смысл	1	3
133	есть не	2	3
134	в ней	8	3
135	мысли и	1	3
136	на самом	3	3
137	и все-таки	2	3
138	если в	1	3
139	или иное	4	3
140	все равно	1	3
141	если она	1	3
142	то или	4	3
143	более или	1	3
144	конечно не	3	3
145	от этого	1	3
146	но эта	2	3
147	в самом	4	3
148	та же	3	3
149	он не	2	3
150	которой не	1	3
151	всех этих	1	3
152	не значит	1	3
153	содержит в	1	3
154	но все	4	3
155	должно быть	2	3
156	или менее	1	3
157	в их	1	3
158	что я	1	3
159	точку зрения	3	3
160	друг другу	2	3
161	при условии	2	3
162	тому что	5	3
163	в основе	2	3
164	иметь в	1	3
165	та или	1	3
166	в разных	3	3
167	или иная	1	3
168	ничто не	1	3
169	в сознании	3	3
170	его с	1	3
171	утверждать что	1	3
172	и о	1	3
173	сознания и	1	3
174	и та	1	3
175	нуждается в	2	3
176	что и	3	3
177	может иметь	1	3
178	один из	4	3
179	только в	6	3
180	даже если	1	3
181	только на	3	3
182	но что	3	3
183	даже и	2	3
184	или иной	4	3
185	даже не	1	3
186	точек зрения	4	3
187	еще и	2	3
188	что для	1	3
189	ничем не	1	3
