N	3gram	Bakhtin_Fr_8	Komedia
1	до сих пор	8	9
2	в том что	6	9
3	в самом деле	1	6
4	для того чтобы	2	6
5	в то же	10	4
6	о том что	2	4
7	то же время	10	4
8	с самого начала	1	4
9	к тому же	1	4
10	по отношению к	1	3
11	о том как	1	3
12	с точки зрения	2	3
13	вместе с тем	1	3
14	в связи с	3	3
15	и в самом	1	3
16	речь идет о	1	3
17	с одной стороны	2	3
18	то же самое	1	3
19	состоит в том	1	2
20	по сравнению с	1	2
21	бы то ни	2	2
22	в этом отношении	1	2
23	и с этой	1	2
24	то ни было	1	2
25	обстоит дело с	1	2
26	с другой стороны	2	2
27	в то время	2	2
28	речь шла о	1	2
29	том что она	1	1
30	но и все	1	1
31	многие из которых	1	1
32	более или менее	2	1
33	и как раз	1	1
34	прежде всего это	1	1
35	подобно тому как	1	1
36	в том числе	3	1
37	сих пор они	1	1
38	когда он был	1	1
39	одной стороны и	1	1
40	сих пор еще	4	1
41	во время своего	1	1
42	нет ничего более	1	1
43	более далекого от	1	1
44	мы еще вернемся	1	1
45	и в то	5	1
46	и во многом	1	1
47	в отличие от	1	1
48	на его глазах	1	1
49	того чтобы показать	1	1
50	но в их	1	1
51	и в частности	1	1
52	в отношениях между	1	1
53	в самом начале	1	1
54	в настоящее время	3	1
55	таким образом и	3	1
56	нашей работы в	1	1
57	но при этом	1	1
58	и в отношении	1	1
59	в некоторых случаях	1	1
60	к которой мы	1	1
61	как бы в	1	1
62	мы можем судить	1	1
63	нет ни одного	1	1
64	по своему характеру	2	1
65	так и в	1	1
66	можно сказать что	2	1
67	он был бы	1	1
68	ничего более далекого	1	1
69	и до сих	2	1
70	вопрос о том	1	1
71	не похож на	1	1
72	как мы знаем	1	1
73	после того как	1	1
74	таким образом что	1	1
75	друг за другом	1	1
76	друг с другом	1	1
77	и в этом	1	1
78	но если бы	1	1
79	своего отца в	1	1
80	в этих условиях	2	1
81	в этой комедии	1	1
82	том числе и	2	1
83	в свое время	1	1
