N	3gram	Losev_Prob_5	Hudozhes
1	о том что	9	9
2	то же время	1	8
3	по отношению к	2	8
4	в то же	1	8
5	в том что	8	6
6	в самом деле	1	4
7	можно было бы	1	4
8	с точки зрения	8	3
9	в этом отношении	1	3
10	но в то	1	3
11	в связи с	7	3
12	тем не менее	5	3
13	и т д	1	3
14	в русской литературе	3	3
15	такой же мере	1	2
16	только потому что	1	2
17	о том как	1	2
18	до сих пор	2	2
19	то и другое	2	2
20	ту или иную	1	2
21	как раз в	1	2
22	не только в	1	2
23	так или иначе	1	2
24	в такой же	1	2
25	что у него	1	2
26	связи с этим	1	2
27	не может быть	2	2
28	и о том	2	2
29	на то что	2	2
30	и в конце	1	1
31	потому что он	2	1
32	в чем не	1	1
33	то что я	1	1
34	потому что оно	1	1
35	так и остается	1	1
36	состоит в том	1	1
37	на самом деле	1	1
38	в этом смысле	3	1
39	том что он	2	1
40	точки зрения в	1	1
41	потому что не	1	1
42	может быть только	3	1
43	и в этом	1	1
44	поэтому и его	1	1
45	в одной из	1	1
46	и то и	1	1
47	человека а не	1	1
48	в таком случае	2	1
49	с самого начала	1	1
50	а перед собой	1	1
51	но еще в	1	1
52	с ним в	1	1
53	видя в нем	1	1
54	здесь не в	1	1
55	несмотря на то	1	1
56	с этой точки	1	1
57	в xix в	1	1
58	в это время	2	1
59	но еще и	1	1
60	не чем иным	2	1
61	содержит в себе	1	1
62	он вовсе не	1	1
63	не в его	1	1
64	не потому что	1	1
65	же время это	1	1
66	в конце концов	6	1
67	а также и	1	1
68	тот и другой	1	1
69	так и в	1	1
70	и потому что	1	1
71	своей жизни в	1	1
72	потому что именно	2	1
73	в нем не	1	1
74	еще и потому	1	1
75	во всяком случае	2	1
76	которая не в	1	1
77	в данном случае	2	1
78	ни в чем	1	1
79	как будто бы	3	1
80	чем иным как	2	1
81	по себе а	1	1
82	этой точки зрения	1	1
83	времени и пространстве	1	1
84	во времени и	1	1
85	но все же	2	1
86	которая может быть	1	1
87	приходит в голову	1	1
88	все же не	3	1
89	в том смысле	1	1
90	с одной стороны	3	1
91	и как будто	1	1
92	на первый взгляд	1	1
93	от солнца и	1	1
94	своей и чужой	1	1
